#PROG: Sep 19 2016, 10:15:58
#RTC: 2016/9/19-10:15:27,
#StatsDelayMs=10000,EdiskDelayMs=1500000,NClickTimes=5,LedsThresh=[30,70,150,350,800,]
#StatsETA=4146,EdiskETA=1494146,isRec=1,clicks=0,maxCPM=0,EDISK_nextIx=301,
#  clickTimes=[5854,5854,5854,5854,5854,]
clicks,maxCPM
1474340329,7,57
1474340339,3,65
1474340349,4,22
1474340359,4,57
1474340369,7,53
1474340379,9,175
1474340389,7,120
1474340399,9,87
1474340409,5,46
1474340419,8,95
1474340429,4,61
1474340439,5,47
1474340449,6,86
1474340459,9,160
1474340469,7,373
1474340479,4,71
1474340489,3,25
1474340499,6,78
1474340509,6,40
1474340519,5,65
1474340529,8,78
1474340539,6,87
1474340549,6,63
#Long loop: REC=1
1474340559,9,98
1474340569,7,147
1474340579,1,42
1474340589,7,59
1474340599,6,77
1474340609,3,34
1474340619,5,34
1474340629,4,74
1474340639,7,88
1474340649,5,135
1474340659,5,58
1474340669,4,61
1474340679,3,28
1474340689,4,39
1474340699,7,107
1474340709,4,28
1474340719,6,59
1474340729,4,34
1474340739,1,24
1474340750,7,73
1474340760,10,235
1474340770,3,46
1474340780,2,23
1474340790,9,92
1474340800,3,34
1474340810,5,53
1474340820,6,112
1474340830,4,37
1474340840,7,125
1474340850,5,35
1474340860,6,110
1474340870,6,92
1474340880,2,30
1474340890,4,27
1474340900,3,49
1474340910,4,28
1474340920,4,37
1474340930,3,27
1474340940,7,111
1474340950,4,73
1474340960,5,42
1474340970,7,60
1474340980,5,84
1474340990,4,26
1474341000,9,152
1474341010,8,500
1474341020,7,84
1474341030,3,30
1474341040,7,74
1474341050,1,51
1474341060,3,17
1474341070,3,32
1474341080,3,23
1474341090,5,52
1474341100,6,55
1474341110,6,59
1474341120,3,51
1474341130,7,64
1474341140,2,43
1474341150,6,99
1474341160,6,55
1474341170,8,62
1474341180,5,120
1474341190,6,52
1474341200,2,38
1474341210,6,58
1474341220,2,22
1474341230,4,39
1474341240,5,34
1474341250,3,36
1474341260,4,42
1474341270,7,108
1474341280,3,28
1474341290,6,71
1474341300,4,36
1474341310,3,25
1474341320,1,14
1474341330,3,19
1474341340,7,75
1474341350,3,41
1474341360,7,93
1474341370,1,22
1474341380,6,95
1474341390,2,29
1474341400,5,36
1474341410,5,68
1474341420,10,103
1474341430,12,177
1474341440,3,27
1474341450,6,66
1474341460,9,108
1474341470,3,69
1474341480,11,91
1474341490,6,145
1474341500,12,153
1474341510,2,35
1474341520,10,160
1474341530,8,122
1474341540,6,75
1474341550,2,31
1474341560,8,216
1474341570,5,52
1474341580,3,32
1474341590,6,55
1474341600,3,33
1474341610,6,72
1474341620,4,47
1474341630,4,41
1474341640,3,23
1474341650,4,37
1474341660,6,106
1474341670,2,35
1474341680,3,22
1474341690,5,51
1474341700,8,114
1474341710,8,130
1474341720,4,44
1474341730,4,38
1474341740,3,30
1474341750,7,105
1474341760,6,61
1474341770,2,35
1474341780,6,120
1474341790,7,106
1474341800,7,171
1474341811,8,104
1474341821,1,27
1474341831,4,27
1474341841,3,31
1474341851,5,71
1474341861,6,115
1474341871,6,52
1474341881,3,38
1474341891,6,48
1474341901,7,93
1474341911,12,176
1474341921,3,86
1474341931,4,27
1474341941,6,73
1474341951,7,72
1474341961,5,38
1474341971,4,35
1474341981,5,50
1474341991,3,27
1474342001,4,29
1474342011,4,93
1474342021,1,23
1474342031,2,17
1474342041,4,17
1474342051,4,51
#Long loop: REC=1
1474342061,3,31
1474342071,3,23
1474342081,3,22
1474342091,4,37
1474342101,6,126
1474342111,4,51
1474342121,4,29
1474342131,4,45
1474342141,4,39
1474342151,2,32
1474342161,4,24
1474342171,4,39
1474342181,7,70
1474342191,5,60
1474342201,4,41
1474342211,6,44
1474342221,6,83
1474342231,7,77
1474342241,4,30
1474342251,6,92
1474342261,3,31
1474342271,6,93
1474342281,3,38
1474342291,10,193
1474342301,3,42
1474342311,5,89
1474342321,4,68
1474342331,3,25
1474342341,5,51
1474342351,3,38
1474342361,3,25
1474342371,5,42
1474342381,8,178
1474342391,4,62
1474342401,3,49
1474342411,7,100
1474342421,6,46
1474342431,5,77
1474342441,5,38
1474342451,4,44
1474342461,5,35
1474342471,7,78
1474342481,2,37
1474342491,5,42
1474342501,3,30
1474342511,7,187
1474342521,6,114
1474342531,6,100
1474342541,6,51
1474342551,5,37
1474342561,4,38
1474342571,6,205
1474342581,6,121
1474342591,5,43
1474342601,8,96
1474342611,5,49
1474342621,7,91
1474342631,7,117
1474342641,5,77
1474342651,7,127
1474342661,9,205
1474342671,4,44
1474342681,2,28
1474342691,2,17
1474342701,3,17
1474342711,7,120
1474342721,6,51
1474342731,5,168
1474342741,1,21
1474342751,7,143
1474342761,0,0
1474342771,2,14
1474342781,2,11
1474342791,4,24
1474342801,5,41
1474342811,4,36
1474342821,5,42
1474342831,5,58
1474342841,7,114
1474342851,6,69
1474342862,2,68
1474342872,5,61
1474342882,5,52
1474342892,5,77
1474342902,6,50
1474342912,6,70
1474342922,9,178
1474342932,4,58
1474342942,5,34
1474342952,4,124
1474342962,10,169
1474342972,3,32
1474342982,2,26
1474342992,3,16
1474343002,5,58
1474343012,5,104
1474343022,4,40
1474343032,6,90
1474343042,9,194
1474343052,8,123
1474343062,4,43
1474343072,1,29
1474343082,3,21
1474343092,2,25
1474343102,3,18
1474343112,8,96
1474343122,7,107
1474343132,7,97
1474343142,3,75
1474343152,3,22
1474343162,3,29
1474343172,7,61
1474343182,2,40
1474343192,6,57
1474343202,4,54
1474343212,3,32
1474343222,4,34
1474343232,4,42
1474343242,2,19
1474343252,8,177
1474343262,2,25
1474343272,6,52
1474343282,4,89
1474343292,7,128
1474343302,9,148
1474343312,3,83
1474343322,5,95
1474343332,4,115
1474343342,7,128
1474343352,4,49
1474343362,7,101
1474343372,7,71
1474343382,3,31
1474343392,5,73
1474343402,6,61
1474343412,2,28
1474343422,4,26
1474343432,1,15
1474343442,5,90
1474343452,5,31
1474343462,10,117
1474343472,5,53
1474343482,1,22
1474343492,2,21
1474343502,2,14
1474343512,4,31
1474343522,7,55
1474343532,5,45
1474343542,7,70
1474343552,5,48
#Long loop: REC=1
1474343562,9,108
1474343572,4,35
1474343582,5,36
1474343592,8,95
1474343602,14,155
1474343612,8,97
1474343622,8,137
1474343632,5,135
1474343642,8,251
1474343652,6,75
1474343662,5,69
1474343672,2,60
1474343682,5,48
1474343692,4,36
1474343702,9,90
1474343712,7,103
1474343722,0,0
1474343732,4,18
1474343742,3,33
1474343752,9,149
1474343762,6,100
1474343772,5,58
1474343782,6,46
1474343792,7,96
1474343802,5,46
1474343812,3,39
1474343822,7,242
1474343832,4,67
1474343842,3,25
1474343852,6,49
1474343862,6,78
1474343872,6,76
1474343882,6,55
1474343893,9,154
1474343903,1,44
1474343913,6,50
1474343923,6,53
1474343933,9,152
1474343943,3,83
1474343953,4,28
1474343963,6,55
1474343973,5,40
1474343983,5,104
1474343993,2,53
1474344003,6,56
1474344013,7,55
1474344023,6,62
1474344033,5,55
1474344043,5,42
1474344053,1,27
1474344063,2,20
1474344073,5,43
1474344083,3,47
1474344093,6,82
1474344103,4,28
1474344113,4,61
1474344123,7,91
1474344133,4,33
1474344143,8,88
1474344153,7,177
1474344163,5,51
1474344173,1,17
1474344183,6,96
1474344193,3,36
1474344203,3,31
1474344213,3,31
1474344223,4,28
1474344233,4,38
1474344243,10,190
1474344253,5,86
1474344263,4,48
1474344273,6,50
1474344283,7,100
1474344293,6,83
1474344303,4,38
1474344313,4,22
1474344323,3,117
1474344333,8,106
1474344343,4,89
1474344353,2,27
1474344363,4,24
1474344373,4,69
1474344383,5,62
1474344393,8,107
1474344403,10,96
1474344413,4,39
1474344423,6,57
1474344433,7,80
1474344443,7,75
1474344453,2,35
1474344463,3,24
1474344473,3,27
1474344483,6,122
1474344493,5,107
1474344503,3,47
1474344513,6,88
1474344523,3,37
1474344533,3,34
1474344543,8,82
1474344553,4,67
1474344563,2,29
1474344573,5,39
1474344583,9,180
1474344593,5,50
1474344603,2,52
1474344613,5,46
1474344623,3,35
1474344633,9,75
1474344643,4,30
1474344653,7,117
1474344663,5,44
1474344673,5,196
1474344683,3,30
1474344693,6,75
1474344703,4,113
1474344713,7,63
1474344723,2,33
1474344733,3,21
1474344743,4,39
1474344753,4,44
1474344763,3,21
1474344773,4,64
1474344783,2,27
1474344793,4,32
1474344803,8,97
1474344813,3,69
1474344823,4,23
1474344833,9,148
1474344843,6,73
1474344853,7,59
1474344863,3,70
1474344873,2,24
1474344883,6,90
1474344893,3,34
1474344903,4,59
1474344913,3,29
1474344923,1,15
1474344933,5,105
1474344943,3,28
1474344953,4,26
1474344964,5,36
1474344974,10,185
1474344984,5,54
1474344994,7,61
1474345004,4,45
1474345014,1,19
1474345024,7,90
1474345034,3,80
1474345044,4,33
1474345054,6,54
#Long loop: REC=1
1474345064,5,55
1474345074,9,100
1474345084,7,96
1474345094,7,151
1474345104,5,45
1474345114,2,45
1474345124,9,90
1474345134,6,58
1474345144,4,99
1474345154,6,74
1474345164,3,25
1474345174,3,49
1474345184,3,28
1474345194,1,18
1474345204,7,66
1474345214,4,40
1474345224,1,41
1474345234,5,33
1474345244,4,40
1474345254,2,29
1474345264,4,24
1474345274,6,41
1474345284,3,92
1474345294,3,16
1474345304,7,94
1474345314,3,55
1474345324,11,100
1474345334,6,105
1474345344,3,39
1474345354,5,43
1474345364,5,115
1474345374,5,38
1474345384,8,105
1474345394,3,49
1474345404,3,22
1474345414,1,14
1474345424,2,17
1474345434,3,17
1474345444,3,62
1474345454,5,62
1474345464,6,157
1474345474,3,25
1474345484,6,59
1474345494,4,61
1474345504,10,182
1474345514,5,66
1474345524,5,39
1474345534,8,87
1474345544,5,81
1474345554,2,26
1474345564,4,36
1474345574,5,50
1474345584,0,0
1474345594,5,66
1474345604,4,56
1474345614,2,45
1474345624,7,66
1474345634,2,53
1474345644,1,22
1474345654,4,17
1474345664,5,39
1474345674,6,129
1474345684,6,86
1474345694,4,42
1474345704,6,67
1474345714,5,56
1474345724,7,73
1474345734,0,0
1474345744,2,17
1474345754,3,18
1474345764,4,31
1474345774,8,73
1474345784,7,85
1474345794,6,109
1474345804,7,49
1474345814,4,63
1474345824,4,35
1474345834,4,65
1474345844,5,46
1474345854,0,0
1474345864,4,16
1474345874,5,67
1474345884,9,291
1474345894,3,45
1474345904,8,162
1474345914,9,215
1474345924,6,70
1474345934,2,27
1474345944,2,21
1474345954,8,82
1474345964,5,56
1474345974,5,62
1474345984,2,35
1474345994,9,78
1474346004,6,70
1474346014,10,275
1474346024,3,119
1474346035,4,31
1474346045,2,32
1474346055,5,50
1474346065,4,46
1474346075,4,30
1474346085,5,48
1474346095,3,26
1474346105,6,53
1474346115,1,20
1474346125,4,27
1474346135,5,43
1474346145,8,59
1474346155,8,110
1474346165,4,42
1474346175,3,28
1474346185,4,46
1474346195,7,58
1474346205,3,141
1474346215,5,65
1474346225,5,49
1474346235,10,141
1474346245,3,47
1474346255,8,184
1474346265,2,41
1474346275,9,139
1474346285,3,54
1474346295,3,22
1474346305,5,42
1474346315,3,26
1474346325,5,73
1474346335,5,48
1474346345,6,107
1474346355,2,74
1474346365,1,16
1474346375,5,62
1474346385,5,38
1474346395,6,88
1474346405,4,26
1474346415,5,44
1474346425,9,177
1474346435,3,56
1474346445,4,39
1474346455,11,314
1474346465,5,59
1474346475,8,87
1474346485,9,97
1474346495,6,211
1474346505,5,47
1474346515,6,86
1474346525,5,51
1474346535,8,106
1474346545,7,105
1474346555,7,93
#Long loop: REC=1
1474346565,3,41
1474346575,4,39
1474346585,0,0
1474346595,5,132
1474346605,3,94
1474346615,3,26
1474346625,5,50
1474346635,3,31
1474346645,6,52
1474346655,10,193
1474346665,2,73
1474346675,5,46
1474346685,7,68
1474346695,2,32
1474346705,5,41
1474346715,6,57
1474346725,1,17
1474346735,3,16
1474346745,4,31
1474346755,2,24
1474346765,1,16
1474346775,8,91
1474346785,3,32
1474346795,3,84
1474346805,8,142
1474346815,0,0
1474346825,3,15
1474346835,8,361
1474346845,3,32
1474346855,4,47
1474346865,5,112
1474346875,8,81
1474346885,5,121
1474346895,5,51
1474346905,4,57
1474346915,5,104
1474346925,10,131
1474346935,6,97
1474346945,6,62
1474346955,3,50
1474346965,5,38
1474346975,3,48
1474346985,4,30
1474346995,3,35
1474347005,11,117
1474347015,1,24
1474347025,6,79
1474347035,4,36
1474347045,4,57
1474347055,1,20
1474347065,4,25
1474347075,1,18
1474347086,4,28
1474347096,2,28
1474347106,8,78
1474347116,3,22
1474347126,12,199
1474347136,6,80
1474347146,6,190
1474347156,5,54
1474347166,12,160
1474347176,5,74
1474347186,7,84
1474347196,8,169
1474347206,4,59
1474347216,2,28
1474347226,3,20
1474347236,3,21
1474347246,3,26
1474347256,6,65
1474347266,4,26
1474347276,6,107
1474347286,8,243
1474347296,10,139
1474347306,4,116
1474347316,7,100
1474347326,4,32
1474347336,9,143
1474347346,7,81
1474347356,2,30
1474347366,6,65
1474347376,3,38
1474347386,4,24
1474347396,5,51
1474347406,7,134
1474347416,4,84
1474347426,5,47
1474347436,5,49
1474347446,5,43
1474347456,5,72
1474347466,4,45
1474347476,2,23
1474347486,8,114
1474347496,6,71
1474347506,3,33
1474347516,7,63
1474347526,8,132
1474347536,7,100
1474347546,4,52
1474347556,9,105
1474347566,3,58
1474347576,6,85
1474347586,3,32
1474347596,6,58
1474347606,7,138
1474347616,5,53
1474347626,4,78
1474347636,6,78
1474347646,4,33
1474347656,5,47
1474347666,3,39
1474347676,2,23
1474347686,4,31
1474347696,2,26
1474347706,2,15
1474347716,5,54
1474347726,6,82
1474347736,3,41
1474347746,3,24
1474347756,6,51
1474347766,2,46
1474347776,3,23
1474347786,3,19
1474347796,3,29
1474347806,5,44
1474347816,3,25
1474347826,7,60
1474347836,7,82
1474347846,5,67
1474347856,3,29
1474347866,4,24
1474347876,6,70
1474347886,7,111
1474347896,4,76
1474347906,4,40
1474347916,6,40
1474347926,2,66
1474347936,3,25
1474347946,8,89
1474347956,4,91
1474347966,4,24
1474347976,3,44
1474347986,6,62
1474347996,7,108
1474348006,3,36
1474348016,7,92
1474348026,4,58
1474348036,8,137
1474348046,3,59
1474348056,6,75
#Long loop: REC=1
1474348066,1,23
1474348076,5,32
1474348086,7,106
1474348096,6,92
1474348106,6,107
1474348116,2,20
1474348127,3,39
1474348137,4,31
1474348147,12,167
1474348157,1,32
1474348167,4,25
1474348177,7,96
1474348187,8,78
1474348197,6,56
1474348207,3,78
1474348217,3,27
1474348227,5,37
1474348237,8,121
1474348247,5,61
1474348257,2,17
1474348267,4,44
1474348277,9,116
1474348287,12,136
1474348297,6,95
1474348307,2,29
1474348317,3,24
1474348327,6,40
1474348337,6,66
1474348347,6,70
1474348357,3,33
1474348367,3,27
1474348377,8,213
1474348387,5,50
1474348397,9,117
1474348407,7,73
1474348417,8,86
1474348427,5,96
1474348437,5,56
1474348447,4,36
1474348457,3,25
1474348467,9,136
1474348477,5,130
1474348487,3,29
1474348497,6,104
1474348507,4,55
1474348517,6,47
1474348527,8,84
1474348537,1,33
1474348547,8,80
1474348557,4,67
1474348567,7,244
1474348577,7,70
1474348587,4,35
1474348597,6,92
1474348607,6,57
1474348617,2,53
1474348627,4,58
1474348637,1,19
1474348647,2,12
1474348657,1,11
1474348667,8,83
1474348677,9,206
1474348687,5,96
1474348697,4,26
1474348707,5,56
1474348717,7,127
1474348727,6,86
1474348737,4,50
1474348747,5,45
1474348757,6,74
1474348767,8,108
1474348777,4,110
1474348787,6,57
1474348797,3,29
1474348807,4,54
1474348817,5,50
1474348827,4,26
1474348837,8,87
1474348847,9,106
1474348857,7,73
1474348867,2,44
1474348877,5,39
1474348887,1,26
1474348897,7,75
1474348907,3,35
1474348917,10,114
1474348927,6,89
1474348937,8,87
1474348947,3,80
1474348957,6,48
1474348967,3,58
1474348977,5,54
1474348987,2,30
1474348997,2,13
1474349007,10,173
1474349017,4,97
1474349027,1,24
1474349037,5,35
1474349047,6,145
1474349057,6,45
1474349067,6,73
1474349077,4,47
1474349087,4,43
1474349097,5,84
1474349107,6,70
1474349117,4,41
1474349127,5,62
1474349137,4,132
1474349147,5,43
1474349157,5,68
1474349168,6,81
1474349178,3,48
1474349188,6,79
1474349198,5,48
1474349208,4,75
1474349218,5,41
1474349228,5,34
1474349238,8,105
1474349248,3,29
1474349258,5,50
1474349268,3,44
1474349278,1,20
1474349288,5,40
1474349298,5,36
1474349308,8,230
1474349318,2,93
1474349328,8,115
1474349338,2,59
1474349348,7,270
1474349358,8,120
1474349368,3,42
1474349378,7,71
1474349388,6,95
1474349398,7,74
1474349408,5,70
1474349418,6,66
1474349428,6,50
1474349438,6,58
1474349448,5,316
1474349458,9,68
1474349468,7,98
1474349478,5,45
1474349488,10,89
1474349498,6,156
1474349508,3,64
1474349518,2,20
1474349528,1,11
1474349538,6,57
1474349548,6,148
1474349558,4,47
#Long loop: REC=1
1474349568,4,45
1474349578,7,109
1474349588,8,149
1474349598,6,89
1474349608,5,63
1474349618,10,196
1474349628,7,116
1474349638,5,54
1474349648,1,28
1474349658,6,51
1474349668,1,21
1474349678,7,55
1474349688,6,75
1474349698,7,171
1474349708,9,241
1474349718,9,104
1474349728,5,72
1474349738,9,155
1474349748,3,74
1474349758,9,322
1474349768,4,60
1474349778,4,35
1474349788,10,209
1474349798,7,112
1474349808,4,40
1474349818,7,247
1474349828,7,47
1474349838,2,43
1474349848,1,26
1474349858,7,330
1474349868,4,57
1474349878,6,53
1474349888,6,86
1474349898,10,157
1474349908,4,67
1474349918,3,20
1474349928,3,32
1474349938,5,77
1474349948,2,17
1474349958,10,118
1474349968,8,161
1474349978,3,55
1474349988,7,59
1474349998,1,21
1474350008,3,17
1474350018,7,67
1474350028,3,44
1474350038,8,364
1474350048,3,47
1474350058,5,42
1474350068,4,42
1474350078,8,88
1474350088,4,33
1474350098,7,72
1474350108,5,58
1474350118,3,38
1474350128,3,23
1474350138,4,47
1474350148,3,31
1474350158,6,103
1474350168,3,40
1474350178,7,85
1474350188,4,43
1474350198,10,94
1474350209,7,92
1474350219,6,48
1474350229,4,51
1474350239,3,35
1474350249,3,21
1474350259,7,96
1474350269,4,32
1474350279,10,299
1474350289,6,57
1474350299,5,90
1474350309,8,76
1474350319,8,150
1474350329,5,58
1474350339,3,28
1474350349,6,53
1474350359,5,42
1474350369,3,33
1474350379,2,23
1474350389,3,19
1474350399,6,80
1474350409,4,49
1474350419,2,31
1474350429,8,84
1474350439,2,47
1474350449,4,34
1474350459,3,36
1474350469,2,21
1474350479,4,37
1474350489,1,34
1474350499,3,21
1474350509,4,21
1474350519,3,40
1474350529,4,26
1474350539,3,35
1474350549,7,63
1474350559,3,29
1474350569,7,62
1474350579,6,64
1474350589,6,77
1474350599,6,99
1474350609,4,45
1474350619,4,35
1474350629,7,140
1474350639,4,47
1474350649,5,60
1474350659,4,54
1474350669,4,48
1474350679,4,31
1474350689,3,22
1474350699,4,33
1474350709,6,47
1474350719,3,79
1474350729,5,70
1474350739,5,61
1474350749,6,106
1474350759,4,31
1474350769,6,48
1474350779,3,42
1474350789,5,44
1474350799,4,33
1474350809,2,23
1474350819,6,85
1474350829,3,66
1474350839,6,145
1474350849,8,71
1474350859,3,72
1474350869,7,81
1474350879,4,119
1474350889,5,49
1474350899,4,32
1474350909,10,132
1474350919,4,42
1474350929,3,30
1474350939,4,52
1474350949,6,47
1474350959,4,44
1474350969,3,35
1474350979,7,161
1474350989,3,46
1474350999,8,116
1474351009,5,79
1474351019,4,30
1474351029,6,92
1474351039,3,82
1474351049,7,89
1474351059,4,198
#Long loop: REC=1
1474351069,4,36
1474351079,9,219
1474351089,4,87
1474351099,5,52
1474351109,10,86
1474351119,3,92
1474351129,10,93
1474351139,8,141
1474351149,9,125
1474351159,8,133
1474351169,5,54
1474351179,4,68
1474351189,4,31
1474351199,4,67
1474351209,3,22
1474351219,5,38
1474351229,5,76
1474351239,4,32
1474351249,7,74
1474351259,3,47
1474351270,4,22
1474351280,1,20
1474351290,4,28
1474351300,4,36
1474351310,8,87
1474351320,6,60
1474351330,4,55
1474351340,3,29
1474351350,5,105
1474351360,6,55
1474351370,5,113
1474351380,4,40
1474351390,8,87
1474351400,5,72
1474351410,3,25
1474351420,7,94
1474351430,1,31
1474351440,6,44
1474351450,4,93
1474351460,5,49
1474351470,8,66
1474351480,3,67
1474351490,1,15
1474351500,5,82
1474351510,5,39
1474351520,2,39
1474351530,5,31
1474351540,3,34
1474351550,10,111
1474351560,1,28
1474351570,7,63
1474351580,6,55
1474351590,2,28
1474351600,5,37
1474351610,3,23
1474351620,8,92
1474351630,4,44
1474351640,6,85
1474351650,4,35
1474351660,8,226
1474351670,2,49
1474351680,3,22
1474351690,6,51
1474351700,1,23
1474351710,5,59
1474351720,4,74
1474351730,5,37
1474351740,7,75
1474351750,3,65
1474351760,3,21
1474351770,6,52
1474351780,5,81
1474351790,4,72
1474351800,1,27
1474351810,4,18
1474351820,10,106
1474351830,6,114
1474351840,2,24
1474351850,6,62
1474351860,9,114
1474351870,6,171
1474351880,6,67
1474351890,3,33
1474351900,6,95
1474351910,1,45
1474351920,2,17
1474351930,8,103
1474351940,0,0
1474351950,4,16
1474351960,7,82
1474351970,4,52
1474351980,9,80
1474351990,6,98
1474352000,6,64
1474352010,5,55
1474352020,2,30
1474352030,2,18
1474352040,3,19
1474352050,6,50
1474352060,4,52
1474352070,6,103
1474352080,2,62
1474352090,1,21
1474352100,4,19
1474352110,3,26
1474352120,4,28
1474352130,7,187
1474352140,3,25
1474352150,1,15
1474352160,5,41
1474352170,3,34
1474352180,5,33
1474352190,3,63
1474352200,3,18
1474352210,5,87
1474352220,4,34
1474352230,4,29
1474352240,7,131
1474352250,4,36
1474352260,2,32
1474352270,9,124
1474352280,5,92
1474352290,6,57
1474352300,3,42
1474352310,9,136
1474352320,4,49
1474352330,5,52
1474352341,6,83
1474352351,7,77
1474352361,10,137
1474352371,5,64
1474352381,5,78
1474352391,9,162
1474352401,4,80
1474352411,5,125
1474352421,4,27
1474352431,4,31
1474352441,6,162
1474352451,3,30
1474352461,4,26
1474352471,5,189
1474352481,5,132
1474352491,10,115
1474352501,6,80
1474352511,3,69
1474352521,1,18
1474352531,5,39
1474352541,3,33
1474352551,5,41
1474352561,4,31
#Long loop: REC=1
1474352571,2,47
1474352581,3,26
1474352591,6,35
1474352601,1,19
1474352611,5,36
1474352621,4,37
1474352631,3,32
1474352641,5,46
1474352651,7,64
1474352661,6,59
1474352671,7,257
1474352681,4,34
1474352691,10,124
1474352701,2,25
1474352711,5,53
1474352721,6,66
1474352731,5,65
1474352741,4,31
1474352751,6,80
1474352761,4,31
1474352771,4,36
1474352781,3,76
1474352791,4,21
1474352801,6,47
1474352811,8,110
1474352821,6,73
1474352831,4,43
1474352841,4,30
1474352851,4,37
1474352861,3,46
1474352871,4,58
1474352881,4,27
1474352891,5,57
1474352901,7,47
1474352911,5,60
1474352921,5,72
1474352931,2,29
1474352941,5,39
1474352951,7,83
1474352961,7,104
1474352971,5,43
1474352981,6,65
1474352991,5,56
1474353001,3,42
1474353011,8,117
1474353021,6,47
1474353031,6,70
1474353041,5,81
1474353051,7,115
1474353061,3,53
1474353071,7,67
1474353081,5,82
1474353091,5,52
1474353101,2,23
1474353111,7,521
1474353121,4,45
1474353131,4,44
1474353141,6,126
1474353151,5,94
1474353161,6,62
1474353171,8,88
1474353181,5,66
1474353191,5,50
1474353201,3,33
1474353211,3,21
1474353221,5,42
1474353231,4,47
1474353241,10,191
1474353251,5,101
1474353261,5,83
1474353271,4,26
1474353281,6,78
1474353291,1,35
1474353301,2,15
1474353311,5,47
1474353321,3,25
1474353331,2,21
1474353341,8,129
1474353351,4,53
1474353361,5,31
1474353371,6,61
1474353381,5,44
1474353392,3,31
1474353402,8,390
1474353412,6,164
1474353422,4,43
1474353432,5,53
1474353442,4,45
1474353452,4,33
1474353462,4,27
1474353472,9,85
1474353482,3,42
1474353492,4,38
1474353502,1,28
1474353512,6,49
1474353522,4,42
1474353532,5,52
1474353542,7,95
1474353552,6,76
1474353562,6,60
1474353572,4,45
1474353582,6,63
1474353592,7,69
1474353602,6,89
1474353612,3,36
1474353622,2,15
1474353632,5,48
1474353642,4,54
1474353652,3,34
1474353662,4,17
1474353672,4,48
1474353682,4,29
1474353692,9,168
1474353702,7,154
1474353712,2,30
1474353722,3,17
1474353732,8,147
1474353742,3,90
1474353752,3,29
1474353762,8,66
1474353772,7,88
1474353782,5,168
1474353792,7,80
1474353802,4,43
1474353812,3,27
1474353822,3,18
1474353832,7,77
1474353842,3,112
1474353852,2,26
1474353862,5,51
1474353872,5,44
1474353882,7,63
1474353892,7,56
1474353902,3,65
1474353912,3,29
1474353922,4,26
1474353932,3,47
1474353942,8,95
1474353952,4,46
1474353962,2,39
1474353972,4,26
1474353982,2,18
1474353992,6,54
1474354002,5,50
1474354012,6,61
1474354022,2,31
1474354032,3,20
1474354042,7,60
1474354052,3,42
1474354062,9,85
#Long loop: REC=1
1474354072,8,151
1474354082,8,127
1474354092,5,69
1474354102,2,25
1474354112,2,19
1474354122,6,46
1474354132,6,65
1474354142,3,22
1474354152,6,54
1474354162,5,48
1474354172,1,38
1474354182,2,23
1474354192,3,17
1474354202,4,35
1474354212,4,31
1474354222,5,72
1474354232,6,142
1474354242,0,0
1474354252,3,18
1474354262,6,59
1474354272,2,27
1474354282,5,46
1474354292,5,37
1474354302,4,91
1474354312,11,325
1474354322,5,70
1474354332,7,167
1474354342,4,41
1474354352,5,41
1474354362,7,74
1474354372,10,230
1474354382,6,68
1474354392,7,60
1474354402,6,160
1474354412,6,71
1474354422,4,45
1474354433,2,29
1474354443,6,42
1474354453,6,73
1474354463,4,38
1474354473,7,110
1474354483,6,77
1474354493,8,129
1474354503,2,77
1474354513,8,142
1474354523,3,88
1474354533,4,23
1474354543,5,44
1474354553,3,32
1474354563,3,35
1474354573,1,13
1474354583,3,17
1474354593,5,38
1474354603,5,72
1474354613,5,65
1474354623,5,40
1474354633,7,77
1474354643,4,47
1474354653,7,55
1474354663,4,75
1474354673,4,44
1474354683,4,34
1474354693,4,33
1474354703,5,38
1474354713,0,0
1474354723,6,90
1474354733,7,48
1474354743,3,57
1474354753,5,38
1474354763,7,86
1474354773,3,44
1474354783,7,99
1474354793,3,56
1474354803,2,16
1474354813,6,118
1474354823,3,38
1474354833,7,96
1474354843,3,53
1474354853,6,189
1474354863,3,99
1474354873,3,18
1474354883,7,147
1474354893,7,65
1474354903,9,168
1474354913,3,108
1474354923,8,186
1474354933,3,30
1474354943,5,47
1474354953,5,88
1474354963,5,45
1474354973,3,45
1474354983,7,54
1474354993,7,128
1474355003,9,83
1474355013,3,43
1474355023,3,20
1474355033,1,18
1474355043,4,30
1474355053,5,51
1474355063,4,60
1474355073,6,55
1474355083,7,84
1474355093,7,64
1474355103,7,88
1474355113,8,98
1474355123,7,110
1474355133,2,35
1474355143,3,20
1474355153,7,57
1474355163,1,27
1474355173,7,62
1474355183,7,96
1474355193,6,59
1474355203,4,120
1474355213,4,30
1474355223,6,109
1474355233,4,57
1474355243,5,42
1474355253,6,87
1474355263,9,265
1474355273,6,62
1474355283,2,27
1474355293,7,59
1474355303,12,292
1474355313,8,108
1474355323,7,79
1474355333,4,47
1474355343,3,37
1474355353,2,23
1474355363,3,16
1474355373,3,43
1474355383,4,28
1474355393,8,99
1474355403,2,40
1474355413,6,77
1474355423,9,157
1474355433,6,72
1474355443,7,80
1474355453,9,85
1474355463,4,80
1474355473,3,28
1474355484,5,67
1474355494,5,38
1474355504,3,42
1474355514,3,25
1474355524,7,85
1474355534,2,32
1474355544,3,27
1474355554,7,90
