CLICKS, MaxCPM7
4,54.0582
2,32.8654
3,33.2652
6,58.0046
5,78.1948
5,68.2195
1,47.1571
5,36.3636
6,85.3138
4,84.9721
2,38.0600
3,29.0613
4,48.5067
4,73.3061
3,64.4686
6,76.9654
5,75.6839
2,43.1194
7,130.5726
4,49.9287
1,34.2768
6,58.0624
2,41.5258
6,60.0549
4,77.2456
7,173.1816
4,78.7225
5,52.5881
8,105.6763
2,60.0189
3,37.0233
5,54.6960
5,78.6075
4,44.8718
7,139.3867
7,114.0065
4,55.6483
10,136.1603
8,161.7749
1,46.8321
4,40.6764
5,74.0192
3,62.1504
4,43.9422
5,85.9423
8,95.9825
4,144.8076
3,46.8792
6,63.4001
4,95.7723
11,154.2190
5,125.0670
3,63.8278
2,32.3266
5,57.1615
7,140.5058
3,50.1253
6,77.5194
9,167.4641
6,76.1697
2,68.9791
6,70.5432
6,109.1873
8,126.1489
3,69.7211
6,56.1888
4,77.4593
5,62.1339
7,106.9355
5,71.1599
5,70.1333
11,181.6295
4,90.4743
3,47.4898
6,74.0036
4,64.8749
6,94.7226
2,56.7445
11,156.8803
7,120.6481
7,109.3067
5,72.5840
4,91.8515
6,59.1066
6,104.0273
4,62.1008
3,47.2654
5,47.9255
4,78.6959
4,64.5876
5,71.8686
4,64.9712
4,41.7412
6,172.1594
5,71.2831
7,98.0942
8,119.1895
6,107.2304
4,57.9758
11,171.9902
5,134.8488
5,61.7012
7,128.4639
10,339.4762
5,146.7505
2,47.4673
3,42.2705
7,92.2752
2,66.4957
4,39.2773
3,45.3838
10,133.5368
8,188.8829
3,92.5192
8,153.1059
8,235.7696
7,84.9824
3,121.7603
9,139.3589
4,68.9044
3,61.5872
5,56.4334
3,76.4109
7,83.2244
5,86.8810
5,80.5616
3,57.0451
4,49.7194
3,77.6398
14,272.4796
2,104.6964
9,137.6327
1,55.5203
5,36.8072
8,138.7787
3,75.0751
1,31.1166
5,32.5279
3,63.9036
7,84.2967
6,97.6699
7,218.8184
9,231.0994
5,106.3668
3,51.8519
2,32.5945
4,34.7861
7,113.3053
5,110.3405
11,222.7880
6,148.4309
9,190.4762
5,63.6537
6,87.5438
6,161.3647
3,70.9292
5,48.3125
3,70.3094
6,48.7329
2,77.7001
5,36.3052
3,58.7101
4,58.9226
7,76.8134
6,90.8973
2,65.9444
6,68.9248
3,60.5170
6,57.8560
3,95.4849
5,49.7831
6,106.6423
8,206.5506
3,78.2298
7,73.2064
7,86.2175
5,113.1039
5,56.3471
7,91.7672
8,126.6739
5,78.0466
4,94.9668
2,41.7487
10,193.7984
3,106.7724
5,53.5414
10,177.3948
6,105.3582
1,38.9994
6,59.5643
6,100.6760
4,96.5650
3,43.3813
3,38.5144
3,38.4299
6,63.1199
7,125.4256
6,101.1122
5,76.0374
8,308.3701
4,58.2266
3,45.3339
9,126.5594
3,63.7697
2,41.8510
5,51.8250
6,92.8752
1,71.7728
5,40.4601
5,53.4596
2,42.8659
5,51.8788
3,37.5738
5,74.8663
3,47.8567
3,42.2297
6,107.6095
8,91.4316
11,172.4138
3,89.1493
4,53.2562
4,71.7507
4,45.0421
5,64.7788
4,74.0192
7,82.8500
1,53.4719
7,122.2707
1,47.1158
5,35.5492
8,163.7810
4,110.8823
8,124.8662
6,125.6281
7,97.4659
6,109.7007
5,76.6367
7,94.9925
8,138.0671
6,89.2971
4,87.8073
3,44.0667
5,57.8608
4,70.4580
5,67.0691
10,198.9201
6,181.2063
4,87.3471
7,135.4751
6,103.1232
6,77.8470
7,126.1943
6,83.8524
7,115.5688
2,59.1566
2,30.7301
3,29.8202
5,113.9694
2,62.9044
4,38.6655
6,48.9134
3,88.6300
5,70.0841
4,66.5589
4,44.3066
3,40.6386
2,41.2590
4,40.4204
3,39.5592
5,76.8134
5,71.6039
4,79.6360
6,104.4153
3,43.7664
3,56.2656
3,45.3104
8,81.0936
4,57.8991
6,80.5895
5,66.4767
3,62.1449
9,160.6241
2,113.8396
7,159.6351
3,121.1702
9,114.4913
3,84.2967
1,51.4971
10,143.0031
5,101.8923
4,51.4592
2,46.6698
3,54.3647
5,41.8861
3,54.5256
7,78.6871
3,58.9623
6,89.0019
3,42.4706
3,43.3866
10,353.7140
4,88.6076
3,42.1636
6,123.0012
6,66.0253
2,60.0240
1,28.7817
3,26.2733
5,53.3130
6,81.4427
3,66.6476
5,47.8894
2,45.1264
4,47.8142
5,60.8008
5,55.6174
5,75.9796
6,73.6145
7,77.3652
5,172.5838
3,67.6721
1,36.1272
3,26.7227
5,53.7882
4,49.5575
4,67.7638
1,42.2527
6,43.2446
4,66.9921
3,43.3356
7,84.1144
7,153.2064
8,140.3368
6,59.4884
2,61.3712
5,81.8522
9,142.5952
4,98.6749
6,72.8484
3,59.6201
6,58.3431
4,88.7199
7,85.1892
6,129.5816
6,70.5006
3,69.9371
2,50.4141
6,60.4856
6,77.7691
4,59.2768
2,34.6004
5,62.6679
4,67.8953
2,44.6343
7,87.0755
5,99.6158
7,132.2252
3,57.9662
3,43.5974
7,86.3451
4,67.2818
8,130.1599
5,69.0472
6,92.9368
9,135.8959
10,132.3001
7,164.9387
2,43.3813
5,68.8841
10,135.8696
4,79.0335
2,54.9407
2,38.4911
6,59.5998
6,63.8162
6,63.3828
5,112.9761
4,45.8956
6,87.7853
2,53.0183
3,43.1327
4,41.5875
7,75.7248
6,76.1035
5,123.1744
5,67.1463
1,51.6910
5,31.5642
4,103.2753
4,61.0607
5,63.6769
5,76.8640
7,159.7080
2,80.9062
4,38.0249
5,67.2560
2,44.7943
7,72.2618
4,107.1811
2,58.5382
7,82.7228
4,59.2919
2,33.0422
6,76.2943
2,62.6735
11,453.6617
3,103.7344
6,109.1363
4,71.8612
4,52.8222
9,100.4592
6,173.6542
8,117.0373
4,103.4585
6,87.4017
6,87.6534
5,133.4096
3,66.3130
6,77.9163
5,87.2383
5,59.4581
6,111.6427
5,68.8096
6,109.1873
3,44.5208
4,61.2423
6,55.1008
5,102.9715
6,72.3739
5,66.9216
5,94.3523
5,74.7065
3,50.2801
6,70.4580
8,104.3219
2,74.9545
5,54.8460
6,88.0614
2,57.8082
8,142.0166
2,79.0068
7,109.9246
5,187.2158
6,66.7175
4,79.8176
5,68.4530
7,86.5587
8,124.9777
5,69.0744
7,76.9146
1,80.1649
2,33.8164
3,28.9268
2,46.7633
4,35.8588
7,81.7089
6,82.9777
2,44.1112
7,119.0071
6,72.6292
4,79.5184
5,50.9054
7,110.9174
6,68.4329
2,88.2613
6,52.5407
9,158.2994
8,128.9372
3,60.7956
4,52.9861
5,91.3838
5,63.6248
7,92.8505
4,100.9082
8,86.9781
5,78.7490
7,120.7730
7,213.8711
6,117.6273
3,62.2554
8,139.8043
5,113.4338
5,50.7246
2,45.9016
3,31.9183
3,43.9147
8,122.2494
2,52.4738
9,81.4901
4,98.7445
5,68.3127
6,85.4284
8,131.1107
9,127.8539
4,111.1464
5,50.8130
7,159.0909
4,90.5094
4,50.3307
5,69.0812
7,89.6057
2,71.0083
4,36.8053
2,34.9668
8,103.6883
5,86.6337
6,63.9153
5,89.5828
5,73.1529
3,61.1514
10,138.6963
6,136.0280
8,141.2144
5,95.0183
8,137.7410
7,129.9907
6,61.5709
6,101.3318
4,74.6348
4,47.8044
10,215.1860
5,77.5108
5,67.6002
8,100.0715
5,73.5449
4,65.2863
5,63.3714
6,75.5287
3,78.2298
6,85.3659
4,61.1140
2,35.6670
6,72.2469
3,51.7292
3,43.3222
4,59.5238
7,85.6898
8,178.2531
7,199.0333
4,64.2202
3,52.0523
6,66.2440
2,46.7664
8,132.3502
6,87.5657
3,45.0653
5,65.1830
4,62.2278
5,52.3247
2,54.4239
6,54.1712
7,105.2473
3,75.1073
5,46.9925
3,41.3883
15,283.6305
3,63.4460
4,54.9969
8,91.1221
5,112.2334
3,60.6691
1,48.3058
9,172.5413
6,102.6092
8,189.3939
4,68.7893
5,67.1979
4,50.6512
6,98.9819
4,68.0338
2,52.1182
4,39.8248
5,52.0021
4,64.9110
5,57.3770
6,120.7938
3,47.0240
6,76.9062
4,73.9098
5,48.2625
6,83.2540
7,135.3180
5,70.7786
6,98.9959
8,144.5982
2,89.5026
9,160.1098
4,83.2739
1,42.5558
6,39.3524
5,58.8038
4,109.7179
3,67.2237
10,209.0176
6,96.0220
5,106.3507
6,66.9024
7,173.0104
6,62.1283
4,119.6990
2,42.6595
10,138.1215
6,95.3029
4,89.7091
5,54.4747
3,146.4129
5,51.6338
5,57.2129
7,127.8305
3,108.2084
7,79.0782
4,61.8375
5,67.4634
4,68.9044
7,90.9091
6,76.9654
7,111.9463
6,129.1036
2,69.8046
4,40.2970
11,255.1950
6,106.2699
6,80.8314
3,63.3140
7,126.7427
2,69.4307
5,37.6851
2,98.1079
8,191.2046
5,95.1863
5,75.9466
5,63.7349
4,52.9621
6,94.5818
1,44.9583
12,336.3768
7,97.1413
2,74.8984
6,57.9326
5,97.2087
7,84.8588
2,132.3752
2,30.9830
3,30.3096
5,50.0036
3,48.7499
3,41.2760
3,48.0176
6,60.8907
9,164.1651
5,87.3908
5,55.7014
4,63.0120
7,101.0830
4,98.4114
8,114.2111
2,50.7430
3,35.5890
11,180.4124
8,117.8055
3,119.7605
7,74.0427
6,81.9001
2,82.4694
3,38.4299
1,29.0806
6,40.6953
6,75.0107
7,97.3168
1,43.3463
4,42.5920
5,57.9710
4,78.5105
12,158.8743
5,93.7082
10,144.1219
4,86.9241
8,118.4233
3,112.9032
6,50.6769
2,101.1707
2,37.9610
5,67.9414
6,57.7367
8,136.1603
4,81.4711
5,50.2946
5,67.6459
10,169.1638
0,0.0000
8,108.5271
2,58.0094
3,41.4987
3,32.1189
6,87.8183
3,69.1836
6,78.0466
3,68.2860
4,53.2806
3,43.6572
3,38.1471
6,69.8394
2,98.5222
3,33.4241
7,143.2958
4,70.2600
4,51.5009
4,50.4832
3,39.5101
5,62.5670
4,55.0358
8,109.0682
9,121.3172
4,93.0480
2,39.8112
5,63.7349
8,142.8863
6,113.8396
4,118.8253
3,55.6439
6,57.3395
4,79.8813
10,221.5190
5,206.1856
4,58.1975
6,73.1453
6,89.7781
5,81.8044
6,68.9248
8,245.8728
8,153.6773
5,81.1218
7,84.5411
5,128.4168
1,61.1995
4,41.3932
4,47.0083
5,55.3054
2,43.0531
9,139.1373
2,76.9569
2,34.7308
4,39.5078
5,47.0051
3,52.3834
3,56.0314
6,75.2769
4,70.2529
9,153.7110
3,95.5371
3,39.8792
6,82.0345
5,71.8833
4,60.3917
10,195.4216
3,67.9810
6,57.5989
9,159.3807
3,62.4275
10,125.0000
4,150.8621
6,78.1512
3,52.9942
4,49.2091
3,49.1711
4,52.5447
8,250.9860
5,94.2000
3,47.3837
4,48.8998
4,53.4923
4,54.1838
10,137.1473
3,136.5321
2,44.1975
8,175.7028
6,66.2691
5,129.9183
4,63.5612
2,34.2064
8,103.3058
4,74.8984
7,122.8501
8,92.0326
3,58.1154
7,93.8212
6,90.2876
7,86.7840
6,88.7874
4,65.6168
1,33.4209
5,35.9103
5,56.1302
5,73.8553
3,66.2628
3,44.1362
5,51.7025
4,52.9501
6,83.0663
5,64.4686
7,117.8055
2,68.8299
7,111.7675
5,116.0477
2,47.4866
5,46.7040
2,38.6869
9,228.4595
8,156.2849
1,63.4345
4,51.0949
3,59.0568
5,43.9064
3,57.1522
5,43.4810
4,64.0498
4,62.8648
5,76.4192
3,57.9854
3,31.5913
2,27.7008
8,102.7598
4,84.6331
3,39.3214
3,38.6869
3,54.6192
11,264.3505
7,253.5313
6,116.6084
5,75.1073
7,101.3905
4,99.1923
5,71.6186
2,40.8378
7,99.6725
4,71.8096
4,64.6054
10,114.6038
5,83.8625
5,104.1667
3,49.4840
5,48.5067
2,53.7634
5,57.7082
3,68.2994
2,41.2760
8,184.0652
2,57.4477
6,65.9196
4,85.8896
7,81.4806
6,89.9165
4,78.6694
2,39.4366
5,61.9688
6,62.7578
2,51.3799
7,78.1861
8,115.1505
9,130.4510
1,95.3808
10,104.1202
5,87.5328
2,67.2560
7,92.4214
4,96.3656
4,61.1354
4,47.5511
1,36.4773
6,47.5285
4,61.1354
4,57.1522
12,213.2196
9,150.7646
3,153.5088
2,57.4147
8,131.7027
4,89.7781
3,51.2333
8,169.6558
5,108.9155
5,64.2733
6,143.7962
6,87.7963
7,90.7441
3,73.5371
11,210.2734
3,83.4327
8,143.7962
5,83.7621
2,55.5820
7,130.5240
4,62.0898
10,145.4394
6,154.9358
4,62.8761
6,86.2175
3,77.1265
8,160.8825
4,71.0588
3,36.9296
6,132.2751
7,88.2724
9,157.6222
3,72.7651
7,82.0537
8,120.2749
8,145.7726
4,53.4025
3,50.6732
5,44.9121
4,73.9333
4,56.1798
6,73.8085
6,119.5764
1,38.1867
6,69.0540
6,119.6990
3,48.6550
11,159.7444
4,137.8767
5,54.0207
3,53.9042
5,47.5996
2,44.4670
6,54.3732
5,92.7152
6,96.2861
4,73.4754
4,60.3396
6,72.2917
5,107.5104
8,87.5219
3,115.5688
3,47.3773
9,136.5055
7,116.8224
4,72.8635
4,53.0987
6,59.9777
9,164.6284
6,87.4781
5,59.8444
5,85.6688
4,56.7859
7,93.1967
8,105.1209
7,85.3554
2,86.3026
4,58.8136
8,117.3315
10,107.6426
7,185.0872
4,69.0472
8,146.9353
4,61.0554
5,80.1007
8,101.3171
6,122.0575
3,50.5890
7,126.7886
3,52.7426
3,45.6264
4,48.3994
7,94.1746
7,81.5756
2,66.9600
5,49.6560
4,80.2752
7,139.2481
7,108.5103
6,117.2137
3,46.1772
6,102.8202
3,67.0370
3,53.7924
1,32.8870
3,24.4687
5,55.6041
2,70.2459
3,56.6848
5,40.7474
6,84.0639
10,160.9195
6,81.1312
3,108.6619
2,48.6584
4,35.0385
6,58.4942
5,85.1685
9,170.0680
5,147.1825
6,81.9384
7,129.4139
6,65.5615
3,98.9399
2,45.6204
5,38.5866
7,172.2017
7,116.8224
7,126.8116
14,330.0330
4,136.1073
4,59.6557
7,98.1079
4,54.4959
5,74.8343
8,103.8730
9,184.6966
3,74.6826
7,97.4659
7,167.1442
3,53.5045
8,123.4786
5,119.3521
3,49.4630
8,89.4454
2,88.4844
4,45.6889
9,103.1840
7,146.7198
2,63.7059
5,42.0420
3,45.2635
3,41.5209
7,87.4891
9,127.7839
8,117.8848
6,125.9899
8,119.1692
4,102.1301
7,83.0762
5,75.6430
4,64.7968
4,44.3066
6,73.5217
4,72.5313
4,49.4246
8,150.1824
2,62.1780
4,40.2253
6,67.8032
3,63.4058
7,131.1352
5,87.6095
4,48.8349
5,70.4509
7,86.2069
9,130.5483
2,67.1527
5,43.5513
4,68.0603
5,68.7555
2,52.2544
3,37.6223
3,31.7777
4,56.1753
1,33.9410
2,31.0297
7,78.9711
2,60.8220
6,58.4307
3,50.3090
3,39.9909
4,43.0822
6,63.9678
4,71.3267
2,48.3259
3,35.4682
5,64.8929
8,221.8700
4,73.4137
8,101.4052
5,80.1925
2,57.8035
4,42.2068
6,67.2818
3,60.2410
4,44.7256
6,64.2733
5,76.2278
6,135.1351
2,61.5331
4,51.2558
5,44.2478
5,69.7281
8,120.8355
7,124.9108
3,120.3990
6,47.0968
5,100.3728
5,67.0370
7,129.1513
1,108.6450
3,41.8610
9,126.2626
2,54.1586
7,72.1203
7,141.8440
7,145.9245
8,143.1493
7,91.2290
4,72.3664
6,74.2154
7,166.5477
5,84.1751
3,58.6707
11,240.1372
6,131.5542
8,95.4198
4,94.3778
3,45.4634
4,57.3301
7,97.0201
6,83.7721
4,68.8096
6,78.8910
2,66.6476
6,70.5787
4,75.2203
3,49.9786
8,101.9071
4,75.1880
5,61.0874
8,89.1493
4,75.0670
4,60.4334
3,41.9363
5,51.1808
7,89.1152
1,55.7280
8,193.9595
5,208.7683
5,52.2466
3,46.5611
3,41.4864
3,50.4686
10,134.4602
6,160.2197
4,87.1189
5,52.6078
4,70.6500
4,53.6933
6,102.6393
5,53.2846
4,65.4328
3,64.0381
2,32.7363
2,23.7425
7,200.0000
7,122.8501
2,111.5894
2,48.7975
10,278.7734
5,81.2159
5,53.8462
7,101.0101
1,88.2168
2,35.5890
5,57.1195
6,60.2877
7,129.1990
6,75.8725
7,97.6018
4,121.6545
4,47.1444
2,40.3272
7,78.9266
4,84.4697
5,62.0457
10,144.1219
5,73.2524
0,0.0000
3,35.5601
9,114.3230
6,83.1749
3,64.8088
7,91.3004
5,81.3197
4,52.5486
7,134.9008
5,130.6701
4,60.9969
1,27.2278
3,30.8846
3,39.7366
4,55.9776
7,111.2701
6,79.7812
4,63.2397
5,98.1492
3,67.0691
5,47.3517
6,101.6260
5,94.7611
12,243.9875
5,83.5721
8,116.2019
10,196.7951
7,102.0408
3,62.6174
3,47.6742
7,81.2253
5,70.7071
4,46.4561
2,53.4270
7,133.6898
4,66.7557
6,78.3699
7,103.2601
4,69.8115
5,52.1960
8,144.0033
3,74.3100
6,68.1332
10,183.7753
4,138.7237
5,60.7007
4,64.9954
6,93.0851
2,64.0088
3,48.4832
5,54.1880
5,53.8544
4,83.6420
4,47.4383
9,187.3662
9,182.1020
3,87.8624
7,96.1935
5,65.2863
4,73.9254
2,50.0715
4,31.4113
4,67.3660
3,51.0130
5,59.9983
3,64.9230
8,84.7253
4,106.5125
9,108.4935
7,100.8936
1,49.9394
9,173.0104
6,78.9979
3,56.0763
3,50.6366
4,51.0837
4,45.9378
11,307.0176
5,175.7911
9,103.8422
5,194.3904
5,60.3604
4,56.7767
3,45.1089
6,101.7442
4,57.7796
9,119.0476
8,120.6897
8,116.3757
6,96.0088
9,211.2251
7,96.4586
5,96.5251
1,53.4188
4,47.3966
8,143.9737
1,62.2444
5,40.3994
5,55.6483
9,130.7189
5,106.1249
4,66.0128
5,63.4345
4,61.1087
4,54.1502
3,42.6907
3,36.1645
8,125.3357
4,69.3825
6,66.7111
3,66.0315
4,41.8610
6,70.0280
6,88.9341
4,57.6986
7,113.0308
4,57.7367
3,68.3861
6,53.5005
3,59.9983
3,47.6839
3,39.1565
1,32.3864
8,81.0560
5,112.5040
3,68.6207
4,36.1944
4,53.7552
4,50.3054
6,69.1700
5,136.9863
5,84.2663
5,63.3370
4,48.8861
3,50.4286
3,53.5414
9,120.1098
3,97.8337
4,41.9992
2,37.0940
7,79.6903
2,60.8960
10,146.5662
5,152.4390
5,57.0823
6,79.8996
8,186.8161
2,50.8869
7,87.5000
9,119.2504
3,69.3069
6,71.7802
6,133.5623
3,59.8239
7,85.4075
3,62.0677
4,56.5337
3,38.3940
6,150.3114
9,214.7898
2,111.3055
5,47.3773
3,65.7771
6,73.8942
6,99.8289
5,61.2102
9,177.0807
5,145.8637
8,108.7463
5,86.8918
6,113.5074
6,72.1055
8,105.6923
10,192.9970
4,92.2874
3,36.4849
5,60.0807
6,89.7436
4,80.0824
4,53.8420
1,44.1390
5,44.8603
3,40.1860
2,32.4600
5,46.5487
4,73.4677
5,60.4804
6,53.6481
5,111.0935
5,64.8629
8,90.5094
5,62.4721
4,92.9985
2,43.9920
3,34.8640
5,52.2388
4,65.1648
9,233.4890
0,0.0000
10,224.4309
6,82.7521
6,91.0747
7,96.9529
4,92.5314
2,47.4223
4,41.6122
2,38.4404
5,51.6376
8,116.8810
8,185.1852
3,73.2754
4,40.1653
3,41.7163
1,28.7793
3,31.3662
7,139.0268
9,122.4847
7,112.7214
5,75.4636
9,106.1249
4,113.5626
1,53.5865
3,28.9615
3,27.6592
3,42.0825
7,100.6905
6,149.3493
5,95.0312
5,61.7230
3,57.8799
4,63.5786
4,53.2077
3,49.3757
7,86.6551
7,80.5153
5,74.9144
7,99.1221
2,84.4798
5,45.9951
4,49.1677
7,102.4890
5,75.3012
5,73.7852
3,42.5196
6,70.7571
6,82.3529
4,93.5454
7,93.5704
4,126.2171
4,42.0724
8,98.4944
4,95.6676
6,81.9384
6,104.3530
6,130.7189
6,68.6881
3,68.0074
6,85.1167
4,80.5246
0,0.0000
6,30.7746
6,103.2144
4,56.3154
5,53.5455
6,128.0410
4,59.2217
5,59.2618
3,84.6024
8,118.2832
6,65.9382
5,133.2826
5,56.4061
6,70.2882
9,171.9057
1,89.8703
5,44.2198
4,55.2181
4,81.3292
6,69.2932
0,0.0000
3,35.1635
0,0.0000
5,29.2410
4,59.0568
7,103.5809
8,168.5123
5,82.7815
6,102.4890
6,71.8833
7,123.7405
6,142.7115
9,171.2329
5,126.4223
4,66.0128
5,50.6732
4,63.1199
6,67.4959
8,130.4996
3,83.5821
7,86.4411
9,171.0237
4,93.5579
6,76.7123
4,50.5160
4,71.2541
6,65.7277
4,139.8601
7,120.7521
6,80.7475
7,115.3023
8,229.2076
3,93.4704
4,47.0746
9,142.3053
4,166.9449
7,91.0391
4,66.2252
7,107.5269
2,66.5399
2,51.5806
5,38.9148
3,110.3927
4,37.8358
4,93.7207
3,43.2526
6,66.8003
4,84.2866
5,59.1116
6,61.9140
3,70.1262
6,52.9341
1,38.3961
4,40.9812
3,38.6911
11,224.5749
3,92.2631
5,53.9749
5,80.6266
4,62.3441
3,46.1802
3,47.2749
7,101.2292
3,58.8928
3,46.6387
5,52.6435
5,54.3774
9,165.6021
6,115.4925
5,89.5828
11,234.0354
6,93.2463
5,71.9942
6,58.8631
1,50.1397
4,36.5688
5,134.0739
7,106.5125
3,71.2468
5,58.0961
7,148.5884
6,70.0701
6,91.7431
5,69.5134
3,54.6533
5,55.0834
8,129.3661
9,118.2632
5,78.6252
3,48.9305
3,46.3699
5,43.3383
2,46.8980
3,39.4144
4,42.8449
4,54.7303
7,85.7423
3,113.2686
7,87.9507
7,109.6148
1,91.2766
3,46.5054
6,58.5235
7,99.0239
8,103.1080
1,113.9138
5,42.9527
3,39.0385
14,482.4259
6,257.2584
9,131.4307
4,73.9098
7,77.5366
7,144.1813
6,75.0429
10,210.9069
5,107.7255
4,82.5959
6,96.8188
1,51.8941
2,34.3541
4,28.4912
8,124.6439
8,117.5878
2,48.1034
6,83.0171
2,50.6329
3,43.4432
4,48.3392
4,50.2404
6,97.9158
3,69.4031
5,50.9239
4,57.0869
11,170.3992
6,117.2529
8,94.4414
7,136.3725
7,119.2707
4,84.4289
5,68.9655
7,128.4168
4,59.0020
8,95.8641
5,84.2257
4,67.3660
4,52.3599
5,60.3188
4,58.0961
4,48.8247
7,85.5223
5,74.6269
10,169.2047
5,101.0830
7,85.8264
6,91.8033
4,71.0083
5,53.9125
10,129.4618
6,108.7632
6,71.5454
8,105.4058
7,103.5044
3,68.3260
6,74.9866
7,112.3055
5,71.3849
4,63.1085
5,61.9579
4,62.2278
8,132.7014
4,70.4225
8,163.0561
4,108.9833
7,111.5894
5,60.1013
3,64.2851
1,37.5617
4,32.9551
4,56.1933
7,114.6977
5,90.3576
10,147.5237
4,191.6233
5,66.1813
4,60.7850
4,64.3028
6,67.8623
3,63.2854
7,84.4187
6,99.9429
4,65.7895
9,129.1036
4,63.0517
0,0.0000
1,24.3809
3,26.3475
3,33.2305
7,91.0984
4,82.1018
5,65.7092
1,28.6873
4,35.0228
1,31.1568
6,43.3463
3,85.7318
4,45.8926
8,150.2791
8,108.0247
6,186.5175
2,58.9971
9,179.7176
4,82.8500
2,47.5543
7,152.8718
2,123.0229
