CLICKS, MaxCPM7
6,59.0120
7,126.1034
4,55.3360
8,163.2463
6,79.3651
6,99.8716
2,65.1042
3,35.9417
4,96.8188
7,76.5195
2,48.0373
3,32.7026
5,79.0335
6,71.3921
7,113.5258
6,65.4573
4,79.1497
6,74.0427
5,68.7218
3,38.7340
3,39.9657
8,101.6555
6,74.5395
3,136.5854
6,73.7385
9,309.0508
5,76.6535
7,94.4797
6,91.6230
6,79.1408
3,51.8826
7,117.9444
2,131.6037
6,54.5766
9,112.2334
1,86.3132
3,49.2750
4,37.1609
4,43.3920
8,126.4223
7,106.2861
2,56.0583
8,244.5842
11,320.6596
3,49.0746
6,69.8185
9,195.0404
4,102.6243
6,59.6151
8,123.4786
3,96.6984
6,57.1849
7,110.3405
6,74.8503
8,187.8690
6,61.1835
3,120.8146
5,64.1026
3,40.6882
8,133.8176
5,103.2601
5,54.2930
8,130.9635
6,101.9368
5,85.5327
5,71.7802
2,41.8110
4,36.5154
6,81.2631
5,71.3339
5,54.8117
8,184.8429
6,112.6670
6,72.5689
6,74.2312
5,76.2777
9,110.9702
3,149.4449
2,56.3789
3,35.0368
9,184.2105
7,154.4231
8,113.2137
4,226.3175
8,105.9643
6,97.5610
7,115.6451
7,95.5892
4,67.2237
9,125.9899
3,70.5290
12,291.4238
7,101.5376
2,78.1076
2,41.9212
5,42.0496
3,80.5338
3,42.7638
6,77.7087
6,100.4737
6,78.1512
4,122.1214
3,49.8363
10,165.5238
6,90.7794
6,114.0623
2,73.5371
6,53.9832
7,84.5002
3,61.3712
8,99.3471
3,50.6073
5,101.9516
2,39.3701
7,114.2111
0,0.0000
5,36.0064
5,66.6540
3,58.7939
3,42.1712
4,44.7857
6,66.4389
3,43.7719
6,122.6994
5,66.3696
3,54.9407
7,92.5681
3,73.9489
5,61.0554
6,101.6998
8,94.2634
4,75.3174
4,56.5611
7,136.0544
3,99.2345
8,139.7206
10,187.7179
3,98.6749
2,44.5945
7,85.7633
6,116.9200
6,75.4880
7,81.2159
4,94.4924
3,60.5694
6,81.7471
7,109.9592
2,59.0667
5,46.4222
8,95.4719
10,197.2387
5,114.1739
5,54.6320
3,69.0676
2,37.4672
10,231.8648
6,113.6917
5,61.9743
6,79.2573
3,57.5421
5,55.3973
7,126.2399
2,92.0447
6,65.8390
10,171.8213
5,80.9342
10,148.5884
7,187.5167
6,200.1716
8,90.7912
4,83.8826
4,62.3053
3,40.2461
5,94.8124
8,133.2826
4,60.8907
4,54.5724
9,133.3841
6,92.4214
2,70.7285
2,32.3894
8,113.2320
2,98.9959
7,97.7790
5,129.9907
4,57.2129
4,50.4577
2,49.6243
6,57.1242
6,59.5542
0,0.0000
4,39.9293
3,36.6972
6,90.5329
3,87.2165
6,66.4831
1,46.4253
7,86.1963
3,49.9429
1,29.6925
4,36.0583
2,35.9694
5,55.8882
1,60.7059
8,108.5440
8,118.6441
6,89.5255
6,90.7088
9,124.5330
4,105.0105
7,94.3905
6,74.6667
6,119.1895
7,112.7033
1,49.2507
8,111.9105
3,62.2831
7,169.3275
7,79.3471
6,114.6413
4,62.9666
6,68.4329
5,97.1548
5,77.5623
9,215.3184
4,169.3275
3,46.0678
6,84.6228
5,68.9723
5,94.3778
2,60.3136
5,43.9754
3,69.6656
1,29.1084
7,98.8003
6,61.9524
4,66.0564
6,75.8068
8,120.1511
4,136.2928
9,153.7110
4,52.6633
8,102.5791
7,132.9535
4,59.4833
5,60.7533
6,89.3199
5,79.8996
2,58.5970
10,140.5623
6,141.2144
7,125.8088
5,91.3242
6,70.9579
5,60.7007
5,65.5492
8,94.2127
4,131.4060
2,51.7751
5,41.8160
5,53.4351
8,128.9372
2,64.2556
3,34.2868
6,74.7304
5,71.1671
4,79.9361
2,44.7828
7,127.5046
4,107.1647
9,169.2456
5,109.8901
6,82.8500
4,81.9097
3,55.1051
6,43.4783
5,125.4031
7,79.8813
8,172.1594
4,88.4173
9,129.1751
5,76.4860
3,58.1106
3,41.2493
7,93.8967
0,0.0000
6,43.6545
5,78.7667
4,74.6587
6,63.4633
7,84.8074
4,107.0500
3,49.0436
6,62.1339
7,91.5871
6,88.4732
10,199.0333
4,96.3391
7,95.1734
7,126.5594
4,65.3900
6,78.2210
5,70.5716
2,42.3063
8,96.0615
4,84.5922
2,54.7345
7,104.3841
3,82.9482
6,71.0299
10,148.4624
5,145.1078
7,89.8703
6,76.8724
7,130.4753
4,57.7082
4,71.0660
5,56.2204
6,91.1340
5,82.4208
3,53.0022
10,238.9894
5,109.5805
9,139.3867
7,134.5895
1,49.6771
6,64.8869
5,70.0911
7,120.6273
8,153.2735
7,164.9776
6,70.8072
8,135.4751
12,237.3686
4,96.0483
7,99.8146
5,74.6587
3,54.8246
3,40.2276
5,68.1265
2,47.3165
4,50.1325
8,87.8073
5,97.6290
2,62.8592
5,41.5677
3,39.4388
7,133.1051
4,83.2342
5,47.5996
8,124.9108
9,189.8562
4,51.3648
6,124.8885
7,125.4480
6,94.0734
10,195.0948
8,122.3562
7,93.7835
5,161.7002
2,46.2412
10,193.6912
9,149.6366
6,107.4444
7,188.2226
6,106.0928
5,87.5547
5,48.8724
2,43.0293
5,53.8503
6,72.0461
7,131.5048
6,94.9796
6,100.9955
3,48.6517
6,69.2521
7,132.3251
7,79.2124
6,105.5966
5,70.0701
8,112.2334
4,75.4067
5,75.0348
7,107.3784
7,107.2140
3,59.4884
7,73.1223
4,116.2984
9,106.8539
7,107.4114
4,125.8314
9,111.5005
7,191.8860
4,82.7815
5,66.1188
4,73.9411
12,176.3224
10,481.0997
7,120.7313
6,91.0984
4,84.0740
8,97.7927
13,261.9761
6,187.8186
5,80.1190
5,72.8711
2,49.1056
9,172.0747
9,102.3841
1,65.1587
1,37.7115
5,34.1380
8,88.1168
5,110.1842
2,62.8931
3,39.8906
5,66.1563
9,128.7238
6,117.2726
5,85.9318
5,60.7797
2,37.5879
4,43.3866
6,69.7767
6,88.0503
4,66.1376
2,57.4524
3,37.4091
7,90.0322
9,101.1707
2,100.5892
5,50.5233
4,54.6576
5,56.7997
5,109.7867
4,63.5786
5,58.7051
3,54.6661
6,83.8725
7,84.7560
5,91.2766
3,105.5011
9,150.5376
9,153.9138
3,60.8061
4,51.8595
4,67.2043
3,48.2127
5,48.6077
5,61.6414
5,81.6041
3,49.8647
9,189.5991
6,101.3611
5,84.0134
8,113.3236
4,62.6903
2,48.0274
5,46.2321
9,142.8571
4,139.2204
7,107.8084
5,129.1275
6,80.1374
6,75.1880
6,90.7441
2,79.1766
6,50.2260
6,80.1925
6,92.9615
6,68.9044
3,80.7848
5,55.8526
7,103.1992
1,63.7407
9,187.2158
10,226.4639
4,61.3013
5,113.4890
7,82.7423
5,86.8056
4,84.7047
5,54.5852
6,78.9088
7,80.9810
6,96.8188
6,85.1685
7,99.3895
7,115.0937
3,71.5893
4,42.8344
4,55.9195
2,45.8025
10,163.0182
3,86.3771
3,43.6518
6,65.6414
2,69.7837
6,56.5063
3,55.8927
3,44.4642
3,38.7125
8,106.1893
4,88.4397
6,70.0000
10,175.0438
6,122.2067
7,77.5537
5,84.1346
4,80.0732
7,103.3210
5,101.4934
4,48.7873
5,57.0916
7,90.3109
4,68.1796
10,242.8026
1,75.9796
3,39.6825
9,257.7320
3,89.8357
8,120.0892
6,97.1817
9,116.4919
9,163.2082
6,101.8478
8,176.8123
10,119.8425
8,135.6852
9,165.1333
5,93.2215
11,160.7348
8,193.6376
5,84.7047
3,62.3386
10,110.5147
3,85.4492
4,48.7262
7,79.7721
3,54.2425
9,113.9508
4,130.1841
4,43.5026
13,321.8391
8,130.2083
7,212.1855
6,64.2261
4,152.5387
4,47.4094
3,48.9305
5,52.1765
4,51.5123
3,51.4063
6,77.0077
9,120.4612
6,133.3841
6,70.3659
7,135.2918
4,75.8068
2,37.5577
6,79.1945
6,73.9411
5,88.3838
7,141.3000
2,56.5794
6,49.8079
8,167.1841
4,85.7738
7,95.2900
7,100.4016
1,57.2972
5,44.1112
3,43.8734
6,99.8431
5,87.4017
4,50.8795
3,51.3008
8,182.1968
9,124.7772
6,140.3931
6,106.0767
4,64.2969
4,54.0415
7,100.5603
8,117.6668
7,92.8259
6,82.4111
9,151.6136
9,143.6192
7,108.1749
2,53.6357
4,36.3127
7,96.0088
2,58.6216
3,47.2112
2,28.0011
5,98.6749
10,108.8139
8,154.9015
5,88.5964
7,93.3458
2,91.4316
3,42.6543
3,39.1455
6,72.5163
4,60.3656
6,78.1512
6,120.6481
7,91.7551
9,210.8434
11,222.0812
7,107.7255
5,74.5077
6,77.7519
5,79.1676
6,89.6172
6,98.8421
6,76.9062
0,0.0000
8,102.7749
8,109.8729
4,94.6458
6,90.2411
4,74.2312
4,44.6172
6,66.1376
2,86.6980
4,49.6877
5,55.3710
8,133.9457
2,73.7308
6,56.6022
4,62.6174
7,283.4008
4,61.1942
5,75.3904
3,56.1572
10,124.6439
10,135.4751
7,137.4705
10,144.1516
4,86.8163
6,77.9510
5,107.4774
3,50.1433
6,66.9600
1,47.5802
6,59.5795
7,106.7073
8,110.7946
5,78.3524
8,95.8641
9,186.2693
2,84.9102
1,31.5557
6,53.2077
8,83.9933
4,90.7559
10,142.0166
8,155.5210
9,163.5896
3,139.3867
6,61.7066
6,87.5986
6,71.4359
5,84.0942
8,84.2460
4,85.7213
6,69.8394
2,66.7812
6,50.6402
3,55.9195
7,102.0408
8,91.0628
5,76.2195
7,114.4539
6,83.6320
7,142.7989
7,123.5658
4,71.7728
6,75.8068
6,86.3878
4,76.7712
5,49.5120
4,91.9963
6,64.1319
3,82.5666
5,49.1469
5,70.5645
2,51.9828
5,46.8509
9,117.3512
7,107.5599
6,98.0804
6,118.4433
5,78.6075
3,55.4499
7,82.0922
4,85.6269
5,85.1685
1,40.8354
3,33.4352
9,119.0881
8,99.3049
8,156.7749
8,184.3561
4,129.7738
8,148.8412
6,103.2448
5,114.8106
11,167.9060
7,185.2832
2,51.9673
0,0.0000
9,126.7886
3,74.6507
6,71.9203
4,79.1766
4,66.4389
4,40.9860
5,86.8163
7,91.9601
7,102.9563
3,135.2918
3,42.5480
3,34.2700
8,160.5505
4,88.8776
6,76.3109
3,47.9485
8,138.3946
5,100.8791
4,49.2750
7,85.0340
5,179.3952
4,68.4798
10,128.4168
5,83.3730
3,70.0140
5,60.3969
4,88.3727
5,50.4650
5,105.5966
3,59.9777
5,41.4889
4,92.0932
3,63.7349
3,35.3125
7,80.3674
4,82.1693
7,128.9847
3,90.7441
4,56.5977
