CLICKS, MaxCPM5
1474498745,3,36
1474498755,8,119
1474498765,2,32
1474498775,5,74
1474498785,4,34
1474498795,3,69
1474498805,4,28
1474498815,6,47
1474498825,5,64
1474498835,4,50
1474498845,6,123
1474498855,5,55
1474498865,6,121
1474498875,4,38
1474498885,3,41
1474498895,4,31
1474498905,4,37
1474498915,5,56
1474498925,1,18
1474498935,7,135
1474498945,5,172
1474498955,8,116
1474498965,5,47
1474498975,0,0
1474498985,5,46
1474498995,3,25
1474499006,3,32
1474499016,6,72
1474499026,8,94
1474499036,4,52
1474499046,5,58
1474499056,3,21
1474499066,5,71
1474499076,3,44
1474499086,4,28
1474499096,4,28
1474499106,4,35
1474499116,6,55
1474499126,4,50
1474499136,7,198
1474499146,1,46
1474499156,5,33
1474499166,4,58
1474499176,3,23
1474499186,9,110
1474499196,4,51
1474499206,2,33
1474499216,8,125
1474499226,6,53
1474499236,7,68
1474499246,4,98
1474499256,7,60
1474499266,3,63
1474499276,2,28
1474499286,11,241
1474499296,3,209
1474499306,6,53
1474499316,9,245
1474499326,6,100
1474499336,5,48
1474499346,4,61
1474499356,5,49
1474499366,5,44
1474499376,3,30
1474499386,3,37
1474499396,5,41
1474499406,6,96
1474499416,6,52
1474499426,4,52
1474499436,4,35
1474499446,8,135
1474499456,4,77
1474499466,1,27
1474499476,3,16
1474499486,5,43
1474499496,5,47
1474499506,5,53
1474499516,5,62
1474499526,4,36
1474499536,2,22
1474499546,2,17
1474499556,5,34
1474499566,4,42
1474499576,2,23
1474499586,7,735
1474499596,6,75
1474499606,3,35
1474499616,4,42
1474499626,3,25
1474499636,3,39
1474499646,3,23
1474499656,3,18
1474499666,2,24
1474499676,6,49
1474499686,2,33
1474499696,3,26
1474499706,10,216
1474499716,4,114
1474499726,5,58
1474499736,7,55
1474499746,3,54
1474499756,7,76
1474499766,3,36
1474499776,2,26
1474499786,7,139
1474499796,5,41
1474499806,7,100
1474499816,6,88
1474499826,4,46
1474499836,3,34
1474499846,6,75
1474499856,11,553
1474499866,5,64
1474499876,1,27
1474499886,5,31
1474499896,5,47
1474499906,5,103
1474499916,0,0
1474499926,5,75
1474499936,5,71
1474499946,4,28
1474499956,4,54
1474499966,4,48
1474499976,4,30
1474499986,3,39
1474499996,0,0
1474500006,3,13
1474500016,2,19
1474500026,1,14
1474500036,3,19
1474500046,5,51
1474500056,6,55
1474500066,6,58
1474500077,8,114
1474500087,6,123
1474500097,5,52
1474500107,6,105
1474500117,3,24
1474500127,3,25
1474500137,7,61
1474500147,6,47
1474500157,5,64
1474500167,4,42
1474500177,5,77
1474500187,8,134
1474500197,4,70
1474500207,6,78
1474500217,6,94
1474500227,2,19
1474500237,1,15
1474500247,4,25
1474500257,3,23
1474500267,9,134
1474500277,2,24
1474500287,4,33
1474500297,2,42
1474500307,5,32
1474500317,7,68
1474500327,1,26
1474500337,4,24
1474500347,6,70
1474500357,5,38
1474500367,7,179
1474500377,3,49
1474500387,9,211
1474500397,2,45
1474500407,5,49
1474500417,5,78
1474500427,7,87
1474500437,5,80
1474500447,3,30
1474500457,3,23
1474500467,3,27
1474500477,4,32
1474500487,2,21
1474500497,7,163
1474500507,4,134
1474500517,3,39
1474500527,3,24
1474500537,4,28
1474500547,4,36
1474500557,3,30
1474500567,2,23
1474500577,3,19
1474500587,2,16
1474500597,4,33
1474500607,2,27
1474500617,6,60
1474500627,2,31
1474500637,3,22
1474500647,6,69
1474500657,6,81
1474500667,6,92
1474500677,8,75
1474500687,4,70
1474500697,2,37
1474500707,2,16
1474500717,8,134
1474500727,3,37
1474500737,4,29
1474500747,4,34
1474500757,9,79
1474500767,8,81
1474500777,4,85
1474500787,5,50
1474500797,5,43
1474500807,0,0
1474500817,1,13
1474500827,4,21
1474500837,3,48
1474500847,6,68
1474500857,4,34
1474500867,7,94
1474500877,3,39
1474500887,5,54
1474500897,5,90
1474500907,5,52
1474500917,6,38
1474500927,6,66
1474500937,1,51
1474500947,6,42
1474500957,4,30
1474500967,6,70
1474500977,3,48
1474500987,6,73
1474500997,3,38
1474501007,5,37
1474501017,5,75
1474501027,7,92
1474501037,6,54
1474501047,5,55
1474501057,4,34
1474501067,7,68
1474501077,5,58
1474501087,6,87
1474501097,4,24
1474501107,4,34
1474501117,4,29
1474501127,2,36
1474501137,3,24
1474501148,4,39
1474501158,1,25
1474501168,5,39
1474501178,4,40
1474501188,2,35
1474501198,5,40
1474501208,3,39
1474501218,5,33
1474501228,4,35
1474501238,9,110
1474501248,6,142
1474501258,6,86
1474501268,3,35
1474501278,3,24
1474501288,5,62
1474501298,3,65
1474501308,5,34
1474501318,1,24
1474501328,4,28
1474501338,7,75
1474501348,7,107
1474501358,7,58
1474501368,4,81
1474501378,4,29
1474501388,3,73
1474501398,4,29
1474501408,4,41
1474501418,5,61
1474501428,3,21
1474501438,6,70
1474501448,3,94
1474501458,8,110
1474501468,6,216
1474501478,8,57
1474501488,2,34
1474501498,3,29
1474501508,4,53
1474501518,6,89
1474501528,7,221
1474501538,6,43
1474501548,7,71
1474501558,3,46
1474501568,8,103
1474501578,2,57
1474501588,8,67
1474501598,2,31
1474501608,5,69
1474501618,5,55
1474501628,5,44
1474501638,3,28
1474501648,7,94
1474501658,10,162
1474501668,2,25
1474501678,5,71
1474501688,3,46
1474501698,4,25
1474501708,7,94
1474501718,8,128
1474501728,7,90
1474501738,8,71
1474501748,8,106
1474501758,4,172
1474501768,11,216
1474501778,7,88
1474501788,6,62
1474501798,6,289
1474501808,8,128
1474501818,3,46
1474501828,6,57
1474501838,3,37
1474501848,7,84
1474501858,3,28
1474501868,2,34
1474501878,7,65
1474501888,5,54
1474501898,3,27
1474501908,7,93
1474501918,5,81
1474501928,9,257
1474501938,3,59
1474501948,6,74
1474501958,7,81
1474501968,3,28
1474501978,2,27
1474501988,3,21
1474501998,6,65
1474502008,5,71
1474502018,4,32
1474502028,6,61
1474502038,7,81
1474502048,9,155
1474502058,3,40
1474502068,8,123
1474502078,3,113
1474502088,7,256
1474502098,6,68
1474502108,4,33
1474502118,6,121
1474502128,9,88
1474502138,3,122
1474502148,4,20
1474502158,9,108
1474502168,2,40
1474502178,4,31
1474502189,6,66
1474502199,1,25
1474502209,5,46
1474502219,7,161
1474502229,6,49
1474502239,7,175
1474502249,5,46
1474502259,7,60
1474502269,3,65
1474502279,7,82
1474502289,3,30
1474502299,2,20
1474502309,4,45
1474502319,3,40
1474502329,6,58
1474502339,3,45
1474502349,6,47
1474502359,4,29
1474502369,3,31
1474502379,2,22
1474502389,5,38
1474502399,7,100
1474502409,10,138
1474502419,9,123
1474502429,2,42
1474502439,4,26
1474502449,5,46
1474502459,4,31
1474502469,5,50
1474502479,5,38
1474502489,3,77
1474502499,1,17
1474502509,7,65
1474502519,4,43
1474502529,2,29
1474502539,9,149
1474502549,9,266
1474502559,7,63
1474502569,3,45
1474502579,3,27
1474502589,8,163
1474502599,4,50
1474502609,5,33
1474502619,5,47
1474502629,1,23
1474502639,5,47
1474502649,1,20
1474502659,7,53
1474502669,6,90
1474502679,6,57
1474502689,5,70
1474502699,4,41
1474502709,9,189
1474502719,7,90
1474502729,4,50
1474502739,4,63
1474502749,2,18
1474502759,2,14
1474502769,12,160
1474502779,3,52
1474502789,6,91
1474502799,3,26
1474502809,4,50
1474502819,1,26
1474502829,6,42
1474502839,4,44
1474502849,3,26
1474502859,7,100
1474502869,4,38
1474502879,7,115
1474502889,10,149
1474502899,7,131
1474502909,7,83
1474502919,3,42
1474502929,4,34
1474502939,6,63
1474502949,3,34
1474502959,8,72
1474502969,4,48
1474502979,3,31
1474502989,8,88
1474502999,4,33
1474503009,6,52
1474503019,6,72
1474503029,10,185
1474503039,5,52
1474503049,4,29
1474503059,7,104
1474503069,4,59
1474503079,11,113
1474503089,5,94
1474503099,8,113
1474503109,4,29
1474503119,5,54
1474503129,2,31
1474503139,5,53
1474503149,2,24
1474503159,7,142
1474503169,6,60
1474503179,2,36
1474503189,3,26
1474503199,9,96
1474503209,4,44
1474503219,1,30
1474503230,2,14
1474503240,4,31
1474503250,7,82
1474503260,7,104
1474503270,9,122
1474503280,5,84
1474503290,7,97
1474503300,4,103
1474503310,7,88
1474503320,5,53
1474503330,1,19
1474503340,3,18
1474503350,3,22
1474503360,10,769
1474503370,3,32
1474503380,2,26
1474503390,3,28
1474503400,4,22
1474503410,7,82
1474503420,3,53
1474503430,7,76
1474503440,8,135
1474503450,5,42
1474503460,5,44
1474503470,3,31
1474503480,8,110
1474503490,2,25
1474503500,5,60
1474503510,4,28
1474503520,2,42
1474503530,3,20
1474503540,6,154
1474503550,3,42
1474503560,1,15
1474503570,8,124
1474503580,4,42
1474503590,5,53
1474503600,7,140
1474503610,6,117
1474503620,9,95
1474503630,5,54
1474503640,1,37
1474503650,6,75
1474503660,7,114
1474503670,6,227
1474503680,5,60
1474503690,5,52
1474503700,3,35
1474503710,7,92
1474503720,8,79
1474503730,6,247
1474503740,5,49
1474503750,8,129
1474503760,7,100
1474503770,4,75
1474503780,5,34
1474503790,6,88
1474503800,6,76
1474503810,3,27
1474503820,6,83
1474503830,3,41
1474503840,6,64
1474503850,7,64
1474503860,5,88
1474503870,5,60
1474503880,7,76
1474503890,3,55
1474503900,3,26
1474503910,6,46
1474503920,9,149
1474503930,7,166
1474503940,4,32
1474503950,5,36
1474503960,3,55
1474503970,4,27
1474503980,4,30
1474503990,5,37
1474504000,4,38
1474504010,5,54
1474504020,3,36
1474504030,5,38
1474504040,8,98
1474504050,4,90
1474504060,5,55
1474504070,3,30
1474504080,4,42
1474504090,2,16
1474504100,6,60
1474504110,4,49
1474504120,4,33
1474504130,6,48
1474504140,6,70
1474504150,6,51
1474504160,10,297
1474504170,3,56
1474504180,4,29
1474504190,2,53
1474504200,6,55
1474504210,1,24
1474504220,5,77
1474504230,3,22
1474504240,6,57
1474504250,4,37
1474504260,2,31
1474504270,3,25
1474504281,3,22
1474504291,8,217
1474504301,6,80
1474504311,3,37
1474504321,4,27
1474504331,8,117
1474504341,2,45
1474504351,2,24
1474504361,5,42
1474504371,10,114
1474504381,1,46
1474504391,5,38
1474504401,2,31
1474504411,8,112
1474504421,7,122
1474504431,5,60
1474504441,4,39
1474504451,3,24
1474504461,5,79
1474504471,9,219
1474504481,8,113
1474504491,6,98
1474504501,6,48
1474504511,4,52
1474504521,8,76
1474504531,8,89
1474504541,3,28
1474504551,4,61
1474504561,5,41
1474504571,6,53
1474504581,4,33
1474504591,7,56
1474504601,2,40
1474504611,1,16
1474504621,5,35
1474504631,4,30
1474504641,1,38
1474504651,7,95
1474504661,8,255
1474504671,3,43
1474504681,7,63
1474504691,4,54
1474504701,5,56
1474504711,6,114
1474504721,6,64
1474504731,4,95
1474504741,8,102
1474504751,3,40
1474504761,6,40
1474504771,6,97
1474504781,6,73
1474504791,8,82
1474504801,9,163
1474504811,2,43
1474504821,5,76
1474504831,6,73
1474504841,3,37
1474504851,3,48
1474504861,7,164
1474504871,4,55
1474504881,7,68
1474504891,1,39
1474504901,7,86
1474504911,9,213
1474504921,1,18
1474504931,7,58
1474504941,4,70
1474504951,9,128
1474504961,6,56
1474504971,10,100
1474504981,6,82
1474504991,7,80
1474505001,5,40
1474505011,3,34
1474505021,6,72
1474505031,6,89
1474505041,2,21
1474505051,5,42
1474505061,7,63
1474505071,2,22
1474505081,4,28
1474505091,5,41
1474505101,6,93
1474505111,7,89
1474505121,7,113
1474505131,2,39
1474505141,4,27
1474505151,11,121
1474505161,6,74
1474505171,3,54
1474505181,3,25
1474505191,7,75
1474505201,7,69
1474505211,2,44
1474505221,6,60
1474505231,5,55
1474505241,3,38
1474505251,4,32
1474505261,0,0
1474505271,5,40
1474505281,5,39
1474505291,8,172
1474505301,6,104
1474505311,6,82
1474505322,4,43
1474505332,7,58
1474505342,3,41
1474505352,5,44
1474505362,6,62
1474505372,3,51
1474505382,5,36
1474505392,3,56
1474505402,5,33
1474505412,2,24
1474505422,4,26
1474505432,3,44
1474505442,3,30
1474505452,6,135
1474505462,2,89
1474505472,5,42
1474505482,3,28
1474505492,5,49
1474505502,5,36
1474505512,5,138
1474505522,4,24
1474505532,6,78
1474505542,7,99
1474505552,4,29
1474505562,4,47
1474505572,6,68
1474505582,7,63
1474505592,3,27
1474505602,6,76
1474505612,9,148
1474505622,5,51
1474505632,9,116
1474505642,5,65
1474505652,5,73
1474505662,5,60
1474505672,2,56
1474505682,4,30
1474505692,1,23
1474505702,2,17
1474505712,7,97
1474505722,4,41
1474505732,5,39
1474505742,4,70
1474505752,4,41
1474505762,2,33
1474505772,5,46
1474505782,8,82
1474505792,4,59
1474505802,4,32
1474505812,7,128
1474505822,5,53
1474505832,4,65
1474505842,5,52
1474505852,9,89
1474505862,2,42
1474505872,4,33
1474505882,6,68
1474505892,9,100
1474505902,6,69
1474505912,3,35
1474505922,6,54
1474505932,6,60
1474505942,6,54
1474505952,1,21
1474505962,3,16
1474505972,4,31
1474505982,0,0
1474505992,5,51
1474506002,6,45
1474506012,4,80
1474506022,6,118
1474506032,5,39
1474506042,2,28
1474506052,8,149
1474506062,4,115
1474506072,3,24
1474506082,2,22
1474506092,6,82
1474506102,6,53
1474506112,7,92
1474506122,9,105
1474506132,6,146
1474506142,8,173
1474506152,4,145
1474506162,7,57
1474506172,2,32
1474506182,3,22
1474506192,4,52
1474506202,4,26
1474506212,6,69
1474506222,5,46
1474506232,7,93
1474506242,7,55
1474506252,3,102
1474506262,4,28
1474506272,9,89
1474506282,7,75
1474506292,5,73
1474506302,7,154
1474506312,5,54
1474506322,4,30
1474506332,6,75
1474506342,5,36
1474506352,4,44
1474506363,7,96
1474506373,7,59
1474506383,2,26
1474506393,7,74
1474506403,6,80
1474506413,3,102
1474506423,7,61
1474506433,7,85
1474506443,4,48
1474506453,10,151
1474506463,4,101
1474506473,5,73
1474506483,2,19
1474506493,4,28
1474506503,4,40
1474506513,8,88
1474506523,5,62
1474506533,10,113
1474506543,1,82
1474506553,7,77
1474506563,2,25
1474506573,8,133
1474506583,10,125
1474506593,6,137
1474506603,4,32
1474506613,6,228
1474506623,5,135
1474506633,3,62
1474506643,6,46
1474506653,6,75
1474506663,2,23
1474506673,8,66
1474506683,5,93
1474506693,4,37
1474506703,5,51
1474506713,2,27
1474506723,2,19
1474506733,7,64
1474506743,7,168
1474506753,3,78
1474506763,4,31
1474506773,4,56
1474506783,5,40
1474506793,8,73
1474506803,5,46
1474506813,2,39
1474506823,8,143
1474506833,7,138
1474506843,3,37
1474506853,5,32
1474506863,5,56
1474506873,8,143
1474506883,5,60
1474506893,1,20
1474506903,4,26
1474506913,9,193
1474506923,8,142
1474506933,5,43
1474506943,6,249
1474506953,5,49
1474506963,7,75
1474506973,5,48
1474506983,4,50
1474506993,3,28
1474507003,4,41
1474507013,6,68
1474507023,1,18
1474507033,5,38
1474507043,3,55
1474507053,4,47
1474507063,2,31
1474507073,3,22
1474507083,5,42
1474507093,5,40
1474507103,7,66
1474507113,4,37
1474507123,4,49
1474507133,5,43
1474507143,5,40
1474507153,3,27
1474507163,6,87
1474507173,2,45
1474507183,2,27
1474507193,2,17
1474507203,8,148
1474507213,7,85
1474507223,4,42
1474507233,6,61
1474507243,3,39
1474507253,3,18
1474507263,1,11
1474507273,5,40
1474507283,7,83
1474507293,7,74
1474507303,6,66
1474507313,2,27
1474507323,2,23
1474507333,7,54
1474507343,6,104
1474507353,3,27
1474507363,4,41
1474507373,5,38
1474507383,3,36
1474507393,6,90
1474507403,3,47
1474507413,8,124
1474507423,5,70
1474507434,4,45
1474507444,4,37
1474507454,5,53
1474507464,5,45
1474507474,7,83
1474507484,10,111
1474507494,1,40
1474507504,3,24
1474507514,4,30
1474507524,5,52
1474507534,7,70
1474507544,3,87
1474507554,6,46
1474507564,2,40
1474507574,4,26
1474507584,9,114
1474507594,11,136
1474507604,4,67
1474507614,6,78
1474507624,6,78
1474507634,3,30
1474507644,9,178
1474507654,6,76
1474507664,5,217
1474507674,6,92
1474507684,5,35
1474507694,1,24
1474507704,2,17
1474507714,5,136
1474507724,6,181
1474507734,2,22
1474507744,7,193
1474507754,8,92
1474507764,5,58
1474507774,6,69
1474507784,6,79
1474507794,7,123
1474507804,4,49
1474507814,8,91
1474507824,8,198
1474507834,2,42
1474507844,4,35
1474507854,3,33
1474507864,5,36
1474507874,5,50
1474507884,1,49
1474507894,3,20
1474507904,5,109
1474507914,3,38
1474507924,10,249
1474507934,9,89
1474507944,6,76
1474507954,3,35
1474507964,3,23
1474507974,7,71
1474507984,5,48
1474507994,4,46
1474508004,16,507
1474508014,4,117
1474508024,3,23
1474508034,5,47
1474508044,1,33
1474508054,7,64
1474508064,6,60
1474508074,6,262
1474508084,4,41
1474508094,1,18
1474508104,5,58
1474508114,6,91
1474508124,3,42
1474508134,5,32
1474508144,5,81
1474508154,10,199
1474508164,5,70
1474508174,3,40
1474508184,7,103
1474508194,6,66
1474508204,6,72
1474508214,10,207
1474508224,6,79
1474508234,7,74
1474508244,2,50
1474508254,2,19
1474508264,5,37
1474508274,1,38
1474508284,4,17
1474508294,5,48
1474508304,5,69
1474508314,6,78
1474508324,2,35
1474508334,7,76
1474508344,3,37
1474508354,6,65
1474508364,2,36
1474508374,4,32
1474508384,5,37
1474508394,8,90
1474508404,3,52
1474508414,10,120
1474508424,8,208
1474508434,4,45
1474508444,6,93
1474508455,5,57
1474508465,5,41
1474508475,2,28
1474508485,7,62
1474508495,6,60
1474508505,7,90
1474508515,4,32
1474508525,9,119
1474508535,7,116
1474508545,4,47
1474508555,5,55
1474508565,6,85
1474508575,10,114
1474508585,3,70
1474508595,8,117
1474508605,5,44
1474508615,7,103
1474508625,5,49
1474508635,9,89
1474508645,5,63
1474508655,8,72
1474508665,5,72
1474508675,2,22
1474508685,2,14
1474508695,4,29
1474508705,3,26
1474508715,2,28
1474508725,2,18
1474508735,3,27
1474508745,3,19
1474508755,7,111
1474508765,9,143
1474508775,3,65
1474508785,4,26
1474508795,4,42
1474508805,7,79
1474508815,7,184
1474508825,6,89
1474508835,6,56
1474508845,6,180
1474508855,7,79
1474508865,6,66
1474508875,0,0
1474508885,4,20
1474508895,4,37
1474508905,6,54
1474508915,7,105
1474508925,6,63
1474508935,5,68
1474508945,3,85
1474508955,4,29
1474508965,2,22
1474508975,5,45
1474508985,4,45
1474508995,5,43
1474509005,4,57
1474509015,4,47
1474509025,5,36
1474509035,7,199
1474509045,4,41
1474509055,7,84
1474509065,2,50
1474509075,2,20
1474509085,2,16
1474509095,6,89
1474509105,9,165
1474509115,4,47
1474509125,5,55
1474509135,8,132
1474509145,8,222
1474509155,4,44
1474509165,7,87
1474509175,1,98
1474509185,6,50
1474509195,5,38
1474509205,4,73
1474509215,8,109
1474509225,8,108
1474509235,3,30
1474509245,7,51
1474509255,5,89
1474509265,7,91
1474509275,4,52
1474509285,4,31
1474509295,3,39
1474509305,5,39
1474509315,4,36
1474509325,4,25
1474509335,3,31
1474509345,1,23
1474509355,3,18
1474509365,4,41
1474509375,3,44
1474509385,4,22
1474509395,10,218
1474509405,9,146
1474509415,4,38
1474509425,1,20
1474509435,4,21
1474509445,5,59
1474509455,3,51
1474509465,6,75
1474509475,3,30
1474509485,6,102
1474509495,6,58
1474509506,6,156
1474509516,7,113
1474509526,12,1321
1474509536,4,69
1474509546,8,248
1474509556,7,106
1474509566,9,101
1474509576,4,76
1474509586,3,73
1474509596,2,21
1474509606,7,69
1474509616,5,81
1474509626,5,37
1474509636,4,46
1474509646,2,26
1474509656,8,76
1474509666,7,121
1474509676,6,64
1474509686,4,34
1474509696,6,85
1474509706,8,108
1474509716,6,137
1474509726,9,85
1474509736,4,60
1474509746,4,29
1474509756,8,525
1474509766,4,104
1474509776,4,29
1474509786,7,78
1474509796,8,127
1474509806,2,87
1474509816,3,23
1474509826,6,86
1474509836,4,29
1474509846,6,70
1474509856,6,72
1474509866,10,109
1474509876,3,24
1474509886,5,108
1474509896,2,30
1474509906,6,70
1474509916,6,87
1474509926,4,33
1474509936,2,23
1474509946,6,36
1474509956,6,51
1474509966,4,73
1474509976,4,38
1474509986,7,50
1474509996,7,79
1474510006,8,171
1474510016,5,68
1474510026,6,53
1474510036,4,54
1474510046,7,73
1474510056,5,56
1474510066,3,31
1474510076,4,57
1474510086,2,27
1474510096,3,18
1474510106,5,36
1474510116,4,60
1474510126,3,23
1474510136,7,169
1474510146,7,107
1474510156,5,70
1474510166,4,27
1474510176,5,98
1474510186,8,99
1474510196,8,172
1474510206,7,64
1474510216,10,109
1474510226,8,91
1474510236,5,70
1474510246,6,61
1474510256,5,74
1474510266,4,51
1474510276,4,30
1474510286,2,22
1474510296,7,63
1474510306,5,125
1474510316,2,49
1474510326,6,56
1474510336,2,33
1474510346,6,105
1474510356,5,92
1474510366,5,129
1474510376,6,44
1474510386,7,52
1474510396,3,46
1474510406,4,40
1474510416,3,24
1474510426,3,35
1474510436,5,33
1474510446,7,67
1474510456,7,146
1474510466,2,40
1474510476,2,16
1474510486,6,60
1474510496,11,372
1474510506,4,37
1474510516,5,43
1474510526,6,43
1474510536,4,57
1474510547,1,23
1474510557,5,34
1474510567,3,28
1474510577,5,60
1474510587,5,39
1474510597,5,65
1474510607,3,25
1474510617,4,42
1474510627,8,57
1474510637,5,69
1474510647,4,52
1474510657,5,66
1474510667,3,27
1474510677,7,110
1474510687,2,45
1474510697,4,32
1474510707,6,63
1474510717,5,81
1474510727,7,197
1474510737,9,186
1474510747,4,81
1474510757,5,51
1474510767,4,37
1474510777,2,21
1474510787,9,105
1474510797,2,59
1474510807,5,52
1474510817,6,45
1474510827,3,39
1474510837,7,116
1474510847,7,100
1474510857,8,144
1474510867,7,108
1474510877,3,25
1474510887,5,59
1474510897,10,119
1474510907,5,54
1474510917,6,54
1474510927,3,79
1474510937,9,109
1474510947,4,40
1474510957,7,126
1474510967,7,67
1474510977,6,86
1474510987,8,165
1474510997,2,24
1474511007,6,65
1474511017,2,27
1474511027,6,58
1474511037,6,97
1474511047,6,52
1474511057,7,101
1474511067,5,157
1474511077,4,42
1474511087,9,173
1474511097,4,43
1474511107,11,128
1474511117,4,207
1474511127,8,119
1474511137,4,43
1474511147,8,83
1474511157,4,99
1474511167,1,17
1474511177,6,39
1474511187,6,75
1474511197,5,46
1474511207,4,34
1474511217,4,34
1474511227,3,32
1474511237,5,48
1474511247,6,52
1474511257,11,186
1474511267,4,51
1474511277,5,59
1474511287,4,32
1474511297,6,136
1474511307,6,62
1474511317,4,47
1474511327,7,98
1474511337,5,38
1474511347,2,36
1474511357,2,14
1474511367,2,14
1474511377,8,122
1474511387,3,32
1474511397,5,36
1474511407,4,49
1474511417,4,30
1474511427,2,30
1474511437,6,43
1474511447,4,31
1474511457,5,71
1474511467,6,75
1474511477,6,74
1474511487,4,68
1474511497,7,60
1474511507,4,67
1474511517,7,98
1474511527,5,61
1474511537,4,38
1474511547,6,77
1474511557,4,38
1474511567,9,138
1474511577,4,52
1474511587,6,61
1474511598,5,82
1474511608,3,28
1474511618,5,67
1474511628,5,35
1474511638,8,98
1474511648,6,46
1474511658,3,51
1474511668,6,41
1474511678,5,93
1474511688,1,21
1474511698,7,75
1474511708,2,32
1474511718,3,22
1474511728,5,64
1474511738,8,94
1474511748,3,56
1474511758,6,71
1474511768,5,47
1474511778,6,56
1474511788,6,168
1474511798,4,26
1474511808,3,22
1474511818,5,63
1474511828,5,38
1474511838,6,110
1474511848,5,51
1474511858,6,76
1474511868,4,73
1474511878,6,45
1474511888,8,191
