CLICKS, MaxCPM5
1474511898,1,26
1474511908,3,18
1474511918,4,23
1474511928,9,146
1474511938,5,76
1474511948,5,45
1474511958,5,44
1474511968,3,30
1474511978,3,32
1474511988,7,95
1474511998,0,0
1474512008,3,15
1474512018,9,469
1474512028,6,57
1474512038,6,64
1474512048,3,58
1474512058,4,26
1474512068,4,55
1474512078,2,31
1474512088,5,91
1474512098,6,112
1474512108,3,26
1474512118,6,59
1474512128,3,43
1474512138,7,75
1474512148,5,37
1474512158,7,52
1474512168,6,69
1474512178,4,46
1474512188,5,76
1474512198,5,63
1474512208,7,173
1474512218,5,54
1474512228,5,73
1474512238,5,53
1474512248,7,70
1474512258,5,50
1474512268,3,34
1474512278,8,101
1474512288,1,23
1474512298,7,64
1474512308,3,30
1474512318,4,52
1474512328,6,52
1474512338,8,124
1474512348,4,49
1474512358,8,118
1474512368,8,115
1474512378,5,41
1474512388,9,127
1474512398,11,198
1474512408,7,153
1474512418,7,108
1474512428,5,65
1474512438,9,71
1474512448,5,51
1474512458,8,93
1474512468,3,56
1474512478,5,42
1474512488,5,114
1474512498,2,35
1474512508,10,229
1474512518,4,31
1474512528,4,81
1474512538,4,34
1474512548,4,26
1474512558,2,22
1474512568,6,51
1474512578,8,115
1474512588,3,45
1474512598,5,37
1474512608,6,115
1474512618,6,172
1474512628,7,75
1474512638,2,67
1474512648,5,37
1474512658,5,75
1474512669,7,68
1474512679,2,31
1474512689,3,22
1474512699,4,77
1474512709,2,17
1474512719,3,33
1474512729,4,33
1474512739,5,40
1474512749,3,36
1474512759,4,48
1474512769,9,192
1474512779,6,97
1474512789,5,48
1474512799,6,60
1474512809,5,61
1474512819,2,27
1474512829,3,22
1474512839,5,50
1474512849,7,82
1474512859,5,55
1474512869,2,22
1474512879,5,47
1474512889,2,32
1474512899,6,111
1474512909,6,57
1474512919,8,64
1474512929,9,131
1474512939,6,113
1474512949,3,29
1474512959,3,22
1474512969,5,85
1474512979,3,30
1474512989,3,38
1474512999,6,93
1474513009,2,31
1474513019,5,63
1474513029,1,26
1474513039,6,41
1474513049,9,247
1474513059,3,54
1474513069,8,52
1474513079,3,44
1474513089,4,66
1474513099,3,28
1474513109,5,45
1474513119,6,58
1474513129,7,228
1474513139,8,78
1474513149,8,154
1474513159,8,112
1474513169,8,102
1474513179,8,168
1474513189,5,66
1474513199,3,151
1474513209,5,40
1474513219,7,165
1474513229,5,68
1474513239,7,417
1474513249,4,26
1474513259,4,32
1474513269,5,66
1474513279,7,81
1474513289,4,55
1474513299,8,392
1474513309,5,104
1474513319,7,58
1474513329,6,79
1474513339,6,81
1474513349,4,40
1474513359,3,31
1474513369,4,33
1474513379,7,68
1474513389,3,58
1474513399,4,45
1474513409,3,32
1474513419,4,25
1474513429,4,28
1474513439,5,56
1474513449,7,102
1474513459,3,41
1474513469,4,26
1474513479,7,263
1474513489,3,36
1474513499,3,23
1474513509,6,67
1474513519,4,45
1474513529,3,39
1474513539,1,19
1474513549,8,116
1474513559,3,59
1474513569,3,30
1474513579,4,30
1474513589,10,156
1474513599,5,65
1474513609,5,59
1474513619,7,98
1474513629,2,44
1474513639,5,45
1474513649,3,36
1474513659,6,61
1474513669,0,0
1474513679,5,77
1474513689,9,223
1474513699,5,109
1474513709,5,36
1474513720,5,96
1474513730,4,51
1474513740,1,18
1474513750,7,681
1474513760,3,39
1474513770,6,57
1474513780,4,59
1474513790,5,37
1474513800,3,31
1474513810,4,31
1474513820,1,27
1474513830,3,21
1474513840,3,23
1474513850,2,16
1474513860,5,39
1474513870,2,31
1474513880,5,89
1474513890,1,20
1474513900,8,130
1474513910,4,51
1474513920,2,27
1474513930,5,34
1474513940,8,135
1474513950,9,155
1474513960,7,100
1474513970,1,19
1474513980,3,15
1474513990,5,48
1474514000,0,0
1474514010,3,15
1474514020,7,86
1474514030,5,134
1474514040,2,20
1474514050,5,34
1474514060,4,60
1474514070,5,50
1474514080,2,42
1474514090,7,89
1474514100,2,26
1474514110,7,208
1474514120,4,44
1474514130,6,77
1474514140,5,58
1474514150,2,28
1474514160,3,23
1474514170,2,17
1474514180,1,13
1474514190,8,123
1474514200,4,92
1474514210,4,26
1474514220,4,128
1474514230,3,27
1474514240,3,48
1474514250,4,29
1474514260,2,26
1474514270,5,72
1474514280,7,152
1474514290,7,122
1474514300,2,43
1474514310,5,39
1474514320,5,57
1474514330,1,45
1474514340,6,34
1474514350,7,104
1474514360,5,52
1474514370,4,34
1474514380,6,75
1474514390,4,24
1474514400,5,43
1474514410,2,99
1474514420,3,18
1474514430,3,45
1474514440,1,25
1474514450,7,54
1474514460,6,102
1474514470,5,56
1474514480,6,58
1474514490,3,30
1474514500,4,32
1474514510,8,147
1474514520,3,26
1474514530,5,54
1474514540,5,39
1474514550,5,71
1474514560,3,27
1474514570,2,19
1474514580,4,31
1474514590,5,86
1474514600,5,36
1474514610,5,53
1474514620,7,113
1474514630,4,43
1474514640,5,56
1474514650,5,48
1474514660,7,85
1474514670,9,119
1474514680,3,36
1474514690,3,23
1474514700,7,116
1474514710,3,33
1474514720,5,44
1474514730,2,25
1474514740,2,19
1474514750,8,118
1474514760,3,56
1474514770,4,30
1474514780,4,45
1474514791,4,29
1474514801,10,172
1474514811,3,32
1474514821,3,24
1474514831,3,36
1474514841,5,39
1474514851,5,39
1474514861,5,193
1474514871,4,30
1474514881,7,63
1474514891,1,67
1474514901,5,34
1474514911,7,57
1474514921,5,105
1474514931,4,33
1474514941,1,28
1474514951,9,128
1474514961,4,51
1474514971,3,38
1474514981,5,45
1474514991,5,90
1474515001,5,40
1474515011,6,50
1474515021,4,39
1474515031,3,32
1474515041,3,23
1474515051,4,34
1474515061,9,154
1474515071,7,96
1474515081,4,45
1474515091,7,95
1474515101,7,85
1474515111,2,29
1474515121,5,44
1474515131,3,29
1474515141,3,24
1474515151,7,74
1474515161,3,36
1474515171,5,41
1474515181,4,34
1474515191,7,147
1474515201,5,82
1474515211,6,48
1474515221,7,92
1474515231,4,36
1474515241,5,56
1474515251,4,67
1474515261,1,17
1474515271,5,32
1474515281,2,28
1474515291,3,23
1474515301,3,22
1474515311,2,18
1474515321,2,14
1474515331,5,44
1474515341,6,53
1474515351,4,32
1474515361,10,347
1474515371,2,58
1474515381,6,226
1474515391,4,46
1474515401,7,111
1474515411,3,27
1474515421,3,34
1474515431,3,27
1474515441,6,43
1474515451,2,34
1474515461,6,73
1474515471,6,50
1474515481,10,206
1474515491,8,92
1474515501,2,54
1474515511,7,59
1474515521,4,29
1474515531,5,68
1474515541,3,37
1474515551,9,162
1474515561,4,53
1474515571,5,55
1474515581,5,45
1474515591,6,67
1474515601,3,40
1474515611,3,26
1474515621,3,38
1474515631,7,50
1474515641,7,57
1474515651,7,78
1474515661,4,82
1474515671,2,25
1474515681,2,14
1474515691,12,136
1474515701,4,47
1474515711,9,71
1474515721,3,60
1474515731,4,32
1474515741,5,53
1474515751,3,24
1474515761,5,54
1474515771,8,68
1474515781,2,55
1474515791,2,21
1474515801,4,29
1474515811,8,67
1474515821,4,72
1474515832,6,59
1474515842,1,36
1474515852,4,21
1474515862,5,38
1474515872,4,52
1474515882,1,18
1474515892,2,15
1474515902,5,46
1474515912,7,103
1474515922,7,136
1474515932,2,31
1474515942,8,128
1474515952,5,85
1474515962,4,85
1474515972,2,30
1474515982,4,18
1474515992,2,23
1474516002,3,23
1474516012,12,175
1474516022,3,24
1474516032,5,44
1474516042,5,67
1474516052,4,29
1474516062,4,69
1474516072,5,37
1474516082,5,43
1474516092,6,63
1474516102,8,194
1474516112,2,67
1474516122,4,30
1474516132,4,36
1474516142,4,36
1474516152,5,35
1474516162,4,84
1474516172,4,35
1474516182,5,42
1474516192,2,18
1474516202,1,12
1474516212,3,23
1474516222,8,86
1474516232,6,161
1474516242,7,135
1474516252,6,97
1474516262,6,99
1474516272,5,52
1474516282,3,40
1474516292,3,23
1474516302,3,35
1474516312,5,46
1474516322,7,77
1474516332,3,25
1474516342,11,170
1474516352,3,44
1474516362,3,24
1474516372,6,75
1474516382,6,43
1474516392,4,43
1474516402,4,40
1474516412,5,37
1474516422,6,100
1474516432,5,71
1474516442,5,38
1474516452,1,28
1474516462,5,61
1474516472,6,72
1474516482,4,63
1474516492,2,32
1474516502,3,20
1474516512,4,37
1474516522,3,31
1474516532,4,63
1474516542,5,54
1474516552,6,110
1474516562,3,28
1474516572,4,40
1474516582,4,34
1474516592,4,26
1474516602,2,31
1474516612,6,92
1474516622,5,39
1474516632,6,70
1474516642,2,49
1474516652,2,18
1474516662,5,49
1474516672,8,138
1474516682,3,53
1474516692,8,82
1474516702,6,85
1474516712,3,29
1474516722,5,59
1474516732,6,59
1474516742,2,59
1474516752,7,97
1474516762,5,56
1474516772,4,29
1474516782,5,45
1474516792,5,74
1474516802,3,25
1474516812,2,23
1474516822,2,17
1474516832,4,28
1474516842,6,56
1474516852,1,21
1474516862,6,136
1474516872,5,66
1474516882,5,56
1474516892,7,67
1474516903,5,65
1474516913,3,28
1474516923,4,29
1474516933,8,75
1474516943,9,112
1474516953,8,114
1474516963,3,29
1474516973,3,37
1474516983,8,57
1474516993,7,110
1474517003,5,48
1474517013,7,178
1474517023,4,41
1474517033,2,53
1474517043,4,53
1474517053,5,50
1474517063,9,73
1474517073,8,73
1474517083,5,76
1474517093,4,42
1474517103,5,38
1474517113,7,92
1474517123,2,27
1474517133,5,34
1474517143,6,66
1474517153,10,218
1474517163,2,42
1474517173,5,31
1474517183,7,123
1474517193,5,52
1474517203,6,80
1474517213,3,44
1474517223,4,23
1474517233,5,49
1474517243,7,69
1474517253,5,55
1474517263,2,30
1474517273,4,24
1474517283,2,26
1474517293,5,42
1474517303,4,28
1474517313,4,95
1474517323,5,74
1474517333,6,112
1474517343,9,81
1474517353,2,35
1474517363,2,18
1474517373,5,36
1474517383,8,101
1474517393,4,56
1474517403,8,91
1474517413,4,95
1474517423,7,71
1474517433,3,29
1474517443,5,65
1474517453,8,88
1474517463,3,60
1474517473,5,62
1474517483,3,55
1474517493,4,29
1474517503,4,24
1474517513,5,47
1474517523,3,34
1474517533,4,29
1474517543,7,67
1474517553,4,110
1474517563,8,107
1474517573,4,97
1474517583,9,125
1474517593,4,102
1474517603,8,189
1474517613,6,97
1474517623,3,29
1474517633,2,20
1474517643,11,316
1474517653,3,37
1474517663,5,59
1474517673,7,74
1474517683,6,55
1474517693,5,68
1474517703,6,105
1474517713,4,50
1474517723,7,62
1474517733,5,46
1474517743,6,65
1474517753,5,172
1474517763,9,119
1474517773,5,76
1474517783,9,154
1474517793,9,142
1474517803,5,64
1474517813,6,96
1474517823,2,47
1474517833,3,22
1474517843,5,51
1474517853,4,35
1474517863,1,16
1474517873,5,43
1474517883,7,76
1474517893,7,77
1474517903,8,118
1474517913,6,46
1474517923,4,51
1474517933,4,30
1474517944,7,62
1474517954,7,80
1474517964,7,75
1474517974,1,83
1474517984,4,23
1474517994,3,32
1474518004,4,40
1474518014,6,102
1474518024,2,41
1474518034,6,69
1474518044,2,178
1474518054,6,47
1474518064,5,49
1474518074,7,58
1474518084,0,0
1474518094,6,49
1474518104,7,59
1474518114,4,80
1474518124,4,24
1474518134,1,23
1474518144,11,123
1474518154,3,72
1474518164,1,15
1474518174,3,16
1474518184,7,166
1474518194,4,38
1474518204,0,0
1474518214,7,99
1474518224,4,60
1474518234,6,60
1474518244,6,65
1474518254,4,34
1474518264,8,79
1474518274,3,45
1474518284,6,123
1474518294,3,27
1474518304,7,110
1474518314,3,51
1474518324,6,50
1474518334,2,31
1474518344,5,59
1474518354,2,28
1474518364,5,68
1474518374,4,54
1474518384,4,30
1474518394,9,149
1474518404,8,64
1474518414,5,58
1474518424,2,38
1474518434,6,71
1474518444,5,62
1474518454,6,66
1474518464,6,80
1474518474,3,34
1474518484,4,29
1474518494,11,233
1474518504,10,186
1474518514,8,77
1474518524,5,61
1474518534,5,43
1474518544,9,240
1474518554,1,23
1474518564,4,21
1474518574,4,49
1474518584,2,19
1474518594,7,79
1474518604,5,48
1474518614,7,106
1474518624,6,82
1474518634,4,26
1474518644,2,32
1474518654,6,69
1474518664,3,23
1474518674,4,35
1474518684,6,71
1474518694,9,112
1474518704,4,46
1474518714,3,67
1474518724,10,84
1474518734,4,73
1474518744,5,178
1474518754,4,81
1474518764,3,34
1474518774,6,55
1474518784,4,46
1474518794,4,47
1474518804,2,40
1474518814,5,41
1474518824,6,86
1474518834,3,34
1474518844,4,29
1474518854,6,49
1474518864,2,93
1474518874,7,86
1474518884,4,80
1474518894,2,22
1474518904,8,90
1474518914,7,116
1474518924,3,65
1474518934,6,151
1474518944,2,25
1474518954,9,97
1474518964,8,140
1474518974,3,47
1474518984,2,17
1474518994,9,156
1474519004,7,170
1474519015,4,32
1474519025,7,129
1474519035,9,111
1474519045,4,62
1474519055,4,41
1474519065,6,40
1474519075,4,41
1474519085,8,142
1474519095,5,103
1474519105,8,82
1474519115,9,141
1474519125,4,28
1474519135,9,174
1474519145,9,171
1474519155,2,27
1474519165,4,31
1474519175,6,58
1474519185,5,65
1474519195,2,37
1474519205,3,23
1474519215,4,24
1474519225,8,94
1474519235,2,30
1474519245,9,138
1474519255,10,150
1474519265,11,171
1474519275,5,68
1474519285,4,48
1474519295,4,22
1474519305,7,148
1474519315,7,67
1474519325,6,58
1474519335,5,70
1474519345,3,30
1474519355,3,60
1474519365,5,46
1474519375,5,50
1474519385,2,31
1474519395,4,20
1474519405,7,95
1474519415,5,62
1474519425,3,44
1474519435,4,33
1474519445,3,27
1474519455,2,17
1474519465,3,24
1474519475,4,31
1474519485,8,126
1474519495,3,56
1474519505,8,86
1474519515,3,51
1474519525,6,43
1474519535,6,93
1474519545,4,39
1474519555,7,97
1474519565,2,45
1474519575,10,101
1474519585,7,57
1474519595,2,72
1474519605,3,21
1474519615,6,82
1474519625,7,65
1474519635,2,36
1474519645,7,128
1474519655,1,36
1474519665,5,143
1474519675,5,47
1474519685,8,76
1474519695,4,43
1474519705,6,117
1474519715,6,51
1474519725,4,44
1474519735,5,45
1474519745,7,75
1474519755,5,43
1474519765,4,62
1474519775,4,21
1474519785,6,66
1474519795,2,36
1474519805,5,35
1474519815,6,50
1474519825,7,115
1474519835,5,48
1474519845,4,30
1474519855,10,192
1474519865,2,38
1474519875,3,25
1474519885,8,84
1474519895,4,77
1474519905,6,48
1474519915,5,89
1474519925,7,62
1474519935,7,95
1474519945,4,62
1474519955,5,40
1474519965,6,64
1474519975,5,44
1474519985,2,26
1474519995,4,33
1474520005,5,67
1474520015,4,111
1474520025,8,94
1474520035,3,104
1474520045,5,43
1474520055,4,75
1474520065,2,29
1474520076,6,230
1474520086,10,105
1474520096,3,67
1474520106,3,21
1474520116,2,25
1474520126,8,73
1474520136,6,103
1474520146,5,109
1474520156,3,36
1474520166,6,57
1474520176,4,41
1474520186,5,51
1474520196,5,49
1474520206,5,72
1474520216,5,74
1474520226,2,31
1474520236,8,318
1474520246,3,44
1474520256,6,67
1474520266,7,69
1474520276,12,157
1474520286,3,52
1474520296,3,39
1474520306,3,24
1474520316,5,44
1474520326,10,478
1474520336,4,64
1474520346,4,32
1474520356,7,58
1474520366,9,133
1474520376,3,47
1474520386,4,43
1474520396,5,65
1474520406,6,42
1474520416,7,136
1474520426,3,29
1474520436,3,36
1474520446,7,76
1474520456,8,99
1474520466,6,67
1474520476,10,125
1474520486,2,40
1474520496,4,27
1474520506,6,81
1474520516,6,47
1474520526,4,76
1474520536,3,21
1474520546,7,79
1474520556,8,106
1474520566,2,44
1474520576,3,20
1474520586,5,51
1474520596,5,56
1474520606,8,188
1474520616,4,138
1474520626,4,41
1474520636,2,27
1474520646,3,19
1474520656,2,25
1474520666,2,24
1474520676,7,78
1474520686,3,81
1474520696,4,27
1474520706,4,55
1474520716,7,91
1474520726,5,46
1474520736,7,57
1474520746,4,48
1474520756,6,90
1474520766,2,18
1474520776,9,138
1474520786,6,87
1474520796,2,45
1474520806,8,89
1474520816,8,85
1474520826,4,72
1474520836,4,43
1474520846,8,80
1474520856,9,105
1474520866,11,182
1474520876,6,99
1474520886,4,48
1474520896,4,40
1474520906,10,180
1474520916,3,34
1474520926,3,29
1474520936,5,41
1474520946,7,51
1474520956,4,103
1474520966,5,42
1474520976,4,32
1474520986,1,29
1474520996,5,34
1474521006,3,32
1474521016,2,24
1474521026,5,43
1474521036,6,58
1474521046,5,45
1474521056,6,68
1474521066,8,82
1474521076,2,36
1474521086,2,20
1474521096,4,25
1474521106,5,40
1474521116,2,31
1474521126,6,59
1474521137,9,123
1474521147,7,111
1474521157,7,97
1474521167,4,32
1474521177,8,145
1474521187,6,66
1474521197,3,33
1474521207,5,60
1474521217,4,32
1474521227,4,46
1474521237,5,49
1474521247,6,72
1474521257,8,87
1474521267,4,40
1474521277,2,30
1474521287,3,21
1474521297,2,16
1474521307,7,58
1474521317,3,43
1474521327,3,28
1474521337,8,212
1474521347,5,58
1474521357,5,55
1474521367,2,34
1474521377,6,45
1474521387,0,0
1474521397,4,16
1474521407,6,55
1474521417,7,101
1474521427,1,22
1474521437,7,50
1474521447,3,155
1474521457,4,28
1474521467,8,130
1474521477,4,39
1474521487,6,69
1474521497,5,84
1474521507,4,72
1474521517,7,63
1474521527,5,125
1474521537,1,22
1474521547,2,15
1474521557,7,48
1474521567,6,87
1474521577,7,68
1474521587,4,37
1474521597,3,33
1474521607,2,26
1474521617,5,47
1474521627,7,110
1474521637,5,109
1474521647,4,27
1474521657,3,39
1474521667,4,24
1474521677,4,34
1474521687,4,35
1474521697,3,31
1474521707,4,26
1474521717,5,43
1474521727,7,123
1474521737,5,83
1474521747,5,75
1474521757,3,44
1474521767,2,25
1474521777,5,45
1474521787,4,51
1474521797,5,51
1474521807,4,58
1474521817,7,63
1474521827,8,83
1474521837,6,54
1474521847,4,40
1474521857,2,25
1474521867,4,28
1474521877,5,57
1474521887,9,108
1474521897,2,55
1474521907,5,75
1474521917,4,63
1474521927,6,44
1474521937,5,67
1474521947,9,188
1474521957,2,34
1474521967,6,52
1474521977,6,75
1474521987,4,58
1474521997,7,55
1474522007,6,83
1474522017,9,114
1474522027,6,75
1474522037,5,68
1474522047,3,46
1474522057,5,56
1474522067,5,70
1474522077,4,37
1474522087,3,23
1474522097,7,88
1474522107,6,69
1474522117,5,46
1474522127,6,51
1474522137,9,98
1474522147,5,76
1474522157,2,37
1474522167,1,16
1474522177,4,19
1474522187,3,23
1474522198,6,74
1474522208,4,49
1474522218,4,21
1474522228,4,64
1474522238,4,31
1474522248,9,130
1474522258,4,29
1474522268,4,43
1474522278,4,31
1474522288,6,62
1474522298,5,86
1474522308,4,50
1474522318,3,30
1474522328,2,23
1474522338,7,72
1474522348,5,38
1474522358,4,73
1474522368,6,72
1474522378,1,49
1474522388,4,21
1474522398,6,70
1474522408,7,59
1474522418,12,129
1474522428,5,68
1474522438,4,35
1474522448,6,105
1474522458,8,119
1474522468,3,67
1474522478,4,26
1474522488,3,39
1474522498,2,24
1474522508,5,43
1474522518,3,22
1474522528,3,38
1474522538,4,28
1474522548,8,119
1474522558,7,91
1474522568,5,55
1474522578,4,42
1474522588,3,28
1474522598,2,16
1474522608,4,31
1474522618,3,35
1474522628,6,85
1474522638,3,38
1474522648,3,28
1474522658,6,59
1474522668,6,65
1474522678,3,39
1474522688,4,66
1474522698,5,39
1474522708,10,90
1474522718,8,115
1474522728,2,36
1474522738,3,18
1474522748,5,49
1474522758,8,329
1474522768,3,40
1474522778,2,18
1474522788,9,97
1474522798,2,46
1474522808,7,85
1474522818,5,40
1474522828,5,61
1474522838,3,53
1474522848,2,26
1474522858,4,26
1474522868,6,97
1474522878,6,74
1474522888,4,32
1474522898,6,137
1474522908,1,24
1474522918,3,15
1474522928,4,28
1474522938,7,54
1474522948,4,111
1474522958,2,19
1474522968,6,68
1474522978,6,69
1474522988,10,168
1474522998,5,63
1474523008,7,109
1474523018,9,171
1474523028,4,103
1474523038,7,153
1474523048,3,41
1474523058,4,22
1474523068,5,67
1474523078,4,42
1474523088,5,52
1474523098,5,47
1474523108,5,40
1474523118,4,37
1474523128,6,72
1474523138,9,88
1474523148,3,90
1474523158,8,112
1474523168,5,61
1474523178,4,31
1474523188,5,121
1474523198,3,28
1474523208,7,227
1474523218,5,42
1474523228,5,58
1474523238,7,162
1474523248,7,140
1474523258,7,86
1474523268,4,67
1474523279,7,84
1474523289,3,43
1474523299,4,29
1474523309,2,26
1474523319,5,39
1474523329,5,44
1474523339,6,82
1474523349,1,53
1474523359,4,19
1474523369,8,137
1474523379,5,59
1474523389,5,37
1474523399,7,73
1474523409,4,31
1474523419,3,67
1474523429,3,30
1474523439,3,18
1474523449,3,45
1474523459,4,29
1474523469,7,67
1474523479,4,59
1474523489,6,54
1474523499,8,89
1474523509,4,49
1474523519,8,127
1474523529,4,39
1474523539,6,51
1474523549,6,76
1474523559,6,110
1474523569,4,49
1474523579,2,26
1474523589,2,15
1474523599,5,50
1474523609,7,91
1474523619,6,59
1474523629,5,50
1474523639,2,58
1474523649,3,23
1474523659,2,29
1474523669,5,40
1474523679,7,55
1474523689,6,108
1474523699,4,50
1474523709,2,26
1474523719,8,96
1474523729,4,82
1474523739,5,176
1474523749,4,48
1474523759,3,24
1474523769,4,23
1474523779,7,175
1474523789,5,48
1474523799,4,51
1474523809,4,32
1474523819,5,53
1474523829,6,43
1474523839,8,179
1474523849,4,63
1474523859,6,63
1474523869,5,56
1474523879,5,47
1474523889,10,209
1474523899,2,62
1474523909,10,227
1474523919,8,127
1474523929,5,51
1474523939,9,89
1474523949,7,86
1474523959,4,38
1474523969,3,37
1474523979,2,27
1474523989,4,21
1474523999,6,56
1474524009,8,80
1474524019,5,70
1474524029,10,95
1474524039,4,70
1474524049,7,61
1474524059,5,75
1474524069,4,41
1474524079,4,28
1474524089,6,62
1474524099,6,59
1474524109,5,87
1474524119,8,115
1474524129,8,171
1474524139,8,71
1474524149,6,85
1474524159,7,90
1474524169,8,144
1474524179,1,29
1474524189,5,52
1474524199,10,346
1474524209,5,60
1474524219,4,56
1474524229,5,33
1474524239,2,20
1474524249,3,25
1474524259,6,52
1474524269,3,75
1474524279,4,20
1474524289,5,45
1474524299,2,44
1474524309,8,88
1474524319,2,24
1474524330,8,80
1474524340,5,48
1474524350,1,27
1474524360,3,16
1474524370,5,46
1474524380,5,113
1474524390,4,30
1474524400,2,27
1474524410,5,31
1474524420,6,63
1474524430,2,41
1474524440,4,23
1474524450,9,82
1474524460,5,80
1474524470,5,49
1474524480,8,93
1474524490,5,56
1474524500,8,148
1474524510,7,165
1474524520,6,53
1474524530,8,113
1474524540,3,55
1474524550,7,84
1474524560,6,77
1474524570,8,67
1474524580,8,241
1474524590,3,29
1474524600,7,130
1474524610,3,65
1474524620,4,26
1474524630,6,137
1474524640,6,91
1474524650,4,85
1474524660,3,29
1474524670,6,52
1474524680,3,30
1474524690,4,37
1474524700,8,89
1474524710,8,148
1474524720,8,67
1474524730,4,51
1474524740,5,39
1474524750,7,125
1474524760,5,59
1474524770,3,25
1474524780,11,115
1474524790,6,96
1474524800,5,70
1474524810,7,68
1474524820,6,113
1474524830,5,78
1474524840,4,33
1474524850,5,58
1474524860,5,56
1474524870,7,59
1474524880,9,216
1474524890,6,97
1474524900,9,134
1474524910,2,26
1474524920,4,24
1474524930,5,56
1474524940,1,22
1474524950,3,23
1474524960,5,43
1474524970,3,27
1474524980,4,28
1474524990,6,61
1474525000,6,53
1474525010,4,78
1474525020,3,28
1474525030,5,50
1474525040,6,98
1474525050,5,33
1474525060,8,97
1474525070,7,97
1474525080,5,52
1474525090,4,39
1474525100,4,31
1474525110,8,102
1474525120,8,79
1474525130,3,37
1474525140,8,146
1474525150,4,36
1474525160,5,47
1474525170,7,128
1474525180,7,102
1474525190,7,55
1474525200,1,29
1474525210,4,23
1474525220,4,37
1474525230,10,113
1474525240,5,74
1474525250,6,61
1474525260,4,70
1474525270,5,84
1474525280,6,48
1474525290,8,293
1474525300,10,186
1474525310,5,87
1474525320,8,80
1474525330,1,72
1474525340,9,89
1474525351,7,111
1474525361,11,91
1474525371,6,80
1474525381,1,25
1474525391,5,50
1474525401,4,112
1474525411,3,28
1474525421,5,56
1474525431,4,60
1474525441,4,53
1474525451,6,48
1474525461,6,62
1474525471,5,118
1474525481,5,38
1474525491,3,25
1474525501,3,24
1474525511,6,76
1474525521,9,1449
1474525531,8,414
1474525541,4,40
1474525551,4,36
1474525561,4,26
1474525571,2,24
1474525581,3,37
1474525591,3,28
1474525601,5,41
1474525611,6,47
1474525621,9,102
1474525631,4,47
1474525641,6,59
1474525651,3,49
1474525661,6,66
1474525671,5,78
1474525681,9,98
1474525691,5,84
1474525701,5,69
1474525711,5,46
1474525721,4,39
1474525731,5,50
1474525741,4,27
1474525751,3,40
1474525761,7,130
1474525771,6,76
1474525781,8,109
1474525791,5,79
1474525801,3,26
1474525811,7,70
1474525821,2,26
1474525831,2,21
1474525841,4,21
1474525851,5,60
1474525861,6,140
1474525871,5,62
1474525881,6,58
1474525891,3,45
1474525901,7,80
1474525911,8,75
1474525921,9,144
1474525931,6,558
1474525941,7,71
1474525951,5,84
1474525961,7,151
1474525971,5,117
1474525981,5,42
1474525991,3,31
1474526001,5,41
1474526011,3,69
1474526021,8,246
1474526031,8,106
1474526041,4,60
1474526051,7,131
1474526061,9,150
1474526071,5,70
1474526081,5,49
1474526091,4,40
1474526101,8,85
1474526111,4,51
1474526121,7,66
1474526131,4,37
1474526141,7,80
1474526151,5,107
1474526161,7,93
1474526171,6,71
1474526181,6,86
1474526191,6,73
1474526201,4,72
1474526211,6,202
1474526221,2,32
1474526231,5,48
1474526241,3,49
1474526251,4,31
1474526261,7,132
1474526271,4,71
1474526281,1,17
1474526291,6,64
1474526301,6,107
1474526311,3,42
1474526321,8,116
1474526331,10,227
1474526341,2,109
1474526351,3,25
1474526361,4,27
1474526371,8,121
1474526382,6,103
1474526392,5,85
1474526402,5,35
1474526412,5,49
1474526422,3,39
1474526432,5,50
1474526442,6,75
1474526452,2,23
1474526462,3,23
1474526472,7,128
1474526482,1,27
1474526492,5,43
1474526502,3,34
1474526512,2,22
1474526522,5,40
1474526532,3,29
1474526542,3,26
1474526552,4,32
1474526562,3,21
1474526572,7,58
1474526582,5,81
1474526592,6,137
1474526602,2,25
1474526612,9,75
1474526622,6,89
1474526632,9,117
1474526642,5,60
1474526652,5,60
1474526662,2,24
1474526672,2,18
1474526682,5,37
1474526692,4,40
1474526702,9,129
1474526712,6,41
1474526722,4,99
1474526732,2,19
1474526742,1,15
1474526752,6,102
1474526762,9,93
1474526772,2,38
1474526782,7,60
1474526792,5,56
1474526802,6,61
1474526812,6,68
1474526822,5,49
1474526832,8,113
1474526842,7,67
1474526852,1,31
1474526862,7,91
1474526872,6,81
1474526882,4,82
1474526892,4,27
1474526902,6,75
1474526912,7,68
1474526922,7,76
1474526932,7,75
1474526942,2,37
1474526952,6,42
1474526962,1,23
1474526972,6,83
1474526982,4,58
1474526992,2,29
1474527002,2,16
1474527012,5,45
1474527022,6,63
1474527032,6,112
1474527042,2,33
1474527052,4,29
1474527062,1,19
1474527072,8,112
1474527082,4,45
1474527092,6,53
1474527102,4,40
1474527112,7,63
1474527122,8,136
1474527132,1,24
1474527142,5,48
1474527152,5,50
1474527162,8,104
1474527172,5,75
1474527182,2,29
1474527192,6,97
1474527202,4,105
1474527212,8,154
1474527222,4,43
1474527232,5,41
1474527242,1,33
1474527252,3,24
1474527262,7,69
1474527272,1,19
1474527282,6,47
1474527292,5,42
1474527302,6,79
1474527312,5,60
1474527322,8,70
1474527332,8,168
1474527342,5,57
1474527352,4,35
1474527362,4,42
1474527372,5,43
1474527382,4,63
1474527392,3,39
1474527402,9,135
1474527412,5,46
1474527422,1,36
1474527433,3,23
