CLICKS, MaxCPM5
1474380867,3,82
1474380877,6,44
1474380887,3,38
1474380897,1,14
1474380907,5,44
1474380917,6,85
1474380927,7,90
1474380937,7,132
1474380947,6,100
1474380958,4,30
1474380968,11,144
1474380978,4,41
1474380988,2,49
1474380998,2,21
1474381008,6,52
1474381018,6,62
1474381028,9,255
1474381038,3,45
1474381048,1,25
1474381058,8,114
1474381068,4,50
1474381078,5,38
1474381088,5,41
1474381098,9,231
1474381108,9,169
1474381118,5,43
1474381128,6,44
1474381138,6,58
1474381148,9,142
1474381158,6,72
1474381168,11,235
1474381178,9,147
1474381188,11,126
1474381198,5,46
1474381208,1,25
1474381218,2,15
1474381228,7,105
1474381238,5,106
1474381248,8,89
1474381258,6,93
1474381268,1,33
1474381278,4,21
1474381288,9,91
1474381298,6,85
1474381308,4,36
1474381318,7,166
1474381328,8,94
1474381338,7,90
1474381348,2,34
1474381358,7,57
1474381368,7,79
1474381378,4,44
1474381388,5,52
1474381398,7,93
1474381408,5,58
1474381418,4,28
1474381428,7,109
1474381438,10,94
1474381448,4,96
1474381458,9,84
1474381468,7,76
1474381478,3,30
1474381488,3,25
1474381498,7,60
1474381508,2,42
1474381518,6,65
1474381528,8,139
1474381538,2,48
1474381548,5,58
1474381558,7,57
1474381568,3,42
1474381578,8,140
1474381588,3,130
1474381598,8,100
1474381608,9,92
1474381618,10,329
1474381628,4,43
1474381638,6,90
1474381648,3,26
1474381658,6,87
1474381668,9,78
1474381678,11,122
1474381688,6,85
1474381698,7,73
1474381708,7,77
1474381718,1,46
1474381728,5,80
1474381738,4,60
1474381748,2,30
1474381758,6,54
1474381768,5,51
1474381778,3,50
1474381788,6,50
1474381798,6,144
1474381808,4,35
1474381818,8,67
1474381828,4,58
1474381838,4,29
1474381848,4,45
1474381858,6,43
1474381868,2,62
1474381878,5,148
1474381888,8,196
1474381898,8,118
1474381908,7,85
1474381918,4,54
1474381928,7,106
1474381938,4,37
1474381948,4,28
1474381958,4,70
1474381969,5,36
1474381979,1,22
1474381989,5,44
1474381999,6,61
1474382009,1,23
1474382019,3,19
1474382029,3,35
1474382039,5,32
1474382049,4,35
1474382059,7,91
1474382069,3,81
1474382079,7,96
1474382089,8,102
1474382099,3,54
1474382109,8,96
1474382119,5,99
1474382129,11,100
1474382139,4,62
1474382149,3,33
1474382159,5,42
1474382169,8,119
1474382179,3,47
1474382189,5,62
1474382199,6,108
1474382209,7,114
1474382219,2,26
1474382229,5,70
1474382239,4,26
1474382249,7,103
1474382259,7,91
1474382269,3,37
1474382279,4,31
1474382289,3,26
1474382299,4,39
1474382309,6,60
1474382319,7,89
1474382329,4,40
1474382339,4,34
1474382349,8,101
1474382359,3,154
1474382369,6,85
1474382379,7,154
1474382389,6,67
1474382399,1,51
1474382409,6,40
1474382419,2,55
1474382429,4,25
1474382439,2,27
1474382449,9,99
1474382459,2,45
1474382469,10,110
1474382479,2,61
1474382489,7,90
1474382499,6,211
1474382509,6,109
1474382519,8,99
1474382529,4,83
1474382539,2,18
1474382549,4,28
1474382559,4,34
1474382569,8,79
1474382579,5,144
1474382589,4,72
1474382599,6,65
1474382609,9,119
1474382619,6,65
1474382629,4,34
1474382639,10,211
1474382649,4,42
1474382659,4,30
1474382669,5,57
1474382679,4,31
1474382689,7,57
1474382699,7,81
1474382709,6,124
1474382719,7,156
1474382729,7,83
1474382739,6,66
1474382749,4,110
1474382759,5,50
1474382769,6,41
1474382779,3,28
1474382789,4,49
1474382799,8,99
1474382809,3,83
1474382819,4,28
1474382829,4,35
1474382839,6,46
1474382849,5,58
1474382859,8,76
1474382869,5,82
1474382879,9,241
1474382889,6,68
1474382899,3,42
1474382909,4,32
1474382919,4,31
1474382929,8,73
1474382939,3,73
1474382949,3,35
1474382959,3,33
1474382969,4,28
1474382979,4,32
1474382989,5,133
1474382999,4,30
1474383010,7,102
1474383020,5,43
1474383030,3,27
1474383040,6,117
1474383050,5,54
1474383060,9,246
1474383070,10,92
1474383080,2,68
1474383090,10,81
1474383100,9,134
1474383110,10,123
1474383120,11,141
1474383130,5,107
1474383140,3,31
1474383150,5,57
1474383160,6,92
1474383170,7,67
1474383180,8,103
1474383190,3,41
1474383200,7,72
1474383210,6,206
1474383220,4,47
1474383230,4,27
1474383240,2,34
1474383250,2,21
1474383260,4,30
1474383270,5,38
1474383280,5,50
1474383290,7,68
1474383300,8,113
1474383310,4,48
1474383320,8,103
1474383330,1,34
1474383340,7,115
1474383350,5,63
1474383360,7,86
1474383370,6,50
1474383380,5,44
1474383390,6,64
1474383400,4,45
1474383410,4,61
1474383420,4,38
1474383430,6,82
1474383440,4,38
1474383450,4,36
1474383460,3,38
1474383470,5,43
1474383480,9,133
1474383490,4,75
1474383500,8,158
1474383510,6,56
1474383520,5,54
1474383530,5,50
1474383540,3,31
1474383550,5,36
1474383560,2,45
1474383570,8,90
1474383580,7,70
1474383590,2,44
1474383600,7,76
1474383610,3,43
1474383620,5,48
1474383630,6,66
1474383640,8,62
1474383650,2,29
1474383660,7,69
1474383670,6,143
1474383680,4,44
1474383690,2,26
1474383700,5,70
1474383710,10,130
1474383720,6,65
1474383730,6,64
1474383740,7,158
1474383750,4,36
1474383760,8,120
1474383770,9,155
1474383780,9,150
1474383790,4,110
1474383800,5,46
1474383810,4,36
1474383820,6,101
1474383830,4,56
1474383840,5,43
1474383850,4,52
1474383860,9,84
1474383870,6,73
1474383880,4,26
1474383890,6,128
1474383900,6,79
1474383910,2,38
1474383920,5,41
1474383930,6,459
1474383940,7,74
1474383950,6,105
1474383960,6,56
1474383970,8,84
1474383980,5,78
1474383990,7,82
1474384000,6,76
1474384010,4,66
1474384020,4,50
1474384030,4,22
1474384041,5,95
1474384051,5,44
1474384061,7,69
1474384071,2,31
1474384081,7,107
1474384091,1,46
1474384101,4,22
1474384111,3,26
1474384121,4,41
1474384131,5,81
1474384141,3,23
1474384151,3,21
1474384161,5,84
1474384171,5,45
1474384181,3,25
1474384191,2,30
1474384201,5,48
1474384211,6,45
1474384221,6,58
1474384231,4,44
1474384241,7,98
1474384251,2,27
1474384261,9,87
1474384271,2,49
1474384281,4,33
1474384291,4,32
1474384301,2,31
1474384311,3,19
1474384321,6,83
1474384331,5,55
1474384341,5,77
1474384351,8,77
1474384361,4,79
1474384371,6,61
1474384381,5,56
1474384391,6,60
1474384401,3,46
1474384411,5,39
1474384421,1,19
1474384431,2,14
1474384441,6,51
1474384451,10,211
1474384461,4,39
1474384471,3,44
1474384481,7,73
1474384491,6,51
1474384501,5,39
1474384511,5,50
1474384521,6,140
1474384531,5,54
1474384541,5,61
1474384551,10,307
1474384561,4,60
1474384571,3,55
1474384581,5,37
1474384591,1,27
1474384601,6,86
1474384611,9,174
1474384621,3,176
1474384631,10,107
1474384641,5,150
1474384651,6,44
1474384661,9,202
1474384671,5,136
1474384681,5,37
1474384691,3,49
1474384701,8,74
1474384711,5,51
1474384721,7,89
1474384731,4,49
1474384741,1,17
1474384751,5,53
1474384761,3,37
1474384771,6,125
1474384781,6,77
1474384791,10,143
1474384801,3,52
1474384811,3,25
1474384821,3,31
1474384831,9,207
1474384841,6,76
1474384851,11,361
1474384861,6,68
1474384871,2,51
1474384881,14,170
1474384891,5,119
1474384901,6,61
1474384911,4,31
1474384921,6,65
1474384931,6,59
1474384941,6,74
1474384951,4,39
1474384961,6,63
1474384971,4,60
1474384981,7,114
1474384991,5,55
1474385001,5,81
1474385011,3,24
1474385021,5,42
1474385031,5,126
1474385041,4,34
1474385051,6,45
1474385061,5,74
1474385071,5,70
1474385081,9,94
1474385091,6,113
1474385102,9,131
1474385112,8,82
1474385122,7,84
1474385132,6,53
1474385142,2,33
1474385152,3,20
1474385162,5,195
1474385172,7,119
1474385182,9,302
1474385192,2,28
1474385202,7,63
1474385212,5,52
1474385222,4,60
1474385232,2,22
1474385242,2,19
1474385252,4,32
1474385262,11,245
1474385272,4,61
1474385282,7,179
1474385292,2,32
1474385302,5,58
1474385312,9,98
1474385322,6,67
1474385332,1,29
1474385342,6,72
1474385352,2,26
1474385362,7,71
1474385372,12,192
1474385382,6,168
1474385392,4,45
1474385402,4,30
1474385412,2,29
1474385422,3,27
1474385432,10,94
1474385442,9,120
1474385452,7,137
1474385462,2,31
1474385472,6,45
1474385482,9,94
1474385492,9,126
1474385502,6,66
1474385512,9,132
1474385522,3,74
1474385532,5,61
1474385542,7,81
1474385552,8,64
1474385562,6,253
1474385572,8,83
1474385582,8,163
1474385592,2,42
1474385602,8,70
1474385612,1,28
1474385622,2,18
1474385632,5,62
1474385642,8,64
1474385652,6,87
1474385662,9,149
1474385672,4,133
1474385682,8,81
1474385692,8,108
1474385702,5,72
1474385712,1,21
1474385722,4,31
1474385732,7,90
1474385742,7,77
1474385752,1,18
1474385762,9,87
1474385772,6,90
1474385782,10,112
1474385792,6,109
1474385802,3,39
1474385812,5,45
1474385822,8,163
1474385832,6,85
1474385842,6,102
1474385852,6,39
1474385862,6,123
1474385872,5,64
1474385882,8,65
1474385892,8,112
1474385902,5,48
1474385912,8,106
1474385922,9,105
1474385932,6,109
1474385942,4,45
1474385952,8,132
1474385962,3,44
1474385972,5,36
1474385982,7,133
1474385992,7,72
1474386002,6,105
1474386012,4,48
1474386022,4,34
1474386032,4,38
1474386042,6,48
1474386052,10,145
1474386062,6,63
1474386072,6,66
1474386082,4,69
1474386092,6,45
1474386102,3,63
1474386112,5,37
1474386123,4,45
1474386133,7,123
1474386143,5,82
1474386153,8,137
1474386163,4,43
1474386173,5,34
1474386183,6,65
1474386193,6,227
1474386203,6,103
1474386213,4,33
1474386223,4,34
1474386233,6,44
1474386243,8,108
1474386253,8,127
1474386263,5,47
1474386273,6,58
1474386283,7,73
1474386293,5,74
1474386303,6,67
1474386313,2,37
1474386323,6,49
1474386333,9,83
1474386343,7,89
1474386353,6,51
1474386363,4,50
1474386373,7,54
1474386383,6,66
1474386393,5,60
1474386403,5,36
1474386413,9,126
1474386423,4,94
1474386433,8,68
1474386443,2,29
1474386453,4,31
1474386463,6,121
1474386473,5,51
1474386483,5,70
1474386493,4,124
1474386503,4,24
1474386513,10,132
1474386523,6,100
1474386533,3,35
1474386543,4,29
1474386553,11,153
1474386563,6,65
1474386573,4,30
1474386583,3,42
1474386593,3,49
1474386603,5,53
1474386613,3,109
1474386623,6,74
1474386633,5,57
1474386643,5,45
1474386653,2,46
1474386663,1,23
1474386673,3,14
1474386683,12,165
1474386693,6,136
1474386703,5,60
1474386713,6,76
1474386723,5,69
1474386733,7,70
1474386743,8,109
1474386753,1,58
1474386763,1,22
1474386773,6,161
1474386783,4,28
1474386793,5,50
1474386803,8,295
1474386813,6,220
1474386823,8,90
1474386833,3,46
1474386843,8,131
1474386853,6,91
1474386863,4,40
1474386873,4,26
1474386883,2,21
1474386893,10,105
1474386903,8,85
1474386913,5,77
1474386923,9,113
1474386933,4,44
1474386943,4,43
1474386953,3,29
1474386963,7,97
1474386973,4,38
1474386983,8,93
1474386993,2,52
1474387003,5,51
1474387013,4,95
1474387023,10,145
1474387033,3,58
1474387043,7,67
1474387053,7,112
1474387063,1,30
1474387073,3,16
1474387083,7,97
1474387093,6,117
1474387103,9,94
1474387113,4,73
1474387123,6,41
1474387133,3,27
1474387143,7,168
1474387154,8,113
1474387164,8,216
1474387174,4,33
1474387184,2,24
1474387194,7,61
1474387204,10,145
1474387214,4,41
1474387224,2,32
1474387234,2,17
1474387244,7,106
1474387254,2,123
1474387264,8,151
1474387274,5,39
1474387284,4,43
1474387294,8,89
1474387304,5,59
1474387314,1,34
1474387324,6,42
1474387334,4,34
1474387344,3,26
1474387354,5,60
1474387364,4,50
1474387374,2,20
1474387384,7,61
1474387394,4,100
1474387404,10,186
1474387414,3,129
1474387424,5,31
1474387434,8,73
1474387444,5,51
1474387454,8,155
1474387464,5,65
1474387474,2,30
1474387484,4,27
1474387494,4,30
1474387504,6,52
1474387514,7,68
1474387524,10,102
1474387534,1,75
1474387544,6,37
1474387554,2,52
1474387564,6,62
1474387574,6,63
1474387584,7,67
1474387594,4,34
1474387604,6,83
1474387614,6,62
1474387624,8,116
1474387634,6,45
1474387644,3,36
1474387654,6,107
1474387664,10,199
1474387674,6,50
1474387684,4,55
1474387694,4,26
1474387704,9,76
1474387714,5,66
1474387724,5,42
1474387734,4,47
1474387744,4,42
1474387754,4,51
1474387764,5,45
1474387774,3,27
1474387784,8,87
1474387794,6,51
1474387804,6,88
1474387814,8,79
1474387824,4,51
1474387834,2,33
1474387844,7,96
1474387854,4,36
1474387864,4,45
1474387874,2,30
1474387884,8,99
1474387894,7,110
1474387904,8,164
1474387914,6,52
1474387924,4,36
1474387934,7,54
1474387944,8,89
1474387954,4,57
1474387964,5,48
1474387974,3,35
1474387984,6,72
1474387994,2,43
1474388004,5,51
1474388014,4,41
1474388024,6,85
1474388034,5,53
1474388044,6,64
1474388054,5,40
1474388064,2,41
1474388074,6,137
1474388084,6,99
1474388094,3,65
1474388104,5,56
1474388114,7,258
1474388124,5,65
1474388134,8,137
1474388144,10,177
1474388154,2,77
1474388164,1,14
1474388174,11,154
1474388184,6,109
1474388195,5,57
1474388205,7,79
1474388215,2,25
1474388225,3,24
1474388235,7,55
1474388245,8,109
1474388255,3,39
1474388265,4,38
1474388275,6,49
1474388285,7,95
1474388295,4,50
1474388305,4,59
1474388315,2,19
1474388325,9,150
1474388335,8,152
1474388345,6,103
1474388355,3,31
1474388365,5,81
1474388375,5,85
1474388385,4,53
1474388395,6,44
1474388405,3,51
1474388415,6,102
1474388425,5,67
1474388435,6,117
1474388445,4,32
1474388455,7,98
1474388465,6,67
1474388475,5,45
1474388485,4,37
1474388495,6,66
1474388505,7,108
1474388515,8,119
1474388525,8,56
1474388535,3,89
1474388545,8,90
1474388555,6,111
1474388565,3,71
1474388575,7,58
1474388585,2,48
1474388595,5,48
1474388605,5,40
1474388615,3,36
1474388625,6,68
1474388635,5,53
1474388645,6,59
1474388655,4,34
1474388665,6,142
1474388675,9,177
1474388685,4,173
1474388695,4,25
1474388705,10,105
1474388715,5,68
1474388725,9,172
1474388735,5,60
1474388745,6,143
1474388755,5,69
1474388765,6,96
1474388775,10,382
1474388785,3,81
1474388795,10,124
1474388805,4,69
1474388815,4,25
1474388825,4,68
1474388835,9,126
1474388845,4,39
1474388855,7,77
1474388865,5,47
1474388875,4,105
1474388885,6,67
1474388895,1,40
1474388905,5,43
1474388915,3,48
1474388925,2,21
1474388935,4,23
1474388945,5,54
1474388955,11,363
1474388965,5,111
1474388975,4,36
1474388985,2,28
1474388995,2,24
1474389005,9,130
1474389015,13,151
1474389025,5,71
1474389035,11,160
1474389045,6,98
1474389055,8,144
1474389065,7,69
1474389075,5,48
1474389085,5,58
1474389095,6,55
1474389105,4,26
1474389115,4,49
1474389125,4,32
1474389135,3,31
1474389145,6,89
1474389155,4,38
1474389165,4,32
1474389175,0,0
1474389185,3,16
1474389195,7,58
1474389205,6,81
1474389215,5,50
1474389226,5,73
1474389236,7,101
1474389246,7,105
1474389256,6,88
1474389266,7,64
1474389276,4,106
1474389286,2,27
1474389296,7,198
1474389306,8,106
1474389316,1,21
1474389326,4,23
1474389336,3,25
1474389346,10,137
1474389356,11,246
1474389366,4,54
1474389376,7,57
1474389386,5,78
1474389396,7,118
1474389406,4,50
1474389416,5,73
1474389426,4,28
1474389436,7,110
1474389446,8,71
1474389456,8,241
1474389466,8,130
1474389476,6,77
1474389486,5,64
1474389496,6,97
1474389506,4,51
1474389516,5,48
1474389526,3,52
1474389536,5,37
1474389546,5,120
1474389556,5,43
1474389566,6,68
1474389576,11,131
1474389586,7,98
1474389596,3,80
1474389606,5,33
1474389616,8,80
1474389626,8,545
1474389636,8,94
1474389646,4,49
1474389656,7,227
1474389666,6,57
1474389676,3,37
1474389686,10,279
1474389696,5,78
1474389706,6,38
1474389716,6,55
1474389726,2,38
1474389736,2,17
1474389746,7,79
1474389756,10,96
1474389766,5,78
1474389776,5,58
1474389786,7,74
1474389796,5,61
1474389806,5,53
1474389816,5,50
1474389826,5,59
1474389836,6,57
1474389846,8,207
1474389856,8,73
1474389866,3,31
1474389876,3,61
1474389886,4,23
1474389896,5,46
1474389906,5,38
1474389916,4,34
1474389926,3,33
1474389936,3,22
1474389946,3,47
1474389956,11,189
1474389966,4,66
1474389976,9,90
1474389986,4,40
1474389996,3,37
1474390006,4,36
1474390016,6,55
1474390026,4,65
1474390036,6,126
1474390046,4,79
1474390056,3,30
1474390066,3,27
1474390076,6,109
1474390086,9,189
1474390096,6,103
1474390106,4,32
1474390116,2,55
1474390126,6,80
1474390136,5,47
1474390146,7,54
1474390156,5,84
1474390166,6,55
1474390176,8,199
1474390186,6,52
1474390196,5,62
1474390206,4,47
1474390216,3,34
1474390226,2,24
1474390236,6,96
1474390246,2,34
1474390256,5,51
1474390267,3,54
1474390277,2,24
1474390287,7,54
1474390297,5,40
1474390307,7,95
1474390317,6,66
1474390327,4,55
1474390337,3,23
1474390347,4,32
1474390357,8,104
1474390367,5,65
1474390377,6,56
1474390387,5,56
1474390397,8,88
1474390407,6,59
1474390417,8,140
1474390427,2,21
1474390437,0,0
1474390447,2,10
1474390457,4,37
1474390467,8,107
1474390477,7,53
1474390487,6,59
1474390497,7,160
1474390507,6,85
1474390517,4,28
1474390527,5,86
1474390537,8,133
1474390547,7,104
1474390557,6,115
1474390567,7,88
1474390577,8,96
1474390587,5,60
1474390597,5,53
1474390607,5,50
1474390617,7,112
1474390627,3,75
1474390637,10,104
1474390647,2,27
1474390657,5,46
1474390667,8,194
1474390677,5,73
1474390687,5,82
1474390697,5,90
1474390707,6,132
1474390717,6,121
1474390727,6,197
1474390737,5,47
1474390747,3,75
1474390757,4,27
1474390767,5,79
1474390777,9,108
1474390787,6,166
1474390797,2,25
1474390807,5,41
1474390817,6,83
1474390827,7,74
1474390837,5,52
1474390847,5,106
1474390857,6,49
1474390867,5,106
1474390877,2,28
1474390887,1,15
1474390897,6,51
1474390907,5,56
1474390917,5,109
1474390927,3,35
1474390937,3,20
1474390947,7,72
1474390957,4,35
1474390967,2,24
1474390977,4,24
1474390987,3,57
1474390997,4,34
1474391007,4,38
1474391017,7,236
1474391027,6,91
1474391037,4,34
1474391047,3,65
1474391057,5,36
1474391067,4,30
1474391077,4,36
1474391087,8,119
1474391097,4,33
1474391107,2,28
1474391117,7,155
1474391127,11,249
1474391137,2,64
1474391147,12,275
1474391157,4,35
1474391167,4,79
1474391177,7,60
1474391187,4,52
1474391197,4,38
1474391207,9,212
1474391217,7,274
1474391227,5,45
1474391237,8,100
1474391247,10,121
1474391257,7,119
1474391267,5,65
1474391277,8,81
1474391287,6,106
1474391297,0,0
1474391307,6,79
1474391318,2,20
1474391328,4,32
1474391338,10,138
1474391348,1,26
1474391358,7,57
1474391368,6,110
1474391378,3,40
1474391388,5,33
1474391398,9,138
1474391408,11,364
1474391418,5,153
1474391428,4,32
1474391438,6,85
1474391448,3,40
1474391458,8,139
1474391468,5,85
1474391478,2,25
1474391488,4,28
1474391498,5,92
1474391508,1,23
1474391518,7,51
1474391528,4,45
1474391538,6,44
1474391548,4,80
1474391558,10,90
1474391568,7,95
1474391578,8,149
1474391588,6,72
1474391598,5,118
1474391608,8,54
1474391618,5,100
1474391628,5,39
1474391638,5,41
1474391648,6,69
1474391658,6,99
1474391668,5,64
1474391678,8,107
1474391688,5,141
1474391698,5,56
1474391708,4,44
1474391718,8,101
1474391728,6,80
1474391738,6,71
1474391748,8,103
1474391758,8,66
1474391768,7,64
1474391778,6,85
1474391788,7,105
1474391798,4,35
1474391808,9,90
1474391818,6,83
1474391828,8,71
1474391838,4,50
1474391848,6,65
1474391858,6,82
1474391868,5,43
1474391878,6,85
1474391888,5,52
1474391898,2,18
1474391908,9,150
1474391918,4,43
1474391928,8,199
1474391938,5,115
1474391948,6,41
1474391958,2,35
1474391968,10,102
1474391978,6,90
1474391988,2,34
1474391998,3,28
1474392008,8,117
1474392018,5,62
1474392028,3,37
1474392038,3,24
1474392048,8,94
1474392058,7,119
1474392068,3,144
1474392078,5,44
1474392088,7,50
1474392098,5,51
1474392108,4,48
1474392118,5,46
1474392128,5,53
1474392138,3,36
1474392148,5,92
1474392158,7,75
1474392168,7,81
1474392178,3,36
1474392188,6,45
1474392198,4,35
1474392208,3,46
1474392218,4,31
1474392228,4,29
1474392238,4,43
1474392248,5,62
1474392258,2,44
1474392268,1,17
1474392278,5,40
1474392288,8,90
1474392298,6,93
1474392308,6,65
1474392318,4,52
1474392328,4,28
1474392338,8,66
1474392348,5,74
1474392359,4,34
1474392369,5,40
1474392379,2,32
1474392389,8,193
1474392399,6,68
1474392409,4,49
1474392419,9,176
1474392429,8,125
1474392439,5,44
1474392449,5,44
1474392459,5,57
1474392469,4,50
1474392479,5,93
1474392489,7,95
1474392499,7,88
1474392509,5,48
1474392519,4,35
1474392529,5,70
1474392539,2,40
1474392549,5,60
1474392559,6,47
1474392569,7,114
1474392579,10,166
1474392589,5,59
1474392599,7,73
1474392609,5,46
1474392619,8,69
1474392629,4,67
1474392639,4,37
1474392649,8,182
1474392659,3,58
1474392669,8,70
1474392679,1,25
1474392689,2,21
1474392699,7,122
1474392709,4,73
1474392719,3,27
1474392729,3,20
1474392739,2,23
1474392749,5,45
1474392759,8,87
1474392769,3,46
1474392779,7,61
1474392789,6,84
1474392799,5,43
1474392809,2,55
1474392819,5,54
1474392829,10,216
1474392839,1,27
1474392849,4,31
1474392859,4,38
1474392869,6,55
1474392879,6,78
1474392889,5,78
1474392899,4,30
1474392909,3,109
1474392919,4,25
1474392929,4,39
1474392939,6,35
1474392949,4,67
1474392959,2,23
1474392969,6,55
1474392979,6,72
1474392989,4,31
1474392999,3,35
1474393009,3,24
1474393019,2,23
1474393029,6,62
1474393039,4,79
1474393049,5,90
1474393059,8,202
1474393069,8,132
1474393079,7,51
1474393089,2,44
1474393099,5,45
1474393109,4,68
1474393119,1,15
1474393129,5,121
1474393139,6,45
1474393149,5,58
1474393159,4,45
1474393169,4,46
1474393179,9,153
1474393189,6,124
1474393199,5,59
1474393209,6,68
1474393219,7,80
1474393229,2,29
1474393239,2,19
1474393249,7,111
1474393259,7,248
1474393269,3,48
1474393279,9,278
1474393289,4,55
1474393299,3,26
1474393309,6,95
1474393319,7,132
1474393329,8,192
1474393339,8,68
1474393349,7,119
1474393359,4,56
1474393369,7,73
1474393379,4,30
1474393390,5,75
1474393400,4,65
1474393410,1,22
1474393420,4,20
1474393430,2,23
1474393440,7,75
1474393450,4,40
1474393460,6,52
1474393470,6,92
1474393480,6,96
1474393490,5,42
1474393500,4,40
1474393510,6,62
1474393520,3,47
1474393530,6,47
1474393540,5,51
1474393550,3,33
1474393560,6,67
1474393570,6,105
1474393580,4,65
1474393590,4,38
1474393600,7,66
1474393610,4,53
1474393620,7,101
1474393630,12,148
1474393640,6,56
1474393650,6,79
1474393660,7,66
1474393670,5,72
1474393680,4,30
1474393690,6,61
1474393700,1,28
1474393710,2,18
1474393720,7,88
1474393730,10,193
1474393740,6,73
1474393750,4,31
1474393760,4,64
1474393770,4,26
1474393780,7,106
1474393790,6,138
1474393800,6,64
1474393810,7,69
1474393820,2,45
1474393830,8,140
1474393840,4,66
1474393850,5,46
1474393860,3,76
1474393870,5,66
1474393880,6,44
1474393890,6,49
1474393900,6,52
1474393910,7,74
1474393920,4,30
1474393930,3,53
1474393940,4,24
1474393950,4,33
1474393960,9,124
1474393970,7,60
1474393980,2,37
1474393990,5,49
1474394000,6,108
1474394010,1,23
1474394020,12,205
1474394030,7,63
1474394040,4,49
1474394050,4,41
1474394060,5,38
1474394070,4,42
1474394080,5,56
1474394090,3,26
1474394100,4,32
1474394110,8,92
1474394120,2,32
1474394130,9,168
1474394140,3,36
1474394150,8,112
1474394160,2,40
1474394170,7,52
1474394180,2,36
1474394190,4,28
1474394200,5,36
1474394210,4,43
1474394220,5,44
1474394230,6,50
1474394240,7,172
1474394250,4,31
1474394260,4,54
1474394270,3,36
1474394280,4,43
1474394290,8,87
1474394300,4,39
1474394310,5,55
1474394320,1,34
1474394330,8,129
1474394340,5,91
1474394350,4,40
1474394360,5,73
1474394370,4,34
1474394380,7,82
1474394390,4,45
1474394400,3,27
1474394410,5,37
1474394420,5,76
1474394431,7,54
1474394441,3,46
1474394451,4,37
1474394461,6,226
1474394471,5,40
1474394481,7,72
1474394491,6,60
1474394501,4,80
1474394511,6,47
1474394521,4,50
1474394531,5,115
1474394541,4,54
1474394551,6,117
1474394561,8,88
1474394571,4,32
1474394581,5,153
1474394591,11,98
1474394601,2,28
1474394611,3,25
1474394621,9,91
1474394631,4,57
1474394641,8,107
1474394651,5,57
1474394661,3,26
1474394671,6,43
1474394681,4,51
1474394691,4,38
1474394701,5,42
1474394711,12,121
1474394721,3,99
1474394731,6,46
1474394741,3,71
1474394751,2,20
1474394761,2,18
1474394771,3,27
1474394781,8,213
1474394791,7,139
1474394801,1,32
1474394811,3,21
1474394821,4,29
1474394831,3,32
1474394841,10,127
1474394851,4,70
1474394861,10,222
1474394871,9,299
1474394881,3,36
1474394891,5,38
1474394901,4,81
1474394911,5,49
1474394921,8,58
1474394931,5,115
1474394941,5,131
1474394951,4,25
1474394961,7,150
1474394971,3,24
1474394981,1,14
1474394991,8,165
1474395001,9,88
1474395011,4,76
1474395021,7,63
1474395031,6,162
1474395041,4,41
1474395051,0,0
1474395061,6,49
1474395071,7,106
1474395081,4,41
1474395091,2,21
1474395101,5,50
1474395111,4,31
1474395121,4,57
1474395131,10,155
1474395141,5,58
1474395151,9,134
1474395161,7,104
1474395171,6,145
1474395181,4,131
1474395191,6,69
1474395201,5,61
1474395211,9,72
1474395221,3,51
1474395231,10,149
1474395241,8,114
1474395251,9,90
1474395261,6,71
1474395271,8,156
1474395281,7,139
1474395291,10,249
1474395301,8,65
1474395311,6,101
1474395321,6,56
1474395331,2,34
1474395341,10,151
1474395351,4,55
1474395361,7,81
1474395371,7,57
1474395381,4,50
1474395391,6,125
1474395401,6,103
1474395411,2,24
1474395421,5,39
1474395431,2,57
1474395441,5,65
1474395452,9,86
1474395462,8,136
1474395472,5,55
1474395482,3,41
1474395492,9,179
1474395502,6,119
1474395512,2,37
1474395522,4,44
1474395532,2,22
1474395542,5,37
1474395552,5,80
1474395562,8,56
1474395572,6,139
1474395582,8,74
1474395592,5,95
1474395602,8,145
1474395612,4,98
1474395622,6,56
1474395632,8,61
1474395642,3,47
1474395652,2,18
1474395662,6,63
1474395672,10,99
1474395682,7,104
1474395692,8,83
1474395702,3,73
1474395712,9,104
1474395722,6,65
1474395732,5,158
1474395742,4,27
1474395752,5,47
1474395762,4,33
1474395772,3,37
1474395782,8,83
1474395792,1,28
1474395802,5,37
1474395812,4,30
1474395822,6,77
1474395832,5,55
1474395842,9,130
1474395852,7,89
1474395862,3,41
1474395872,6,88
1474395882,5,41
1474395892,3,37
1474395902,7,73
1474395912,3,32
1474395922,5,60
1474395932,7,73
1474395942,4,50
1474395952,3,27
1474395962,4,67
1474395972,6,77
1474395982,2,27
1474395992,8,153
1474396002,2,62
1474396012,5,41
1474396022,4,38
1474396032,7,52
1474396042,4,43
1474396052,6,83
1474396062,5,76
1474396072,5,61
1474396082,9,91
1474396092,5,74
1474396102,6,63
1474396112,4,49
1474396122,2,23
1474396132,7,165
1474396142,3,40
1474396152,10,108
1474396162,8,97
1474396172,4,83
1474396182,4,38
1474396192,7,104
1474396202,2,47
1474396212,7,139
1474396222,5,43
1474396232,8,109
1474396242,5,139
1474396252,2,22
1474396262,3,19
1474396272,5,45
1474396282,7,70
1474396292,11,100
1474396302,9,108
1474396312,6,78
1474396322,7,80
1474396332,6,57
1474396342,9,96
1474396352,7,130
1474396362,3,33
1474396372,5,55
1474396382,4,26
1474396392,8,94
1474396402,9,124
1474396412,4,54
