CLICKS, MaxCPM5
1474396422,6,54
1474396432,5,51
1474396442,3,24
1474396452,7,57
1474396463,3,36
1474396473,7,52
1474396483,6,59
1474396493,2,35
1474396503,11,140
1474396513,4,63
1474396523,5,34
1474396533,4,38
1474396543,10,83
1474396553,8,193
1474396563,8,96
1474396573,2,23
1474396583,7,102
1474396593,8,93
1474396603,5,73
1474396613,7,99
1474396623,3,41
1474396633,4,38
1474396643,7,66
1474396653,9,273
1474396663,9,93
1474396673,5,61
1474396683,4,34
1474396693,3,52
1474396703,4,29
1474396713,2,21
1474396723,7,61
1474396733,5,46
1474396743,6,83
1474396753,0,0
1474396763,3,18
1474396773,4,24
1474396783,6,52
1474396793,4,50
1474396803,2,33
1474396813,7,138
1474396823,6,53
1474396833,6,97
1474396843,8,94
1474396853,7,91
1474396863,7,103
1474396873,4,71
1474396883,7,72
1474396893,7,63
1474396903,3,49
1474396913,5,53
1474396923,6,46
1474396933,3,49
1474396943,7,130
1474396953,6,110
1474396963,4,74
1474396973,11,182
1474396983,3,75
1474396993,7,67
1474397003,7,75
1474397013,6,131
1474397023,10,107
1474397033,5,49
1474397043,2,38
1474397053,6,39
1474397063,10,108
1474397073,3,125
1474397083,5,35
1474397093,6,57
1474397103,4,69
1474397113,4,30
1474397123,4,30
1474397133,6,42
1474397143,4,76
1474397153,6,53
1474397163,7,123
1474397173,6,58
1474397183,5,52
1474397193,1,44
1474397203,2,15
1474397213,3,22
1474397223,5,81
1474397233,4,60
1474397243,2,33
1474397253,2,19
1474397263,7,41
1474397273,9,178
1474397283,4,83
1474397293,5,51
1474397303,3,58
1474397313,6,52
1474397323,4,69
1474397333,6,98
1474397343,4,34
1474397353,4,36
1474397363,7,76
1474397373,3,33
1474397383,5,44
1474397393,7,384
1474397403,4,30
1474397413,6,66
1474397423,5,97
1474397433,4,69
1474397443,4,29
1474397453,5,34
1474397463,7,60
1474397473,6,72
1474397483,6,289
1474397493,8,167
1474397503,2,28
1474397514,4,32
1474397524,5,64
1474397534,2,45
1474397544,4,59
1474397554,7,77
1474397564,4,43
1474397574,6,58
1474397584,8,108
1474397594,1,26
1474397604,7,45
1474397614,7,82
1474397624,2,21
1474397634,6,83
1474397644,2,34
1474397654,7,54
1474397664,4,48
1474397674,9,98
1474397684,2,44
1474397694,5,55
1474397704,8,153
1474397714,3,39
1474397724,7,77
1474397734,9,85
1474397744,5,74
1474397754,8,61
1474397764,9,133
1474397774,4,29
1474397784,2,44
1474397794,4,20
1474397804,4,48
1474397814,7,51
1474397824,2,39
1474397834,5,56
1474397844,5,49
1474397854,5,46
1474397864,10,90
1474397874,6,61
1474397884,5,104
1474397894,2,35
1474397904,4,27
1474397914,4,40
1474397924,9,94
1474397934,7,95
1474397944,8,93
1474397954,4,64
1474397964,7,102
1474397974,7,59
1474397984,6,126
1474397994,1,28
1474398004,6,60
1474398014,8,262
1474398024,3,23
1474398034,7,60
1474398044,8,95
1474398054,3,58
1474398064,6,95
1474398074,3,39
1474398084,9,165
1474398094,7,93
1474398104,5,40
1474398114,3,69
1474398124,10,260
1474398134,7,125
1474398144,6,136
1474398154,8,133
1474398164,2,69
1474398174,4,24
1474398184,4,37
1474398194,8,188
1474398204,3,46
1474398214,5,36
1474398224,5,43
1474398234,6,56
1474398244,5,69
1474398254,3,66
1474398264,4,17
1474398274,2,65
1474398284,3,24
1474398294,10,109
1474398304,3,44
1474398314,5,39
1474398324,6,72
1474398334,6,86
1474398344,8,237
1474398354,7,137
1474398364,3,54
1474398374,8,93
1474398384,3,42
1474398394,5,54
1474398404,6,100
1474398414,4,33
1474398424,5,44
1474398434,7,62
1474398444,5,61
1474398454,3,25
1474398464,8,89
1474398474,3,46
1474398484,5,48
1474398494,5,46
1474398504,5,64
1474398514,1,20
1474398524,7,69
1474398535,4,46
1474398545,4,54
1474398555,5,44
1474398565,5,61
1474398575,6,68
1474398585,3,60
1474398595,2,16
1474398605,7,82
1474398615,9,82
1474398625,6,64
1474398635,6,104
1474398645,4,68
1474398655,7,50
1474398665,5,131
1474398675,9,178
1474398685,2,83
1474398695,2,28
1474398705,10,155
1474398715,4,47
1474398725,6,70
1474398735,6,71
1474398745,7,109
1474398755,4,28
1474398765,3,44
1474398775,5,36
1474398785,5,47
1474398795,6,139
1474398805,4,47
1474398815,4,23
1474398825,1,35
1474398835,7,88
1474398845,4,65
1474398855,2,35
1474398865,3,18
1474398875,7,110
1474398885,9,142
1474398895,6,91
1474398905,8,91
1474398915,4,45
1474398925,6,59
1474398935,5,45
1474398945,5,44
1474398955,6,56
1474398965,6,53
1474398975,9,192
1474398985,5,77
1474398995,3,26
1474399005,5,49
1474399015,3,36
1474399025,6,57
1474399035,6,106
1474399045,0,0
1474399055,2,15
1474399065,7,114
1474399075,5,51
1474399085,2,29
1474399095,5,39
1474399105,4,33
1474399115,6,58
1474399125,7,111
1474399135,8,96
1474399145,4,34
1474399155,6,69
1474399165,3,34
1474399175,7,83
1474399185,3,36
1474399195,2,17
1474399205,3,45
1474399215,7,103
1474399225,4,46
1474399235,4,63
1474399245,5,90
1474399255,4,38
1474399265,4,34
1474399275,3,34
1474399285,6,77
1474399295,4,39
1474399305,4,38
1474399315,11,133
1474399325,7,77
1474399335,6,120
1474399345,6,102
1474399355,4,50
1474399365,5,43
1474399375,3,30
1474399385,4,33
1474399395,7,83
1474399405,4,37
1474399415,8,54
1474399425,1,56
1474399435,4,21
1474399445,6,84
1474399455,5,36
1474399465,5,82
1474399475,5,48
1474399485,4,58
1474399495,4,29
1474399505,5,49
1474399515,4,37
1474399525,4,35
1474399535,4,42
1474399545,4,33
1474399555,6,53
1474399565,6,89
1474399576,8,123
1474399586,2,24
1474399596,5,33
1474399606,4,44
1474399616,5,43
1474399626,5,60
1474399636,4,51
1474399646,9,183
1474399656,5,67
1474399666,5,44
1474399676,6,84
1474399686,8,104
1474399696,11,316
1474399706,6,52
1474399716,6,80
1474399726,7,72
1474399736,2,33
1474399746,5,44
1474399756,4,33
1474399766,7,101
1474399776,6,97
1474399786,6,84
1474399796,4,39
1474399806,6,121
1474399816,4,46
1474399826,6,64
1474399836,4,86
1474399846,6,66
1474399856,3,28
1474399866,6,142
1474399876,6,64
1474399886,3,30
1474399896,6,142
1474399906,6,58
1474399916,4,39
1474399926,1,31
1474399936,5,36
1474399946,3,35
1474399956,3,24
1474399966,6,102
1474399976,5,66
1474399986,4,50
1474399996,9,180
1474400006,5,55
1474400016,6,45
1474400026,4,55
1474400036,5,54
1474400046,5,58
1474400056,3,45
1474400066,4,34
1474400076,9,118
1474400086,1,22
1474400096,3,22
1474400106,7,61
1474400116,5,46
1474400126,7,68
1474400136,4,68
1474400146,4,48
1474400156,4,23
1474400166,5,65
1474400176,12,176
1474400186,6,233
1474400196,5,50
1474400206,5,62
1474400216,7,217
1474400226,6,169
1474400236,6,54
1474400246,8,110
1474400256,7,79
1474400266,1,31
1474400276,8,63
1474400286,5,175
1474400296,5,61
1474400306,2,30
1474400316,4,19
1474400326,2,19
1474400336,5,35
1474400346,3,36
1474400356,3,24
1474400366,2,23
1474400376,5,52
1474400386,4,37
1474400396,6,71
1474400406,5,90
1474400416,13,172
1474400426,2,103
1474400436,6,64
1474400446,6,65
1474400456,6,70
1474400466,6,58
1474400476,4,35
1474400486,5,42
1474400496,4,31
1474400506,5,83
1474400516,2,39
1474400526,6,72
1474400536,4,39
1474400546,2,37
1474400556,6,68
1474400566,6,63
1474400576,6,54
1474400586,3,54
1474400596,5,62
1474400607,4,44
1474400617,7,100
1474400627,4,39
1474400637,4,30
1474400647,2,21
1474400657,4,29
1474400667,2,33
1474400677,5,58
1474400687,3,26
1474400697,2,28
1474400707,8,80
1474400717,6,48
1474400727,11,370
1474400737,4,103
1474400747,6,83
1474400757,6,65
1474400767,2,35
1474400777,3,18
1474400787,8,80
1474400797,4,65
1474400807,8,153
1474400817,10,177
1474400827,4,111
1474400837,2,24
1474400847,5,30
1474400857,6,66
1474400867,3,34
1474400877,6,86
1474400887,2,26
1474400897,9,121
1474400907,6,81
1474400917,4,36
1474400927,4,70
1474400937,8,68
1474400947,5,62
1474400957,4,36
1474400967,10,102
1474400977,5,101
1474400987,5,56
1474400997,5,66
1474401007,3,51
1474401017,3,26
1474401027,4,30
1474401037,3,21
1474401047,4,34
1474401057,5,48
1474401067,4,43
1474401077,5,44
1474401087,10,290
1474401097,5,53
1474401107,8,105
1474401117,4,33
1474401127,8,124
1474401137,5,51
1474401147,5,67
1474401157,6,111
1474401167,6,54
1474401177,5,85
1474401187,4,34
1474401197,2,24
1474401207,2,21
1474401217,2,19
1474401227,2,12
1474401237,7,123
1474401247,3,81
1474401257,4,27
1474401267,5,34
1474401277,5,58
1474401287,5,78
1474401297,2,32
1474401307,7,75
1474401317,1,47
1474401327,7,41
1474401337,7,236
1474401347,2,34
1474401357,4,23
1474401367,5,53
1474401377,8,62
1474401387,4,39
1474401397,7,91
1474401407,4,50
1474401417,6,51
1474401427,7,82
1474401437,4,78
1474401447,6,270
1474401457,11,419
1474401467,3,57
1474401477,5,39
1474401487,3,21
1474401497,5,93
1474401507,4,25
1474401517,6,72
1474401527,7,81
1474401537,2,24
1474401547,4,40
1474401557,7,94
1474401567,3,22
1474401577,5,49
1474401587,9,111
1474401597,6,81
1474401607,4,52
1474401617,6,98
1474401627,6,55
1474401637,6,100
1474401647,3,32
1474401657,3,31
1474401668,2,28
1474401678,5,35
1474401688,5,56
1474401698,6,82
1474401708,3,29
1474401718,9,98
1474401728,6,72
1474401738,3,39
1474401748,7,79
1474401758,5,55
1474401768,2,37
1474401778,3,20
1474401788,10,137
1474401798,6,99
1474401808,3,33
1474401818,4,26
1474401828,1,22
1474401838,7,64
1474401848,3,85
1474401858,4,52
1474401868,3,33
1474401878,2,17
1474401888,2,14
1474401898,8,67
1474401908,7,62
1474401918,6,59
1474401928,3,41
1474401938,7,67
1474401948,3,40
1474401958,7,52
1474401968,4,67
1474401978,3,29
1474401988,4,28
1474401998,5,54
1474402008,5,38
1474402018,4,46
1474402028,5,48
1474402038,4,37
1474402048,7,71
1474402058,4,67
1474402068,7,63
1474402078,8,142
1474402088,5,65
1474402098,3,26
1474402108,8,74
1474402118,8,92
1474402128,5,117
1474402138,3,38
1474402148,6,112
1474402158,6,50
1474402168,3,60
1474402178,1,21
1474402188,0,0
1474402198,14,266
1474402208,6,67
1474402218,2,58
1474402228,2,24
1474402238,4,19
1474402248,3,47
1474402258,4,36
1474402268,7,90
1474402278,4,33
1474402288,2,24
1474402298,6,52
1474402308,3,26
1474402318,6,59
1474402328,4,37
1474402338,2,24
1474402348,5,38
1474402358,6,55
1474402368,6,79
1474402378,5,67
1474402388,8,99
1474402398,3,54
1474402408,3,34
1474402418,7,58
1474402428,5,82
1474402438,5,45
1474402448,6,57
1474402458,2,24
1474402468,4,33
1474402478,6,223
1474402488,5,43
1474402498,3,50
1474402508,4,30
1474402518,3,31
1474402528,4,33
1474402538,7,296
1474402548,7,379
1474402558,4,61
1474402568,4,35
1474402578,8,89
1474402588,5,56
1474402598,6,49
1474402608,2,55
1474402618,5,36
1474402628,3,49
1474402638,7,77
1474402648,4,97
1474402658,3,27
1474402668,5,80
1474402678,1,24
1474402688,5,51
1474402698,4,45
1474402708,8,111
1474402718,4,96
1474402728,3,28
1474402738,1,17
1474402749,5,45
1474402759,8,105
1474402769,7,67
1474402779,6,95
1474402789,6,59
1474402799,7,58
1474402809,10,119
1474402819,6,75
1474402829,4,111
1474402839,4,25
1474402849,3,57
1474402859,4,28
1474402869,3,25
1474402879,4,35
1474402889,8,71
1474402899,3,52
1474402909,5,32
1474402919,9,107
1474402929,7,80
1474402939,8,220
1474402949,4,38
1474402959,5,55
