CLICKS, MaxCPM5
1474418493,5,42
1474418504,9,167
1474418514,6,52
1474418524,5,71
1474418534,3,41
1474418544,6,48
1474418554,9,209
1474418564,6,73
1474418574,1,38
1474418584,4,20
1474418594,3,35
1474418604,6,47
1474418614,4,37
1474418624,1,54
1474418634,6,138
1474418644,7,115
1474418654,9,84
1474418664,3,61
1474418674,4,31
1474418684,6,55
1474418694,5,56
1474418704,7,88
1474418714,2,82
1474418724,3,22
1474418734,2,18
1474418744,2,17
1474418754,6,37
1474418764,3,69
1474418774,8,76
1474418784,5,63
1474418794,6,68
1474418804,9,337
1474418814,6,131
1474418824,4,52
1474418834,5,33
1474418844,3,46
1474418854,5,36
1474418864,5,74
1474418874,3,38
1474418884,9,68
1474418894,6,111
1474418904,7,89
1474418914,4,75
1474418924,4,52
1474418934,6,137
1474418944,10,162
1474418954,6,87
1474418964,6,53
1474418974,3,63
1474418984,9,88
1474418994,4,56
1474419004,5,36
1474419014,8,167
1474419024,3,42
1474419034,6,59
1474419044,4,55
1474419054,5,48
1474419064,3,75
1474419074,9,102
1474419084,3,48
1474419094,5,47
1474419104,6,126
1474419114,4,54
1474419124,7,180
1474419134,10,149
1474419144,6,109
1474419154,5,37
1474419164,3,33
1474419174,10,99
1474419184,2,31
1474419194,5,53
1474419204,5,42
1474419214,1,24
1474419224,3,18
1474419234,1,16
1474419244,2,17
1474419254,4,22
1474419264,4,46
1474419274,7,48
1474419284,3,65
1474419294,10,105
1474419304,7,148
1474419314,5,202
1474419324,2,27
1474419334,3,21
1474419344,2,16
1474419354,4,41
1474419364,5,57
1474419374,7,74
1474419384,1,20
1474419394,6,139
1474419404,5,54
1474419414,2,23
1474419424,10,206
1474419434,7,180
1474419444,5,61
1474419454,5,65
1474419464,7,149
1474419474,5,91
1474419484,3,29
1474419494,4,35
1474419504,4,37
1474419514,7,144
1474419524,4,44
1474419534,5,39
1474419544,2,29
1474419555,4,27
1474419565,2,27
1474419575,1,16
1474419585,6,63
1474419595,4,91
1474419605,5,40
1474419615,10,104
1474419625,6,192
1474419635,5,51
1474419645,6,64
1474419655,13,212
1474419665,3,57
1474419675,4,44
1474419685,4,35
1474419695,4,81
1474419705,5,40
1474419715,3,41
1474419725,2,33
1474419735,4,18
1474419745,2,21
1474419755,5,50
1474419765,7,79
1474419775,5,61
1474419785,4,34
1474419795,3,33
1474419805,3,20
1474419815,5,55
1474419825,7,118
1474419835,6,43
1474419845,6,63
1474419855,5,51
1474419865,6,48
1474419875,7,72
1474419885,8,141
1474419895,5,54
1474419905,7,102
1474419915,2,37
1474419925,2,23
1474419935,6,80
1474419945,7,242
1474419955,6,66
1474419965,6,70
1474419975,3,54
1474419985,10,121
1474419995,2,33
1474420005,10,206
1474420015,2,74
1474420025,1,16
1474420035,3,13
1474420045,5,77
1474420055,6,45
1474420065,2,44
1474420075,4,26
1474420085,8,96
1474420095,7,123
1474420105,11,155
1474420115,4,38
1474420125,3,40
1474420135,4,51
1474420145,5,48
1474420155,8,78
1474420165,6,128
1474420175,7,60
1474420185,2,25
1474420195,9,126
1474420205,6,55
1474420215,5,59
1474420225,4,45
1474420235,9,189
1474420245,2,61
1474420255,5,35
1474420265,7,65
1474420275,3,54
1474420285,4,45
1474420295,8,129
1474420305,2,22
1474420315,4,33
1474420325,4,31
1474420335,6,82
1474420345,3,59
1474420355,3,38
1474420365,4,31
1474420375,3,32
1474420385,4,33
1474420395,6,44
1474420405,3,38
1474420415,10,273
1474420425,4,37
1474420435,7,59
1474420445,5,60
1474420455,5,64
1474420465,4,28
1474420475,3,32
1474420485,4,26
1474420495,4,34
1474420505,5,65
1474420515,4,36
1474420525,1,17
1474420535,5,45
1474420545,5,70
1474420555,5,54
1474420565,5,50
1474420575,8,382
1474420585,8,65
1474420595,4,103
1474420606,7,46
1474420616,4,36
1474420626,7,172
1474420636,4,161
1474420646,3,22
1474420656,4,42
1474420666,2,20
1474420676,3,48
1474420686,6,63
1474420696,3,44
1474420706,7,170
1474420716,4,26
1474420726,5,145
1474420736,8,82
1474420746,4,46
1474420756,1,16
1474420766,10,156
1474420776,1,25
1474420786,6,90
1474420796,4,48
1474420806,10,107
1474420816,7,95
1474420826,6,80
1474420836,5,53
1474420846,7,198
1474420856,6,147
1474420866,2,98
1474420876,5,63
1474420886,2,42
1474420896,5,51
1474420906,5,62
1474420916,1,18
1474420926,6,77
1474420936,6,84
1474420946,4,46
1474420956,4,28
1474420966,6,42
1474420976,6,142
1474420986,4,51
1474420996,4,36
1474421006,5,51
1474421016,4,59
1474421026,3,27
1474421036,3,32
1474421046,5,38
1474421056,7,68
1474421066,5,62
1474421076,2,54
1474421086,4,24
1474421096,5,64
1474421106,4,43
1474421116,3,27
1474421126,4,38
1474421136,3,22
1474421146,3,25
1474421156,11,195
1474421166,7,127
1474421176,4,58
1474421186,3,33
1474421196,2,23
1474421206,1,11
1474421216,2,13
1474421226,3,17
1474421236,5,120
1474421246,7,109
1474421256,4,40
1474421266,9,170
1474421276,3,26
1474421286,7,65
1474421296,4,39
1474421306,4,52
1474421316,3,27
1474421326,6,103
1474421336,5,49
1474421346,3,43
1474421356,0,0
1474421366,3,16
1474421376,6,44
1474421386,8,235
1474421396,3,30
1474421406,10,79
1474421416,4,56
1474421426,5,46
1474421436,4,42
1474421446,4,25
1474421456,6,97
1474421466,6,92
1474421476,9,131
1474421486,3,38
1474421496,4,45
1474421506,3,34
1474421516,5,40
1474421526,5,47
1474421536,3,58
1474421546,4,24
1474421556,4,46
1474421566,5,45
1474421576,3,51
1474421586,13,216
1474421596,7,72
1474421606,4,48
1474421616,7,139
1474421626,5,56
1474421636,7,61
1474421647,8,192
1474421657,5,98
1474421667,1,24
1474421677,5,54
1474421687,4,49
1474421697,4,34
1474421707,8,95
1474421717,8,72
1474421727,4,61
1474421737,4,28
1474421747,4,34
1474421757,7,52
1474421767,3,58
1474421777,3,19
1474421787,4,33
1474421797,5,53
1474421807,2,46
1474421817,6,60
1474421827,2,53
1474421837,8,77
1474421847,5,52
1474421857,4,48
1474421867,5,47
1474421877,1,45
1474421887,1,13
1474421897,9,115
1474421907,8,187
1474421917,3,39
1474421927,6,62
1474421937,6,70
1474421947,4,44
1474421957,5,44
1474421967,8,71
1474421977,2,28
1474421987,7,129
1474421997,4,30
1474422007,8,82
1474422017,4,60
1474422027,8,173
1474422037,1,24
1474422047,4,19
1474422057,6,67
1474422067,2,42
1474422077,7,83
1474422087,6,58
1474422097,5,105
1474422107,2,37
1474422117,1,13
1474422127,5,48
1474422137,6,44
1474422147,5,60
1474422157,4,44
1474422167,6,62
1474422177,7,113
1474422187,6,49
1474422197,4,40
1474422207,7,70
1474422217,2,30
1474422227,5,87
1474422237,7,78
1474422247,4,156
1474422257,6,85
1474422267,4,40
1474422277,8,60
1474422287,4,104
1474422297,3,68
1474422307,2,23
1474422317,9,83
1474422327,8,92
1474422337,5,48
1474422347,4,32
1474422357,4,48
1474422367,3,24
1474422377,2,30
1474422387,5,42
1474422397,10,147
1474422407,4,55
1474422417,6,131
1474422427,2,31
1474422437,4,29
1474422447,6,57
1474422457,2,36
1474422467,5,37
1474422477,4,27
1474422487,3,50
1474422497,7,59
1474422507,6,53
1474422517,8,79
1474422527,5,76
1474422537,3,36
1474422547,5,60
1474422557,7,78
1474422567,2,45
1474422577,4,21
1474422587,6,70
1474422597,7,175
1474422607,8,152
1474422617,4,56
1474422627,7,90
1474422637,4,41
1474422647,4,29
1474422657,3,71
1474422667,3,30
1474422677,8,105
1474422687,5,138
1474422698,5,52
1474422708,4,81
1474422718,3,28
1474422728,4,39
1474422738,5,43
1474422748,6,89
1474422758,3,32
1474422768,7,76
1474422778,6,58
1474422788,9,169
1474422798,2,80
1474422808,10,131
1474422818,6,213
1474422828,1,27
1474422838,5,54
1474422848,7,76
1474422858,4,39
1474422868,7,94
1474422878,4,49
1474422888,2,38
1474422898,4,36
1474422908,7,44
1474422918,5,60
1474422928,7,66
1474422938,4,141
1474422948,5,46
1474422958,5,53
1474422968,6,74
1474422978,5,56
1474422988,9,92
1474422998,2,136
1474423008,3,20
1474423018,7,67
1474423028,4,73
1474423038,6,57
1474423048,4,40
1474423058,4,55
1474423068,3,23
1474423078,4,38
1474423088,1,19
1474423098,4,26
1474423108,2,20
1474423118,8,110
1474423128,4,51
1474423138,4,41
1474423148,3,23
1474423158,3,23
1474423168,4,43
1474423178,6,75
1474423188,2,29
1474423198,3,20
1474423208,7,60
1474423218,4,44
1474423228,2,27
1474423238,6,107
1474423248,7,75
1474423258,1,32
1474423268,9,80
1474423278,1,22
1474423288,6,62
1474423298,7,110
1474423308,5,38
1474423318,4,90
1474423328,6,160
1474423338,4,33
1474423348,10,186
1474423358,6,84
1474423368,7,53
1474423378,3,59
1474423388,6,66
1474423398,4,32
1474423408,5,71
1474423418,3,45
1474423428,5,39
1474423438,4,32
1474423448,1,33
1474423458,6,83
1474423468,7,159
1474423478,4,45
1474423488,5,54
1474423498,6,51
1474423508,5,42
1474423518,7,78
1474423528,4,38
1474423538,4,34
1474423548,5,45
1474423558,7,95
1474423568,6,99
1474423578,3,33
1474423588,6,95
1474423598,8,176
1474423608,6,102
1474423618,4,51
1474423628,6,92
1474423638,5,86
1474423648,5,49
1474423658,4,42
1474423668,3,34
1474423678,5,37
1474423688,9,132
1474423698,7,89
1474423708,6,93
1474423718,5,81
1474423728,4,39
1474423738,7,87
1474423748,4,50
1474423759,4,62
1474423769,4,35
1474423779,5,57
1474423789,8,122
1474423799,5,60
1474423809,3,46
1474423819,7,54
1474423829,5,55
1474423839,7,75
1474423849,5,41
1474423859,7,76
1474423869,5,71
1474423879,3,24
1474423889,4,32
1474423899,4,45
1474423909,3,27
1474423919,3,25
1474423929,3,33
1474423939,4,25
1474423949,4,53
1474423959,7,64
1474423969,4,56
1474423979,6,45
1474423989,6,114
1474423999,5,60
1474424009,5,49
1474424019,4,45
1474424029,6,98
1474424039,2,21
1474424049,6,64
1474424059,5,61
1474424069,3,36
1474424079,4,31
1474424089,5,30
1474424099,2,22
1474424109,3,98
1474424119,7,76
1474424129,3,40
1474424139,5,60
1474424149,10,140
1474424159,4,29
1474424169,1,30
1474424179,1,15
1474424189,8,78
1474424199,6,74
1474424209,2,47
1474424219,8,178
1474424229,10,151
1474424239,3,45
1474424249,4,29
1474424259,6,70
1474424269,5,44
1474424279,6,46
1474424289,6,89
1474424299,11,199
1474424309,4,66
1474424319,3,35
1474424329,10,139
1474424339,8,101
1474424349,6,52
1474424359,9,180
1474424369,7,79
1474424379,5,58
1474424389,6,58
1474424399,2,53
1474424409,9,98
1474424419,6,118
1474424429,5,46
1474424439,5,37
1474424449,6,71
1474424459,5,50
1474424469,3,59
1474424479,3,22
1474424489,5,195
1474424499,8,143
1474424509,7,82
1474424519,5,68
1474424529,10,216
1474424539,4,52
1474424549,3,28
1474424559,5,52
1474424569,7,80
1474424579,2,25
1474424589,4,35
1474424599,5,62
1474424609,8,94
1474424619,3,40
1474424629,3,30
1474424639,6,99
1474424649,6,55
1474424659,4,36
1474424669,4,66
1474424679,2,26
1474424689,7,76
1474424699,0,0
1474424709,5,38
1474424719,2,25
1474424729,6,72
1474424739,6,78
1474424749,2,27
1474424759,6,55
1474424769,8,149
1474424780,7,74
1474424790,4,147
1474424800,4,23
1474424810,4,40
1474424820,5,107
1474424830,9,82
1474424840,5,107
1474424850,4,39
1474424860,7,92
1474424870,7,70
1474424880,5,49
1474424890,5,67
1474424900,6,204
1474424910,4,58
1474424920,8,53
1474424930,4,40
1474424940,6,54
1474424950,6,61
1474424960,3,31
1474424970,10,151
1474424980,2,30
1474424990,6,61
1474425000,3,65
1474425010,10,136
1474425020,10,104
1474425030,1,67
1474425040,2,20
1474425050,4,37
1474425060,4,33
1474425070,5,54
1474425080,2,20
1474425090,3,22
1474425100,5,152
1474425110,7,78
1474425120,1,34
1474425130,4,23
1474425140,6,83
1474425150,5,44
1474425160,5,48
1474425170,8,101
1474425180,4,33
1474425190,5,70
1474425200,7,81
1474425210,0,0
1474425220,3,13
1474425230,6,79
1474425240,4,61
1474425250,5,70
1474425260,6,116
1474425270,3,33
1474425280,6,38
1474425290,5,122
1474425300,7,102
1474425310,12,402
1474425320,4,80
1474425330,6,108
1474425340,5,50
1474425350,4,40
1474425360,5,53
1474425370,6,49
1474425380,7,86
1474425390,5,68
1474425400,7,91
1474425410,5,127
1474425420,7,53
1474425430,4,59
1474425440,2,33
1474425450,1,11
1474425460,2,12
1474425470,5,44
1474425480,5,52
1474425490,6,71
1474425500,1,19
1474425510,3,19
1474425520,9,87
1474425530,4,97
1474425540,7,64
1474425550,7,73
1474425560,9,114
1474425570,5,68
1474425580,4,61
1474425590,5,43
1474425600,16,224
1474425610,5,62
1474425620,10,75
1474425630,5,115
1474425640,5,46
1474425650,2,39
1474425660,5,56
1474425670,7,89
1474425680,5,60
1474425690,1,18
1474425700,6,112
1474425710,6,52
1474425720,8,113
1474425730,4,59
1474425740,6,92
1474425750,6,66
1474425760,2,25
1474425770,3,26
1474425780,4,27
1474425790,4,44
1474425800,4,23
1474425810,9,91
1474425820,5,77
1474425831,0,0
1474425841,6,42
1474425851,4,30
1474425861,3,51
1474425871,5,33
1474425881,8,92
1474425891,7,72
1474425901,6,110
1474425911,6,76
1474425921,3,118
1474425931,5,42
1474425941,9,84
1474425951,4,54
1474425961,3,27
1474425971,2,25
1474425981,5,31
1474425991,11,118
1474426001,6,53
1474426011,6,64
1474426021,4,46
1474426031,5,42
1474426041,7,132
1474426051,1,22
1474426061,3,22
1474426071,4,24
1474426081,0,0
1474426091,3,18
1474426101,7,53
1474426111,5,60
1474426121,2,29
1474426131,4,24
1474426141,5,48
1474426151,8,106
1474426161,3,44
1474426171,8,129
1474426181,4,52
1474426191,8,98
1474426201,5,51
1474426211,7,92
1474426221,7,95
1474426231,5,81
1474426241,4,25
1474426251,5,59
1474426261,4,46
1474426271,8,220
1474426281,7,95
1474426291,3,48
1474426301,6,64
1474426311,8,81
1474426321,2,27
1474426331,5,75
1474426341,5,38
1474426351,2,39
1474426361,1,19
1474426371,5,43
1474426381,3,85
1474426391,1,13
1474426401,9,112
1474426411,5,59
1474426421,2,25
1474426431,5,48
1474426441,3,35
1474426451,4,24
1474426461,8,106
1474426471,4,30
1474426481,2,28
1474426491,6,63
1474426501,6,82
1474426511,9,117
1474426521,5,95
1474426531,6,66
1474426541,5,45
1474426551,3,38
1474426561,5,50
1474426571,2,27
1474426581,5,52
1474426591,4,42
1474426601,1,28
1474426611,4,21
1474426621,5,51
1474426631,3,33
1474426641,5,65
1474426651,12,136
1474426661,4,78
1474426671,6,43
1474426681,6,92
1474426691,5,69
1474426701,3,36
1474426711,5,37
1474426721,4,107
1474426731,1,19
1474426741,6,83
1474426751,3,29
1474426761,3,32
1474426771,4,25
1474426781,6,60
1474426791,7,103
1474426801,2,37
1474426811,5,42
1474426821,4,47
1474426831,5,55
1474426841,6,77
1474426851,9,132
1474426861,2,35
1474426871,7,52
1474426882,2,43
1474426892,7,47
1474426902,6,91
1474426912,5,65
1474426922,6,78
1474426932,6,64
1474426942,5,50
1474426952,3,46
1474426962,4,62
1474426972,3,29
1474426982,2,18
1474426992,5,37
1474427002,2,33
1474427012,9,143
1474427022,12,256
1474427032,9,172
1474427042,8,96
1474427052,5,100
1474427062,4,39
1474427072,2,29
1474427082,7,96
1474427092,9,108
1474427102,6,70
1474427112,5,76
1474427122,7,73
1474427132,8,91
1474427142,5,59
1474427152,10,152
1474427162,7,122
1474427172,8,122
1474427182,5,41
1474427192,4,56
1474427202,6,72
1474427212,5,49
1474427222,2,38
1474427232,8,111
1474427242,2,76
1474427252,8,77
1474427262,6,61
1474427272,5,50
1474427282,6,82
1474427292,7,97
1474427302,5,49
1474427312,2,33
1474427322,9,128
1474427332,4,63
1474427342,4,29
1474427352,3,27
1474427362,5,39
1474427372,6,39
1474427382,8,91
1474427392,4,68
1474427402,5,46
1474427412,7,86
1474427422,5,64
1474427432,5,45
1474427442,2,27
1474427452,1,13
1474427462,9,196
1474427472,6,52
1474427482,6,86
1474427492,6,79
1474427502,6,62
1474427512,5,59
1474427522,6,60
1474427532,7,152
1474427542,5,39
1474427552,7,71
1474427562,4,46
1474427572,5,38
1474427582,3,70
1474427592,8,79
1474427602,2,41
1474427612,5,61
1474427622,2,22
1474427632,4,44
1474427642,7,107
1474427652,11,130
1474427662,4,80
1474427672,7,54
1474427682,6,62
1474427692,4,45
1474427702,1,20
1474427712,5,43
1474427722,7,63
1474427732,7,68
1474427742,7,94
1474427752,3,39
1474427762,4,38
1474427772,7,362
1474427782,8,75
1474427792,4,99
1474427802,5,61
1474427812,7,108
1474427822,3,39
1474427832,3,22
1474427842,5,37
1474427852,6,113
1474427862,5,64
1474427872,9,148
1474427882,4,64
1474427892,8,90
1474427902,5,59
1474427912,9,129
1474427923,7,65
1474427933,1,33
1474427943,4,21
1474427953,4,33
1474427963,5,39
1474427973,4,38
1474427983,8,62
1474427993,4,89
1474428003,4,50
1474428013,9,96
1474428023,8,126
1474428033,9,260
1474428043,4,35
1474428053,6,60
1474428063,8,63
1474428073,5,66
1474428083,5,50
1474428093,5,46
1474428103,5,85
1474428113,3,28
1474428123,3,26
1474428133,11,101
1474428143,3,83
1474428153,9,184
1474428163,8,97
1474428173,3,69
1474428183,4,30
1474428193,4,42
1474428203,6,126
1474428213,7,57
1474428223,1,39
1474428233,5,33
1474428243,7,100
1474428253,4,25
1474428263,8,112
1474428273,4,31
1474428283,4,32
1474428293,6,85
1474428303,3,41
1474428313,2,19
1474428323,5,59
1474428333,5,52
1474428343,4,34
1474428353,6,67
1474428363,9,181
1474428373,3,42
1474428383,6,55
1474428393,7,77
1474428403,2,41
1474428413,7,63
1474428423,5,50
1474428433,4,72
1474428443,2,36
1474428453,5,114
1474428463,5,44
1474428473,7,114
1474428483,8,170
1474428493,4,29
1474428503,6,73
1474428513,9,146
1474428523,4,37
1474428533,6,66
1474428543,6,58
1474428553,8,94
1474428563,6,199
1474428573,7,85
1474428583,6,71
1474428593,6,284
1474428603,5,66
1474428613,8,78
1474428623,4,110
1474428633,4,30
1474428643,12,240
1474428653,3,49
1474428663,4,35
1474428673,3,44
1474428683,8,89
1474428693,9,77
1474428703,6,121
1474428713,5,51
1474428723,3,60
1474428733,8,129
1474428743,2,41
1474428753,3,17
1474428763,3,27
1474428773,5,45
1474428783,5,71
1474428793,7,102
1474428803,5,58
1474428813,3,29
1474428823,7,66
1474428833,6,60
1474428843,4,55
1474428853,6,88
1474428863,6,51
1474428873,2,33
1474428883,7,101
1474428893,8,87
1474428903,5,61
1474428913,3,36
1474428923,3,22
1474428933,5,92
1474428943,4,31
1474428954,9,94
1474428964,6,75
1474428974,7,74
1474428984,4,45
1474428994,5,50
1474429004,3,37
1474429014,6,60
1474429024,6,50
1474429034,2,38
1474429044,2,20
1474429054,1,10
1474429064,4,33
1474429074,5,90
1474429084,4,30
1474429094,5,50
1474429104,4,52
1474429114,10,139
1474429124,4,79
1474429134,9,88
1474429144,7,81
1474429154,9,147
1474429164,6,117
1474429174,5,44
1474429184,6,49
1474429194,4,60
1474429204,6,68
1474429214,8,89
1474429224,4,48
1474429234,3,38
1474429244,1,21
1474429254,8,55
1474429264,9,133
1474429274,6,104
1474429284,9,235
1474429294,11,135
1474429304,3,60
1474429314,4,25
1474429324,5,59
1474429334,3,64
1474429344,6,63
1474429354,6,98
1474429364,8,65
1474429374,7,114
1474429384,6,116
1474429394,3,42
1474429404,4,32
1474429414,5,69
1474429424,5,45
1474429434,5,50
1474429444,7,113
1474429454,4,61
1474429464,4,47
1474429474,8,138
1474429484,3,38
1474429494,7,166
1474429504,7,81
1474429514,8,98
1474429524,3,42
1474429534,5,55
1474429544,3,22
1474429554,3,40
1474429564,5,33
1474429574,7,81
1474429584,3,41
1474429594,5,34
1474429604,7,107
1474429614,5,60
1474429624,9,90
1474429634,9,203
1474429644,1,27
1474429654,2,18
1474429664,8,74
1474429674,4,42
1474429684,6,55
1474429694,5,107
1474429704,3,30
1474429714,11,217
1474429724,4,75
1474429734,6,42
1474429744,7,123
1474429754,2,22
1474429764,2,19
1474429774,3,21
1474429784,1,13
1474429794,3,18
1474429804,5,49
1474429814,7,71
1474429824,5,57
1474429834,6,140
1474429844,7,82
1474429854,7,99
1474429864,8,93
1474429874,4,36
1474429884,5,40
1474429894,5,80
1474429904,5,51
1474429914,4,41
1474429924,6,52
1474429934,4,55
1474429944,7,75
1474429954,6,67
1474429964,3,35
1474429974,3,26
1474429985,3,23
1474429995,7,95
1474430005,7,84
1474430015,8,238
1474430025,4,38
1474430035,5,86
1474430045,6,50
1474430055,5,101
1474430065,7,73
1474430075,7,192
1474430085,5,51
1474430095,5,45
1474430105,7,125
1474430115,6,72
1474430125,7,86
1474430135,4,43
1474430145,7,106
1474430155,5,80
1474430165,5,86
1474430175,4,29
1474430185,4,41
1474430195,4,33
1474430205,6,52
1474430215,8,171
1474430225,9,102
1474430235,6,60
1474430245,4,34
1474430255,7,157
1474430265,3,33
1474430275,10,144
1474430285,6,73
1474430295,2,33
1474430305,3,23
1474430315,4,31
1474430325,4,49
1474430335,4,52
1474430345,4,27
1474430355,5,38
1474430365,10,199
1474430375,3,30
1474430385,7,209
1474430395,6,64
1474430405,7,71
1474430415,2,38
1474430425,4,26
1474430435,3,35
1474430445,3,20
1474430455,3,24
1474430465,4,37
1474430475,1,25
1474430485,3,19
1474430495,7,75
1474430505,3,45
1474430515,5,63
1474430525,2,30
1474430535,7,59
1474430545,6,115
1474430555,6,66
1474430565,10,120
1474430575,8,117
1474430585,8,105
1474430595,5,46
1474430605,4,66
1474430615,5,40
1474430625,5,72
1474430635,6,43
1474430645,8,289
1474430655,1,36
1474430665,4,25
1474430675,5,64
1474430685,4,32
1474430695,4,101
1474430705,8,91
1474430715,7,55
1474430725,2,45
1474430735,9,91
1474430745,4,167
1474430755,8,269
1474430765,4,50
1474430775,10,346
1474430785,5,97
1474430795,4,38
1474430805,7,76
1474430815,10,129
1474430825,3,30
1474430835,5,37
1474430845,5,58
1474430855,7,80
1474430865,6,85
1474430875,3,46
1474430885,5,80
1474430895,4,39
1474430905,3,44
1474430915,3,24
1474430925,4,28
1474430935,5,54
1474430945,8,264
1474430955,5,90
1474430965,4,30
1474430975,4,26
1474430985,3,28
1474430995,7,103
1474431005,5,44
1474431015,4,40
1474431026,4,72
1474431036,3,31
1474431046,8,65
1474431056,9,215
1474431066,8,97
1474431076,7,62
1474431086,5,74
1474431096,8,185
1474431106,6,94
1474431116,5,40
1474431126,4,29
1474431136,5,62
1474431146,5,52
1474431156,7,62
1474431166,6,54
1474431176,4,37
1474431186,5,63
1474431196,4,36
1474431206,5,47
1474431216,6,48
1474431226,4,76
1474431236,4,50
1474431246,10,94
1474431256,3,111
1474431266,7,79
1474431276,8,120
1474431286,1,19
1474431296,5,37
1474431306,4,33
1474431316,3,25
1474431326,4,40
1474431336,7,84
1474431346,4,55
1474431356,5,116
1474431366,2,62
1474431376,3,17
1474431386,2,20
1474431396,4,42
1474431406,4,40
1474431416,7,133
1474431426,10,120
1474431436,2,60
1474431446,6,39
1474431456,7,65
1474431466,4,74
1474431476,4,34
1474431486,4,23
1474431496,8,122
1474431506,6,72
1474431516,3,81
1474431526,6,37
1474431536,10,110
1474431546,4,65
1474431556,3,31
1474431566,6,52
1474431576,5,111
1474431586,10,121
1474431596,4,66
1474431606,7,70
1474431616,3,59
1474431626,7,60
1474431636,3,46
1474431646,6,57
1474431656,3,30
1474431666,7,255
1474431676,3,263
1474431686,2,27
1474431696,11,208
1474431706,1,22
1474431716,6,44
1474431726,4,114
1474431736,4,42
1474431746,8,76
1474431756,8,73
1474431766,4,49
1474431776,10,239
1474431786,7,89
1474431796,3,21
1474431806,3,41
1474431816,3,30
1474431826,7,212
1474431836,4,78
1474431846,9,217
1474431856,6,74
1474431866,8,122
1474431876,9,135
1474431886,3,47
1474431896,5,34
1474431906,5,42
1474431916,7,87
1474431926,2,29
1474431936,3,22
1474431946,3,25
1474431956,5,37
1474431966,11,362
1474431976,3,36
1474431986,4,29
1474431996,5,50
1474432006,5,71
1474432016,2,17
1474432026,5,35
1474432036,4,46
1474432046,8,102
1474432056,3,47
1474432066,8,65
1474432077,4,64
1474432087,4,31
1474432097,8,118
1474432107,4,87
1474432117,3,30
1474432127,6,75
1474432137,6,54
1474432147,2,29
1474432157,4,29
1474432167,2,20
1474432177,5,45
1474432187,7,58
1474432197,6,53
1474432207,4,73
1474432217,4,28
1474432227,7,75
1474432237,12,116
1474432247,7,110
1474432257,4,48
1474432267,7,59
1474432277,10,133
1474432287,8,119
1474432297,5,58
1474432307,5,36
1474432317,4,46
1474432327,4,43
1474432337,6,177
1474432347,7,165
1474432357,5,86
1474432367,5,40
1474432377,5,48
1474432387,10,98
1474432397,6,72
1474432407,5,48
1474432417,4,40
1474432427,2,22
1474432437,1,13
1474432447,3,19
1474432457,4,29
1474432467,7,94
1474432477,3,74
1474432487,6,52
1474432497,7,171
1474432507,5,85
1474432517,4,48
1474432527,6,75
1474432537,7,94
1474432547,4,55
1474432557,5,38
1474432567,7,69
1474432577,9,78
1474432587,8,107
1474432597,5,53
1474432607,6,53
1474432617,7,103
1474432627,7,74
1474432637,9,110
1474432647,9,157
1474432657,11,152
1474432667,6,70
1474432677,5,54
1474432687,5,54
1474432697,3,49
1474432707,5,39
1474432717,9,173
1474432727,6,145
1474432737,2,24
1474432747,5,39
1474432757,5,56
1474432767,4,45
1474432777,2,28
1474432787,5,57
1474432797,5,46
1474432807,3,49
1474432817,5,39
1474432827,4,39
1474432837,7,119
1474432847,10,128
1474432857,10,144
1474432867,5,79
1474432877,5,39
1474432887,4,33
1474432897,7,74
1474432907,4,58
1474432917,5,101
1474432927,5,44
1474432937,1,23
1474432947,5,41
1474432957,6,70
1474432967,5,59
1474432977,3,43
1474432987,5,79
1474432997,3,51
1474433007,7,54
1474433017,5,92
1474433027,6,64
1474433037,3,24
1474433047,4,37
1474433057,5,42
1474433067,5,54
1474433077,4,38
1474433087,2,43
1474433097,2,14
1474433108,4,34
1474433118,5,51
1474433128,5,57
1474433138,3,42
1474433148,5,61
1474433158,4,74
1474433168,9,103
1474433178,3,38
1474433188,6,84
1474433198,5,41
1474433208,1,17
1474433218,2,16
1474433228,6,54
1474433238,4,61
1474433248,3,39
1474433258,3,21
1474433268,5,43
1474433278,8,91
1474433288,5,60
1474433298,7,100
1474433308,7,74
1474433318,3,50
1474433328,2,19
1474433338,9,108
1474433348,1,52
1474433358,4,20
1474433368,4,61
1474433378,3,30
1474433388,4,25
1474433398,8,61
1474433408,2,76
1474433418,7,127
1474433428,4,32
1474433438,7,65
1474433448,7,69
1474433458,3,34
1474433468,2,27
1474433478,7,69
1474433488,3,36
1474433498,8,103
1474433508,2,42
1474433518,3,20
1474433528,2,23
1474433538,8,89
1474433548,6,53
1474433558,4,57
1474433568,4,30
1474433578,6,91
1474433588,4,39
1474433598,4,29
1474433608,6,57
1474433618,7,86
1474433628,8,190
1474433638,4,33
1474433648,7,84
1474433658,8,100
1474433668,8,71
1474433678,5,58
1474433688,8,164
1474433698,4,63
1474433708,10,253
1474433718,5,53
1474433728,4,45
1474433738,5,45
1474433748,8,114
1474433758,4,44
1474433768,3,35
1474433778,5,36
1474433788,2,33
1474433798,6,84
1474433808,2,23
1474433818,10,179
1474433828,4,49
1474433838,3,24
1474433848,5,63
1474433858,4,41
1474433868,3,31
1474433878,4,21
1474433888,6,139
1474433898,3,50
1474433908,3,53
1474433918,10,269
1474433928,3,77
1474433938,5,32
1474433948,5,41
1474433958,3,31
1474433968,10,152
1474433978,7,73
1474433988,8,97
1474433998,1,33
1474434008,5,48
1474434018,4,34
1474434028,9,207
1474434038,4,29
